nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00912 -0.00912 -0.00391  -0.0033 -0.00349 -0.00384 -0.00423  -0.0046 -0.00494 -0.00523 -0.00546 -0.00566 -0.00588 -0.00621 -0.00688 -0.00823  -0.0103 -0.00972 0.000667   0.0322   0.0848   0.0848
       20| -0.00912 -0.00912 -0.00391  -0.0033 -0.00349 -0.00384 -0.00423  -0.0046 -0.00494 -0.00523 -0.00546 -0.00566 -0.00588 -0.00621 -0.00688 -0.00823  -0.0103 -0.00972 0.000667   0.0322   0.0848   0.0848
       19| -0.00531 -0.00531  -0.0048 -0.00444 -0.00434 -0.00443 -0.00461 -0.00482 -0.00502  -0.0052 -0.00535 -0.00547 -0.00562 -0.00589 -0.00647 -0.00778  -0.0104  -0.0138  -0.0116  0.00525   0.0354   0.0354
       18|   -0.004   -0.004 -0.00394 -0.00386 -0.00388 -0.00398 -0.00412 -0.00428 -0.00443 -0.00455 -0.00465 -0.00474 -0.00485 -0.00504 -0.00548 -0.00643  -0.0083   -0.011  -0.0117 -0.00296   0.0121   0.0121
       17| -0.00325 -0.00325 -0.00329 -0.00331 -0.00336 -0.00345 -0.00356 -0.00367 -0.00376 -0.00384 -0.00388 -0.00391 -0.00393 -0.00399 -0.00414 -0.00446 -0.00502 -0.00558 -0.00455  0.00121  0.00877  0.00877
       16| -0.00272 -0.00272 -0.00278 -0.00283 -0.00288 -0.00295 -0.00303 -0.00309 -0.00314 -0.00316 -0.00314 -0.00309   -0.003 -0.00288  -0.0027 -0.00245 -0.00197 -0.00092  0.00141  0.00576  0.00993  0.00993
       15|  -0.0023  -0.0023 -0.00236  -0.0024 -0.00245  -0.0025 -0.00254 -0.00257 -0.00257 -0.00253 -0.00245 -0.00232 -0.00213 -0.00185 -0.00144-0.000818 0.000164  0.00172  0.00407  0.00706  0.00941  0.00941
       14| -0.00195 -0.00195   -0.002 -0.00203 -0.00207 -0.00209  -0.0021 -0.00209 -0.00205 -0.00197 -0.00185 -0.00165 -0.00138   -0.001-0.000464 0.000294  0.00136  0.00281  0.00461  0.00645  0.00768  0.00768
       13| -0.00164 -0.00164 -0.00168  -0.0017 -0.00172 -0.00173 -0.00171 -0.00168  -0.0016 -0.00149 -0.00132 -0.00109-0.000776-0.000351 0.000217 0.000963  0.00192  0.00308  0.00434  0.00544  0.00605  0.00605
       12| -0.00137 -0.00137  -0.0014 -0.00142 -0.00142 -0.00141 -0.00137 -0.00131 -0.00122 -0.00108-0.000892 -0.00064-0.000309 0.000117 0.000656  0.00132  0.00211  0.00299  0.00385  0.00452  0.00484  0.00484
       11| -0.00113 -0.00113 -0.00115 -0.00116 -0.00115 -0.00113 -0.00108   -0.001-0.000893-0.000742-0.000543-0.000287 3.62e-05 0.000436 0.000919  0.00148  0.00211  0.00277  0.00336  0.00379  0.00397  0.00397
       10|-0.000919-0.000919-0.000937-0.000938-0.000922-0.000886-0.000827-0.000741-0.000623-0.000467-0.000267-1.88e-05 0.000284 0.000646  0.00106  0.00153  0.00203  0.00251  0.00294  0.00322  0.00333  0.00333
        9|-0.000737-0.000737 -0.00075-0.000746-0.000723-0.000681-0.000616-0.000524-0.000402-0.000246-5.33e-05 0.000181 0.000458 0.000777  0.00113  0.00152  0.00191  0.00228  0.00258  0.00278  0.00285  0.00285
        8|-0.000581-0.000581 -0.00059-0.000582-0.000555-0.000509-0.000439-0.000346-0.000224 -7.3e-05  0.00011 0.000327 0.000576 0.000856  0.00116  0.00147  0.00178  0.00207  0.00229  0.00244  0.00249  0.00249
        7|-0.000449-0.000449-0.000456-0.000445-0.000416-0.000366-0.000296-0.000202 -8.3e-05 6.18e-05 0.000234 0.000432 0.000656   0.0009  0.00116  0.00142  0.00167  0.00189  0.00207  0.00217  0.00221  0.00221
        6|-0.000341-0.000341-0.000347-0.000334-0.000302-0.000251 -0.00018-8.79e-05  2.7e-05 0.000165 0.000325 0.000507 0.000708 0.000923  0.00115  0.00137  0.00157  0.00175  0.00189  0.00197    0.002    0.002
        5|-0.000257-0.000257 -0.00026-0.000246-0.000213-0.000162-9.11e-05-4.25e-07 0.000111 0.000242 0.000392  0.00056 0.000742 0.000934  0.00113  0.00132  0.00149  0.00164  0.00175  0.00182  0.00184  0.00184
        4|-0.000194-0.000194-0.000196 -0.00018-0.000147-9.55e-05-2.53e-05 6.38e-05 0.000172 0.000297  0.00044 0.000597 0.000764 0.000938  0.00111  0.00128  0.00143  0.00156  0.00166  0.00171  0.00173  0.00173
