nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0171  -0.0171  -0.0126  -0.0121  -0.0117   -0.011 -0.00997 -0.00876 -0.00746 -0.00612 -0.00479 -0.00349 -0.00222-0.000972 0.000323  0.00172  0.00346  0.00642   0.0129   0.0276   0.0535   0.0535
       20|  -0.0171  -0.0171  -0.0126  -0.0121  -0.0117   -0.011 -0.00997 -0.00876 -0.00746 -0.00612 -0.00479 -0.00349 -0.00222-0.000972 0.000323  0.00172  0.00346  0.00642   0.0129   0.0276   0.0535   0.0535
       19|  -0.0126  -0.0126  -0.0124  -0.0119  -0.0113  -0.0104  -0.0094 -0.00824 -0.00701 -0.00573 -0.00446 -0.00319 -0.00194-0.000708 0.000522  0.00179  0.00317  0.00502  0.00856   0.0167   0.0299   0.0299
       18|  -0.0102  -0.0102  -0.0102    -0.01 -0.00958 -0.00893 -0.00811 -0.00714 -0.00609 -0.00497 -0.00382 -0.00264 -0.00143  -0.0002  0.00109  0.00249   0.0041  0.00618  0.00929   0.0144   0.0201   0.0201
       17| -0.00861 -0.00861 -0.00862 -0.00845 -0.00811 -0.00759 -0.00691 -0.00611  -0.0052 -0.00421 -0.00317 -0.00208-0.000931 0.000278  0.00158  0.00304  0.00475  0.00686  0.00958   0.0129   0.0156   0.0156
       16| -0.00735 -0.00735 -0.00734 -0.00719  -0.0069 -0.00646 -0.00588 -0.00519  -0.0044 -0.00353 -0.00258 -0.00157-0.000501  0.00065   0.0019   0.0033  0.00488  0.00672   0.0088   0.0109   0.0122   0.0122
       15| -0.00631 -0.00631 -0.00628 -0.00614 -0.00588  -0.0055   -0.005  -0.0044  -0.0037 -0.00292 -0.00207 -0.00115-0.000163   0.0009  0.00205   0.0033  0.00468  0.00616  0.00766  0.00895  0.00969  0.00969
       14| -0.00543 -0.00543  -0.0054 -0.00527 -0.00503 -0.00469 -0.00425 -0.00372  -0.0031  -0.0024 -0.00164-0.000809 8.52e-05  0.00104  0.00206  0.00315  0.00429  0.00545  0.00653  0.00738  0.00781  0.00781
       13| -0.00468 -0.00468 -0.00465 -0.00452 -0.00431 -0.00401 -0.00362 -0.00314 -0.00259 -0.00197 -0.00129-0.000542 0.000255   0.0011  0.00199  0.00291  0.00384  0.00474  0.00553  0.00611  0.00639  0.00639
       12| -0.00404 -0.00404 -0.00401 -0.00389  -0.0037 -0.00343 -0.00308 -0.00266 -0.00216 -0.00161   -0.001-0.000342 0.000362   0.0011  0.00186  0.00264  0.00339   0.0041  0.00469  0.00511  0.00529  0.00529
       11| -0.00349 -0.00349 -0.00346 -0.00336 -0.00318 -0.00294 -0.00262 -0.00225 -0.00181 -0.00132-0.000776-0.000194 0.000423  0.00106  0.00171  0.00236  0.00298  0.00353  0.00399   0.0043  0.00443  0.00443
       10| -0.00303 -0.00303   -0.003  -0.0029 -0.00275 -0.00252 -0.00224 -0.00191 -0.00152 -0.00108  -0.0006-8.74e-05 0.000451    0.001  0.00156   0.0021  0.00261  0.00305  0.00341  0.00364  0.00374  0.00374
        9| -0.00264 -0.00264 -0.00261 -0.00252 -0.00238 -0.00218 -0.00193 -0.00162 -0.00128-0.000887-0.000463-1.23e-05 0.000457 0.000935  0.00141  0.00186  0.00228  0.00265  0.00293  0.00312   0.0032   0.0032
        8| -0.00231 -0.00231 -0.00228  -0.0022 -0.00207 -0.00189 -0.00166 -0.00139 -0.00108-0.000734-0.000358 3.96e-05 0.000451 0.000865  0.00127  0.00166  0.00201  0.00231  0.00254  0.00269  0.00275  0.00275
        7| -0.00203 -0.00203 -0.00201 -0.00194 -0.00182 -0.00165 -0.00145  -0.0012-0.000923-0.000613-0.000278 7.48e-05 0.000437 0.000799  0.00115  0.00148  0.00178  0.00203  0.00223  0.00235   0.0024   0.0024
        6| -0.00181 -0.00181 -0.00179 -0.00172 -0.00161 -0.00146 -0.00128 -0.00105-0.000799-0.000518-0.000217 9.83e-05  0.00042 0.000741  0.00105  0.00134   0.0016  0.00181  0.00198  0.00208  0.00212  0.00212
        5| -0.00164 -0.00164 -0.00161 -0.00155 -0.00145 -0.00131 -0.00114-0.000935-0.000702-0.000446-0.000172 0.000114 0.000404 0.000691 0.000966  0.00122  0.00145  0.00164  0.00178  0.00187  0.00191  0.00191
        4|  -0.0015  -0.0015 -0.00148 -0.00142 -0.00133  -0.0012 -0.00104-0.000847 -0.00063-0.000393-0.000139 0.000124  0.00039 0.000652 0.000902  0.00113  0.00134   0.0015  0.00163  0.00171  0.00175  0.00175
        3| -0.00141 -0.00141 -0.00139 -0.00133 -0.00124 -0.00112-0.000966-0.000784 -0.00058-0.000355-0.000117  0.00013 0.000379 0.000623 0.000856  0.00107  0.00126  0.00141  0.00153   0.0016  0.00163  0.00163
        2| -0.00135 -0.00135 -0.00133 -0.00128 -0.00119 -0.00107-0.000922-0.000747-0.000549-0.000333-0.000103 0.000134 0.000372 0.000606 0.000828  0.00103  0.00121  0.00136  0.00147  0.00154  0.00156  0.00156
