nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00634 -0.00634 -0.00226 -0.00167 -0.00171 -0.00193 -0.00227 -0.00272 -0.00333 -0.00417 -0.00543 -0.00731 -0.00997   -0.012 -0.00524    0.023   0.0727   0.0727
       16| -0.00634 -0.00634 -0.00226 -0.00167 -0.00171 -0.00193 -0.00227 -0.00272 -0.00333 -0.00417 -0.00543 -0.00731 -0.00997   -0.012 -0.00524    0.023   0.0727   0.0727
       15| -0.00331 -0.00331 -0.00294 -0.00259 -0.00245 -0.00251 -0.00273 -0.00309 -0.00362 -0.00439 -0.00558 -0.00751  -0.0108  -0.0158  -0.0177 -0.00347   0.0257   0.0257
       14| -0.00235 -0.00235 -0.00229 -0.00219  -0.0022 -0.00232 -0.00255 -0.00291 -0.00341 -0.00415 -0.00529 -0.00718  -0.0105  -0.0156  -0.0201  -0.0146-0.000393-0.000393
       13| -0.00177 -0.00177 -0.00179  -0.0018 -0.00187 -0.00201 -0.00222 -0.00254 -0.00297 -0.00359 -0.00452 -0.00599 -0.00843  -0.0121  -0.0151  -0.0118 -0.00436 -0.00436
       12| -0.00135 -0.00135 -0.00139 -0.00144 -0.00152 -0.00164 -0.00182 -0.00205 -0.00237 -0.00278 -0.00334 -0.00413 -0.00527 -0.00665 -0.00719 -0.00422 0.000227 0.000227
       11|-0.000999-0.000999 -0.00104 -0.00109 -0.00116 -0.00125 -0.00137 -0.00151 -0.00168 -0.00187 -0.00206 -0.00224 -0.00233 -0.00212  -0.0009    0.002  0.00498  0.00498
       10|-0.000696-0.000696-0.000734-0.000773-0.000818-0.000871-0.000928-0.000981 -0.00102 -0.00102-0.000938-0.000717-0.000241 0.000726  0.00236  0.00469  0.00662  0.00662
        9|-0.000428-0.000428-0.000457-0.000481-0.000502-0.000517-0.000519-0.000497-0.000433-0.000301-5.91e-05 0.000354  0.00104  0.00207  0.00344  0.00495  0.00604  0.00604
        8| -0.00019 -0.00019-0.000211-0.000221-0.000219-0.000202-0.000161-8.38e-05 4.58e-05 0.000252 0.000569  0.00104   0.0017  0.00256  0.00354  0.00445    0.005    0.005
        7|  1.6e-05  1.6e-05 2.31e-06 5.03e-06 2.49e-05 6.69e-05 0.000139 0.000251 0.000417 0.000657 0.000989  0.00144  0.00201  0.00267  0.00335   0.0039  0.00418  0.00418
        6|  0.00019  0.00019 0.000182 0.000194 0.000228 0.000287 0.000379 0.000511 0.000694 0.000939  0.00126  0.00166  0.00212  0.00262   0.0031  0.00345   0.0036   0.0036
        5| 0.000331 0.000331 0.000327 0.000347  0.00039  0.00046 0.000564 0.000705 0.000893  0.00113  0.00142  0.00177  0.00215  0.00253  0.00287  0.00311  0.00321  0.00321
        4| 0.000438 0.000438 0.000438 0.000462 0.000512  0.00059 0.000699 0.000845  0.00103  0.00126  0.00152  0.00182  0.00214  0.00244   0.0027  0.00287  0.00294  0.00294
        3| 0.000511 0.000511 0.000514 0.000542 0.000596 0.000678 0.000792 0.000938  0.00112  0.00133  0.00158  0.00185  0.00212  0.00237  0.00258  0.00272  0.00276  0.00276
        2| 0.000551 0.000551 0.000555 0.000585 0.000643 0.000729 0.000845 0.000993  0.00117  0.00138  0.00161  0.00186   0.0021  0.00233  0.00251  0.00263  0.00267  0.00267
        1| 0.000558 0.000558 0.000563 0.000595 0.000654 0.000743 0.000862  0.00101  0.00119   0.0014  0.00163  0.00187   0.0021  0.00232  0.00249   0.0026  0.00263  0.00263
        0| 0.000558 0.000558 0.000563 0.000595 0.000654 0.000743 0.000862  0.00101  0.00119   0.0014  0.00163  0.00187   0.0021  0.00232  0.00249   0.0026  0.00263  0.00263

