nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00658 -0.00658 -0.00267 -0.00231 -0.00256 -0.00295  -0.0034 -0.00389 -0.00443 -0.00506 -0.00592 -0.00729  -0.0095  -0.0107 -0.00385   0.0207   0.0634   0.0634
       16| -0.00658 -0.00658 -0.00267 -0.00231 -0.00256 -0.00295  -0.0034 -0.00389 -0.00443 -0.00506 -0.00592 -0.00729  -0.0095  -0.0107 -0.00385   0.0207   0.0634   0.0634
       15| -0.00368 -0.00368  -0.0034 -0.00321 -0.00322  -0.0034 -0.00368 -0.00402 -0.00443 -0.00496 -0.00571 -0.00701 -0.00947  -0.0132  -0.0133-0.000787   0.0236   0.0236
       14| -0.00271 -0.00271 -0.00271 -0.00271 -0.00281 -0.00298 -0.00322  -0.0035 -0.00384 -0.00427 -0.00488 -0.00589 -0.00767  -0.0104  -0.0121 -0.00586  0.00613  0.00613
       13| -0.00213 -0.00213 -0.00219 -0.00225 -0.00235  -0.0025 -0.00268 -0.00288 -0.00311 -0.00339 -0.00374 -0.00422 -0.00489 -0.00562 -0.00533 -0.00117  0.00481  0.00481
       12| -0.00171 -0.00171 -0.00177 -0.00183 -0.00192 -0.00202 -0.00214 -0.00226 -0.00237 -0.00246 -0.00252 -0.00251 -0.00234 -0.00172-8.22e-05  0.00323  0.00657  0.00657
       11| -0.00136 -0.00136 -0.00141 -0.00147 -0.00153 -0.00159 -0.00164 -0.00167 -0.00167 -0.00162 -0.00146 -0.00114-0.000533 0.000555   0.0023  0.00463  0.00653  0.00653
       10| -0.00106 -0.00106 -0.00111 -0.00114 -0.00117 -0.00119 -0.00119 -0.00116 -0.00108-0.000915-0.000634-0.000179 0.000536  0.00157  0.00293  0.00436  0.00536  0.00536
        9|-0.000809-0.000809-0.000839-0.000857-0.000864-0.000853-0.000814-0.000733-0.000595-0.000376 -4.8e-05 0.000429  0.00108  0.00192  0.00286  0.00372  0.00421  0.00421
        8|-0.000588-0.000588-0.000609-0.000614-0.000602-0.000566-0.000499-0.000389-0.000223 1.55e-05 0.000345 0.000782  0.00133  0.00196   0.0026  0.00312  0.00338  0.00338
        7|-0.000401-0.000401-0.000414-0.000409-0.000383-0.000331-0.000247-0.000122 5.38e-05  0.00029 0.000595 0.000973  0.00141  0.00188  0.00233  0.00266   0.0028   0.0028
        6|-0.000246-0.000246-0.000254-0.000241-0.000206-0.000144 -5.1e-05 7.98e-05 0.000254 0.000476 0.000749  0.00107  0.00142  0.00177  0.00209  0.00231   0.0024   0.0024
        5|-0.000123-0.000123-0.000127-0.000109-6.79e-05-4.17e-07 9.69e-05 0.000228 0.000395   0.0006 0.000841  0.00111  0.00139  0.00167   0.0019  0.00206  0.00211  0.00211
        4|-3.01e-05-3.01e-05-3.15e-05-1.02e-05 3.47e-05 0.000105 0.000204 0.000332 0.000491  0.00068 0.000894  0.00113  0.00136  0.00158  0.00176  0.00188  0.00192  0.00192
        3| 3.26e-05 3.26e-05 3.33e-05  5.7e-05 0.000104 0.000177 0.000276 0.000401 0.000554  0.00073 0.000925  0.00113  0.00133  0.00152  0.00167  0.00176  0.00179  0.00179
        2| 6.58e-05 6.58e-05 6.81e-05 9.36e-05 0.000143 0.000217 0.000317 0.000442  0.00059 0.000759 0.000943  0.00113  0.00132  0.00148  0.00161  0.00169  0.00172  0.00172
        1|  7.1e-05  7.1e-05 7.42e-05 0.000101 0.000152 0.000228  0.00033 0.000456 0.000604 0.000772 0.000953  0.00114  0.00132  0.00147   0.0016  0.00167   0.0017   0.0017
        0|  7.1e-05  7.1e-05 7.42e-05 0.000101 0.000152 0.000228  0.00033 0.000456 0.000604 0.000772 0.000953  0.00114  0.00132  0.00147   0.0016  0.00167   0.0017   0.0017

