nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|   -0.012   -0.012 -0.00866 -0.00845 -0.00827 -0.00776   -0.007 -0.00606 -0.00504 -0.00401   -0.003 -0.00192-0.000449    0.002  0.00741   0.0198   0.0417   0.0417
       16|   -0.012   -0.012 -0.00866 -0.00845 -0.00827 -0.00776   -0.007 -0.00606 -0.00504 -0.00401   -0.003 -0.00192-0.000449    0.002  0.00741   0.0198   0.0417   0.0417
       15| -0.00866 -0.00866 -0.00857 -0.00833  -0.0079 -0.00728 -0.00649 -0.00558 -0.00459 -0.00358 -0.00258 -0.00158-0.000533 0.000945  0.00383   0.0107   0.0219   0.0219
       14| -0.00683 -0.00683 -0.00689 -0.00677 -0.00648   -0.006 -0.00536 -0.00459 -0.00371 -0.00277 -0.00175-0.000651 0.000622   0.0023  0.00485  0.00915   0.0141   0.0141
       13| -0.00561 -0.00561 -0.00564 -0.00554 -0.00529 -0.00489 -0.00434 -0.00367 -0.00289   -0.002   -0.001 0.000141  0.00151  0.00324  0.00552  0.00836   0.0107   0.0107
       12| -0.00466 -0.00466 -0.00466 -0.00455 -0.00432 -0.00397 -0.00349 -0.00289 -0.00218 -0.00136-0.000423 0.000664  0.00194  0.00345   0.0052  0.00697  0.00818  0.00818
       11| -0.00388 -0.00388 -0.00386 -0.00375 -0.00354 -0.00322 -0.00279 -0.00225 -0.00162-0.000873-2.24e-05 0.000945  0.00204  0.00325   0.0045  0.00561  0.00625  0.00625
       10| -0.00324 -0.00324 -0.00321  -0.0031  -0.0029 -0.00261 -0.00222 -0.00174 -0.00117-0.000517 0.000228  0.00106  0.00195  0.00289  0.00378   0.0045  0.00487  0.00487
        9|  -0.0027  -0.0027 -0.00267 -0.00257 -0.00238 -0.00212 -0.00177 -0.00134-0.000842-0.000268 0.000371  0.00106  0.00178   0.0025  0.00314  0.00363  0.00386  0.00386
        8| -0.00226 -0.00226 -0.00223 -0.00213 -0.00196 -0.00172 -0.00141 -0.00104-0.000596-0.000101 0.000441  0.00101  0.00159  0.00214  0.00262  0.00296  0.00311  0.00311
        7|  -0.0019  -0.0019 -0.00187 -0.00178 -0.00162 -0.00141 -0.00113  -0.0008-0.000417 8.73e-06 0.000466 0.000939  0.00141  0.00184   0.0022  0.00245  0.00256  0.00256
        6| -0.00161 -0.00161 -0.00158  -0.0015 -0.00136 -0.00116-0.000917-0.000624-0.000289 7.85e-05 0.000467 0.000861  0.00124  0.00158  0.00186  0.00206  0.00214  0.00214
        5| -0.00139 -0.00139 -0.00136 -0.00128 -0.00115-0.000975-0.000754-0.000493-0.000198 0.000122 0.000456 0.000789  0.00111  0.00139  0.00161  0.00176  0.00183  0.00183
        4| -0.00122 -0.00122 -0.00119 -0.00112-0.000998-0.000837-0.000636  -0.0004-0.000135 0.000148 0.000441  0.00073    0.001  0.00124  0.00142  0.00155   0.0016   0.0016
        3|  -0.0011  -0.0011 -0.00107   -0.001-0.000891-0.000741-0.000554-0.000336 -9.4e-05 0.000164 0.000428 0.000686 0.000925  0.00113   0.0013   0.0014  0.00145  0.00145
        2| -0.00103 -0.00103   -0.001-0.000934-0.000827-0.000683-0.000505-0.000298-6.94e-05 0.000173 0.000419 0.000659 0.000879  0.00107  0.00122  0.00131  0.00135  0.00135
        1|-0.000999-0.000999-0.000974-0.000908-0.000803-0.000661-0.000485-0.000283 -5.9e-05 0.000177 0.000417 0.000649 0.000862  0.00104  0.00119  0.00128  0.00132  0.00132
        0|-0.000999-0.000999-0.000974-0.000908-0.000803-0.000661-0.000485-0.000283 -5.9e-05 0.000177 0.000417 0.000649 0.000862  0.00104  0.00119  0.00128  0.00132  0.00132

