nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00659 -0.00659 -0.00245 -0.00177 -0.00173 -0.00188 -0.00216 -0.00256 -0.00311 -0.00392 -0.00511 -0.00681 -0.00874  -0.0087 0.000462   0.0294   0.0782   0.0782
       16| -0.00659 -0.00659 -0.00245 -0.00177 -0.00173 -0.00188 -0.00216 -0.00256 -0.00311 -0.00392 -0.00511 -0.00681 -0.00874  -0.0087 0.000462   0.0294   0.0782   0.0782
       15| -0.00351 -0.00351 -0.00311 -0.00268 -0.00249 -0.00249 -0.00267 -0.00299  -0.0035 -0.00428  -0.0055 -0.00739  -0.0101  -0.0131  -0.0117  0.00359   0.0319   0.0319
       14| -0.00257 -0.00257 -0.00248 -0.00233  -0.0023 -0.00239 -0.00261 -0.00297 -0.00352 -0.00438 -0.00574 -0.00789  -0.0112  -0.0153  -0.0174  -0.0115  0.00155  0.00155
       13| -0.00197 -0.00197 -0.00198 -0.00197 -0.00202 -0.00215 -0.00239 -0.00277 -0.00333 -0.00419 -0.00558  -0.0079  -0.0116  -0.0165  -0.0198  -0.0168 -0.00932 -0.00932
       12| -0.00152 -0.00152 -0.00155 -0.00159 -0.00167 -0.00182 -0.00205 -0.00239 -0.00288 -0.00363 -0.00483 -0.00685  -0.0101  -0.0143  -0.0169  -0.0142  -0.0094  -0.0094
       11| -0.00112 -0.00112 -0.00116 -0.00121  -0.0013 -0.00142  -0.0016 -0.00186 -0.00222 -0.00275 -0.00356 -0.00486 -0.00687 -0.00923  -0.0103 -0.00773 -0.00422 -0.00422
       10|-0.000756-0.000756-0.000793-0.000838-0.000901-0.000988  -0.0011 -0.00126 -0.00145 -0.00171 -0.00208 -0.00259 -0.00327 -0.00386 -0.00337 -0.00072  0.00195  0.00195
        9|-0.000416-0.000416-0.000445-0.000475 -0.00051 -0.00055-0.000595-0.000641-0.000683-0.000709-0.000704 -0.00063-0.000403 0.000208  0.00165  0.00412  0.00613  0.00613
        8|-0.000104-0.000104-0.000124-0.000136-0.000141-0.000136-0.000117-7.29e-05 1.04e-05 0.000156 0.000402 0.000807  0.00146  0.00255   0.0041    0.006  0.00738  0.00738
        7| 0.000177 0.000177 0.000165  0.00017 0.000192 0.000234 0.000306 0.000418 0.000588  0.00084  0.00121  0.00175  0.00253  0.00357  0.00481  0.00604  0.00684  0.00684
        6|  0.00042  0.00042 0.000416 0.000435 0.000478  0.00055 0.000659 0.000817  0.00104  0.00135  0.00176  0.00232  0.00304   0.0039   0.0048  0.00556  0.00597  0.00597
        5| 0.000622 0.000622 0.000623 0.000653 0.000712 0.000806 0.000941  0.00113  0.00138   0.0017  0.00212  0.00264  0.00326  0.00394  0.00459  0.00507   0.0053   0.0053
        4| 0.000778 0.000778 0.000784 0.000822 0.000893    0.001  0.00115  0.00135  0.00162  0.00194  0.00234  0.00282  0.00334  0.00388  0.00436   0.0047  0.00483  0.00483
        3| 0.000887 0.000887 0.000896  0.00094  0.00102  0.00114   0.0013  0.00151  0.00177   0.0021  0.00248   0.0029  0.00336   0.0038  0.00418  0.00444  0.00454  0.00454
        2| 0.000947 0.000947 0.000959  0.00101  0.00109  0.00122  0.00138   0.0016  0.00187  0.00219  0.00255  0.00295  0.00336  0.00375  0.00408  0.00429  0.00437  0.00437
        1| 0.000962 0.000962 0.000974  0.00102  0.00111  0.00124  0.00141  0.00163   0.0019  0.00222  0.00258  0.00297  0.00337  0.00374  0.00404  0.00424  0.00431  0.00431
        0| 0.000962 0.000962 0.000974  0.00102  0.00111  0.00124  0.00141  0.00163   0.0019  0.00222  0.00258  0.00297  0.00337  0.00374  0.00404  0.00424  0.00431  0.00431

