nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00663 -0.00663 -0.00247 -0.00177 -0.00172 -0.00186 -0.00213 -0.00252 -0.00307 -0.00387 -0.00504 -0.00666 -0.00839  -0.0079  0.00171   0.0306   0.0789   0.0789
       16| -0.00663 -0.00663 -0.00247 -0.00177 -0.00172 -0.00186 -0.00213 -0.00252 -0.00307 -0.00387 -0.00504 -0.00666 -0.00839  -0.0079  0.00171   0.0306   0.0789   0.0789
       15| -0.00354 -0.00354 -0.00313 -0.00269 -0.00248 -0.00248 -0.00265 -0.00297 -0.00347 -0.00426 -0.00546 -0.00729 -0.00982  -0.0123  -0.0102  0.00526   0.0332   0.0332
       14| -0.00261 -0.00261 -0.00251 -0.00235 -0.00231  -0.0024 -0.00262 -0.00298 -0.00354 -0.00441 -0.00576 -0.00789   -0.011  -0.0146  -0.0159 -0.00965  0.00296  0.00296
       13| -0.00201 -0.00201 -0.00201   -0.002 -0.00204 -0.00218 -0.00243 -0.00282  -0.0034  -0.0043 -0.00576 -0.00815  -0.0118  -0.0164  -0.0191   -0.016 -0.00897 -0.00897
       12| -0.00155 -0.00155 -0.00159 -0.00163 -0.00171 -0.00187 -0.00211 -0.00247   -0.003 -0.00383 -0.00517 -0.00743   -0.011  -0.0153  -0.0178  -0.0151  -0.0104  -0.0104
       11| -0.00115 -0.00115 -0.00119 -0.00125 -0.00134 -0.00147 -0.00167 -0.00196 -0.00237 -0.00299 -0.00398  -0.0056  -0.0081   -0.011  -0.0123 -0.00967 -0.00613 -0.00613
       10|-0.000777-0.000777-0.000815-0.000864-0.000933 -0.00103 -0.00117 -0.00135  -0.0016 -0.00195 -0.00247 -0.00327 -0.00439 -0.00549 -0.00538 -0.00274-1.19e-05-1.19e-05
        9|-0.000425-0.000425-0.000455-0.000488-0.000529 -0.00058-0.000642-0.000715-0.000798-0.000892-0.000995  -0.0011 -0.00113-0.000859  0.00037   0.0029  0.00499  0.00499
        8|-9.81e-05-9.81e-05-0.000119-0.000134-0.000144-0.000147 -0.00014-0.000114-5.83e-05 4.75e-05 0.000235  0.00056  0.00112  0.00212  0.00369  0.00578  0.00729  0.00729
        7| 0.000198 0.000198 0.000185 0.000188 0.000207 0.000245  0.00031 0.000412 0.000569 0.000806  0.00116  0.00168  0.00246  0.00355  0.00492  0.00636   0.0073   0.0073
        6| 0.000456 0.000456 0.000451 0.000469 0.000511 0.000582  0.00069 0.000847  0.00107  0.00138   0.0018  0.00238  0.00315  0.00409   0.0051    0.006  0.00651  0.00651
        5|  0.00067  0.00067 0.000671 0.000702 0.000762 0.000858 0.000996  0.00119  0.00144  0.00178  0.00222  0.00278  0.00346  0.00421  0.00494  0.00551  0.00578  0.00578
        4| 0.000837 0.000837 0.000843 0.000883 0.000956  0.00107  0.00123  0.00144  0.00171  0.00206  0.00249    0.003  0.00358  0.00418  0.00473  0.00512  0.00527  0.00527
        3| 0.000953 0.000953 0.000963  0.00101  0.00109  0.00122  0.00139  0.00161  0.00189  0.00223  0.00264  0.00311  0.00362  0.00411  0.00455  0.00484  0.00495  0.00495
        2|  0.00102  0.00102  0.00103  0.00108  0.00117   0.0013  0.00148  0.00171  0.00199  0.00234  0.00273  0.00317  0.00363  0.00406  0.00443  0.00467  0.00476  0.00476
        1|  0.00103  0.00103  0.00105   0.0011  0.00119  0.00133  0.00151  0.00174  0.00203  0.00238  0.00277   0.0032  0.00364  0.00405  0.00439  0.00461  0.00469  0.00469
        0|  0.00103  0.00103  0.00105   0.0011  0.00119  0.00133  0.00151  0.00174  0.00203  0.00238  0.00277   0.0032  0.00364  0.00405  0.00439  0.00461  0.00469  0.00469

