nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00792 -0.00792 -0.00429 -0.00422 -0.00463 -0.00501 -0.00529 -0.00543 -0.00547 -0.00547 -0.00559 -0.00604 -0.00668 -0.00542  0.00133   0.0206    0.054    0.054
       16| -0.00792 -0.00792 -0.00429 -0.00422 -0.00463 -0.00501 -0.00529 -0.00543 -0.00547 -0.00547 -0.00559 -0.00604 -0.00668 -0.00542  0.00133   0.0206    0.054    0.054
       15| -0.00506 -0.00506 -0.00493  -0.0049 -0.00499 -0.00511  -0.0052 -0.00521 -0.00516 -0.00509 -0.00512 -0.00546 -0.00628 -0.00725 -0.00513  0.00504   0.0233   0.0233
       14| -0.00394 -0.00394 -0.00401 -0.00409  -0.0042 -0.00429 -0.00434 -0.00432 -0.00424 -0.00413 -0.00403 -0.00403 -0.00419 -0.00433  -0.0031  0.00264   0.0113   0.0113
       13| -0.00323 -0.00323 -0.00331 -0.00339 -0.00346 -0.00351 -0.00351 -0.00345 -0.00331 -0.00311 -0.00284 -0.00249 -0.00198 -0.00104 0.000977  0.00494  0.00917  0.00917
       12| -0.00268 -0.00268 -0.00275  -0.0028 -0.00284 -0.00284 -0.00279 -0.00268 -0.00248 -0.00219 -0.00179 -0.00121-0.000348  0.00098  0.00301   0.0057  0.00794  0.00794
       11| -0.00222 -0.00222 -0.00227  -0.0023  -0.0023 -0.00226 -0.00218 -0.00202 -0.00178 -0.00143-0.000958-0.000298 0.000614  0.00185  0.00342   0.0051  0.00626  0.00626
       10| -0.00184 -0.00184 -0.00187 -0.00187 -0.00185 -0.00178 -0.00166 -0.00148 -0.00121-0.000851-0.000365 0.000273  0.00109  0.00209   0.0032   0.0042   0.0048   0.0048
        9| -0.00151 -0.00151 -0.00152 -0.00151 -0.00147 -0.00138 -0.00125 -0.00105 -0.00078-0.000424 3.15e-05 0.000598  0.00127  0.00203   0.0028  0.00342  0.00374  0.00374
        8| -0.00123 -0.00123 -0.00123 -0.00121 -0.00116 -0.00106-0.000916-0.000718-0.000456-0.000125 0.000283 0.000764  0.00131  0.00188  0.00241  0.00281    0.003    0.003
        7|-0.000991-0.000991-0.000993-0.000964-0.000902-0.000801-0.000657-0.000465 -0.00022 7.97e-05 0.000434 0.000835  0.00127  0.00169  0.00208  0.00235  0.00246  0.00246
        6|-0.000799-0.000799-0.000798-0.000765-0.000699-0.000598-0.000458-0.000276-5.12e-05 0.000216 0.000521 0.000854   0.0012  0.00153  0.00181    0.002  0.00208  0.00208
        5|-0.000648-0.000648-0.000644-0.000609-0.000543-0.000443-0.000308-0.000138  6.7e-05 0.000305 0.000569 0.000849  0.00113  0.00139   0.0016  0.00175   0.0018   0.0018
        4|-0.000534-0.000534-0.000528-0.000492-0.000426-0.000329-0.000201-4.12e-05 0.000148 0.000362 0.000594 0.000835  0.00107  0.00128  0.00145  0.00157  0.00161  0.00161
        3|-0.000456-0.000456-0.000449-0.000413-0.000347-0.000252-0.000128 2.35e-05   0.0002 0.000397 0.000607 0.000821  0.00103  0.00121  0.00135  0.00144  0.00148  0.00148
        2|-0.000413-0.000413-0.000404-0.000367-0.000301-0.000207-8.59e-05 6.13e-05 0.000231 0.000418 0.000614 0.000812 0.000999  0.00116  0.00129  0.00137   0.0014   0.0014
        1|-0.000401-0.000401-0.000392-0.000354-0.000288-0.000193-7.14e-05 7.52e-05 0.000243 0.000427  0.00062 0.000812 0.000992  0.00115  0.00127  0.00135  0.00138  0.00138
        0|-0.000401-0.000401-0.000392-0.000354-0.000288-0.000193-7.14e-05 7.52e-05 0.000243 0.000427  0.00062 0.000812 0.000992  0.00115  0.00127  0.00135  0.00138  0.00138

