nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00645 -0.00645 -0.00235 -0.00171 -0.00171 -0.00188 -0.00218  -0.0026 -0.00317   -0.004 -0.00524 -0.00712 -0.00956  -0.0109 -0.00315   0.0257   0.0757   0.0757
       16| -0.00645 -0.00645 -0.00235 -0.00171 -0.00171 -0.00188 -0.00218  -0.0026 -0.00317   -0.004 -0.00524 -0.00712 -0.00956  -0.0109 -0.00315   0.0257   0.0757   0.0757
       15| -0.00339 -0.00339   -0.003 -0.00262 -0.00245 -0.00247 -0.00266   -0.003 -0.00351  -0.0043 -0.00552 -0.00753  -0.0107   -0.015  -0.0159 -0.00114   0.0282   0.0282
       14| -0.00243 -0.00243 -0.00235 -0.00223 -0.00222 -0.00232 -0.00254  -0.0029 -0.00343 -0.00422 -0.00549 -0.00761  -0.0111  -0.0163  -0.0204   -0.015-0.000911-0.000911
       13| -0.00184 -0.00184 -0.00185 -0.00185 -0.00191 -0.00204 -0.00227 -0.00261  -0.0031 -0.00383 -0.00498 -0.00691  -0.0102  -0.0149  -0.0188  -0.0156 -0.00795 -0.00795
       12|  -0.0014  -0.0014 -0.00144 -0.00148 -0.00156 -0.00169 -0.00188 -0.00216 -0.00255  -0.0031 -0.00393 -0.00523 -0.00732  -0.0101   -0.012 -0.00935 -0.00461 -0.00461
       11| -0.00103 -0.00103 -0.00107 -0.00112 -0.00119 -0.00129 -0.00143 -0.00162 -0.00186 -0.00218 -0.00259 -0.00316 -0.00392 -0.00469 -0.00448 -0.00172  0.00159  0.00159
       10|-0.000697-0.000697-0.000734-0.000773-0.000824-0.000887-0.000964 -0.00105 -0.00114 -0.00123 -0.00129 -0.00128 -0.00112-0.000578 0.000854   0.0035   0.0059   0.0059
        9|-0.000398-0.000398-0.000426-0.000451-0.000475-0.000497-0.000512-0.000511-0.000478-0.000391-0.000208 0.000133 0.000737  0.00179  0.00338   0.0054  0.00698  0.00698
        8|-0.000129-0.000129-0.000149-0.000157-0.000156-0.000141-0.000104-3.36e-05 8.77e-05 0.000286   0.0006  0.00108  0.00181  0.00283  0.00409  0.00538  0.00626  0.00626
        7| 0.000108 0.000108  9.6e-05 0.000101 0.000124 0.000169 0.000245 0.000363 0.000539 0.000796  0.00116  0.00167  0.00234  0.00317  0.00407  0.00484  0.00529  0.00529
        6| 0.000311 0.000311 0.000305 0.000321  0.00036 0.000427  0.00053 0.000677 0.000882  0.00116  0.00153    0.002  0.00257  0.00321  0.00384  0.00432  0.00455  0.00455
        5| 0.000476 0.000476 0.000475   0.0005 0.000551 0.000633 0.000752 0.000915  0.00113  0.00141  0.00176  0.00217  0.00265  0.00314  0.00359  0.00391  0.00405  0.00405
        4| 0.000603 0.000603 0.000606 0.000637 0.000697 0.000788 0.000917  0.00109  0.00131  0.00157   0.0019  0.00226  0.00266  0.00305  0.00339  0.00362   0.0037   0.0037
        3| 0.000691 0.000691 0.000697 0.000732 0.000797 0.000895  0.00103   0.0012  0.00142  0.00168  0.00198  0.00231  0.00265  0.00297  0.00324  0.00342  0.00348  0.00348
        2| 0.000739 0.000739 0.000747 0.000785 0.000854 0.000957   0.0011  0.00127  0.00149  0.00174  0.00202  0.00233  0.00264  0.00292  0.00315   0.0033  0.00336  0.00336
        1|  0.00075  0.00075 0.000759 0.000798 0.000869 0.000975  0.00112   0.0013  0.00151  0.00176  0.00204  0.00234  0.00264  0.00291  0.00312  0.00327  0.00332  0.00332
        0|  0.00075  0.00075 0.000759 0.000798 0.000869 0.000975  0.00112   0.0013  0.00151  0.00176  0.00204  0.00234  0.00264  0.00291  0.00312  0.00327  0.00332  0.00332

