nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00656 -0.00656 -0.00243 -0.00176 -0.00173 -0.00189 -0.00217 -0.00257 -0.00313 -0.00395 -0.00515 -0.00691   -0.009 -0.00937-0.000619   0.0283   0.0775   0.0775
       16| -0.00656 -0.00656 -0.00243 -0.00176 -0.00173 -0.00189 -0.00217 -0.00257 -0.00313 -0.00395 -0.00515 -0.00691   -0.009 -0.00937-0.000619   0.0283   0.0775   0.0775
       15| -0.00348 -0.00348 -0.00308 -0.00267 -0.00248 -0.00249 -0.00267   -0.003 -0.00351 -0.00429 -0.00551 -0.00745  -0.0103  -0.0137   -0.013  0.00214   0.0308   0.0308
       14| -0.00253 -0.00253 -0.00244  -0.0023 -0.00228 -0.00237 -0.00259 -0.00295  -0.0035 -0.00433 -0.00568 -0.00785  -0.0113  -0.0158  -0.0186  -0.0129 0.000538 0.000538
       13| -0.00193 -0.00193 -0.00194 -0.00193 -0.00198 -0.00212 -0.00236 -0.00272 -0.00326 -0.00409 -0.00541 -0.00764  -0.0113  -0.0163  -0.0201  -0.0169 -0.00927 -0.00927
       12| -0.00148 -0.00148 -0.00152 -0.00156 -0.00164 -0.00178   -0.002 -0.00232 -0.00278 -0.00347 -0.00456 -0.00637 -0.00932  -0.0132  -0.0158  -0.0131 -0.00827 -0.00827
       11| -0.00109 -0.00109 -0.00113 -0.00118 -0.00126 -0.00138 -0.00155 -0.00178  -0.0021 -0.00256 -0.00324  -0.0043 -0.00591  -0.0078 -0.00859 -0.00598 -0.00252 -0.00252
       10|-0.000737-0.000737-0.000774-0.000816-0.000875-0.000954 -0.00106 -0.00119 -0.00135 -0.00155  -0.0018 -0.00212  -0.0025 -0.00269 -0.00187 0.000801  0.00341  0.00341
        9|-0.000408-0.000408-0.000437-0.000465-0.000495-0.000529-0.000563-0.000591-0.000605-0.000588-0.000513-0.000331 5.29e-05 0.000871  0.00243  0.00481  0.00673  0.00673
        8|-0.000108-0.000108-0.000128-0.000139-0.000141-0.000132-0.000105-4.97e-05 4.99e-05 0.000219 0.000497 0.000943  0.00165  0.00275  0.00424  0.00596   0.0072   0.0072
        7| 0.000159 0.000159 0.000148 0.000153 0.000176 0.000221 0.000295 0.000412 0.000588 0.000847  0.00122  0.00176  0.00252   0.0035  0.00464  0.00572   0.0064   0.0064
        6| 0.000391 0.000391 0.000386 0.000404 0.000447 0.000519 0.000628 0.000785    0.001  0.00131  0.00171  0.00225  0.00293  0.00372  0.00453  0.00519  0.00554  0.00554
        5| 0.000581 0.000581 0.000582 0.000611 0.000668  0.00076 0.000891  0.00107  0.00131  0.00163  0.00203  0.00252  0.00309  0.00371  0.00429  0.00472  0.00491  0.00491
        4| 0.000729 0.000729 0.000734  0.00077 0.000838 0.000942  0.00109  0.00128  0.00153  0.00184  0.00222  0.00266  0.00314  0.00363  0.00406  0.00437  0.00449  0.00449
        3| 0.000832 0.000832  0.00084 0.000881 0.000957  0.00107  0.00122  0.00142  0.00167  0.00198  0.00233  0.00273  0.00315  0.00355   0.0039  0.00413  0.00421  0.00421
        2| 0.000888 0.000888 0.000899 0.000944  0.00102  0.00114   0.0013  0.00151  0.00176  0.00206   0.0024  0.00277  0.00314   0.0035  0.00379  0.00399  0.00406  0.00406
        1| 0.000902 0.000902 0.000913 0.000959  0.00104  0.00116  0.00133  0.00154  0.00179  0.00209  0.00242  0.00278  0.00315  0.00348  0.00376  0.00394    0.004    0.004
        0| 0.000902 0.000902 0.000913 0.000959  0.00104  0.00116  0.00133  0.00154  0.00179  0.00209  0.00242  0.00278  0.00315  0.00348  0.00376  0.00394    0.004    0.004

