nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00905 -0.00905 -0.00556 -0.00558 -0.00593 -0.00613 -0.00613 -0.00594 -0.00561 -0.00523 -0.00493 -0.00481 -0.00449 -0.00258  0.00376   0.0204   0.0494   0.0494
       16| -0.00905 -0.00905 -0.00556 -0.00558 -0.00593 -0.00613 -0.00613 -0.00594 -0.00561 -0.00523 -0.00493 -0.00481 -0.00449 -0.00258  0.00376   0.0204   0.0494   0.0494
       15| -0.00611 -0.00611 -0.00604 -0.00603 -0.00605 -0.00601 -0.00585 -0.00557 -0.00519 -0.00478 -0.00442 -0.00424 -0.00429 -0.00405 -0.00151  0.00742    0.023    0.023
       14| -0.00482 -0.00482 -0.00492 -0.00499 -0.00502 -0.00498 -0.00483 -0.00458 -0.00422  -0.0038 -0.00334 -0.00289  -0.0024 -0.00165 0.000338   0.0056   0.0128   0.0128
       13| -0.00398 -0.00398 -0.00406 -0.00411 -0.00412 -0.00405 -0.00389 -0.00363 -0.00327 -0.00281 -0.00226 -0.00157-0.000643 0.000738  0.00302  0.00663   0.0101   0.0101
       12| -0.00332 -0.00332 -0.00338  -0.0034 -0.00337 -0.00327  -0.0031 -0.00282 -0.00245 -0.00196 -0.00134 -0.00054 0.000528  0.00199  0.00396  0.00631   0.0081   0.0081
       11| -0.00277 -0.00277  -0.0028  -0.0028 -0.00274 -0.00263 -0.00243 -0.00215 -0.00177 -0.00128-0.000653 0.000141  0.00114  0.00239  0.00385  0.00528  0.00621  0.00621
       10| -0.00231 -0.00231 -0.00232  -0.0023 -0.00222 -0.00209 -0.00189 -0.00161 -0.00124-0.000764-0.000178 0.000539  0.00139  0.00237  0.00339  0.00428  0.00477  0.00477
        9| -0.00191 -0.00191 -0.00192 -0.00188  -0.0018 -0.00166 -0.00145 -0.00118-0.000831-0.000396 0.000129 0.000744  0.00144  0.00218   0.0029  0.00346  0.00374  0.00374
        8| -0.00158 -0.00158 -0.00158 -0.00154 -0.00145 -0.00131 -0.00111-0.000853 -0.00053-0.000141 0.000315 0.000829  0.00138  0.00194  0.00245  0.00283    0.003    0.003
        7| -0.00131 -0.00131  -0.0013 -0.00126 -0.00117 -0.00103-0.000842-0.000603-0.000312 3.13e-05 0.000422 0.000847  0.00129  0.00172  0.00209  0.00235  0.00246  0.00246
        6| -0.00109 -0.00109 -0.00108 -0.00103-0.000942-0.000811-0.000636-0.000418-0.000156 0.000145 0.000478 0.000832  0.00119  0.00152   0.0018  0.00199  0.00206  0.00206
        5|-0.000914-0.000914-0.000903-0.000854-0.000769-0.000645-0.000482-0.000282-4.72e-05 0.000218 0.000505 0.000803  0.00109  0.00136  0.00158  0.00172  0.00178  0.00178
        4|-0.000783-0.000783 -0.00077-0.000723 -0.00064-0.000523-0.000371-0.000186 2.74e-05 0.000264 0.000516 0.000772  0.00102  0.00124  0.00141  0.00153  0.00157  0.00157
        3|-0.000692-0.000692-0.000679-0.000632-0.000552-0.000439-0.000295-0.000122 7.62e-05 0.000293  0.00052 0.000748 0.000963  0.00115   0.0013   0.0014  0.00144  0.00144
        2|-0.000639-0.000639-0.000625-0.000579  -0.0005 -0.00039 -0.00025-8.39e-05 0.000105  0.00031 0.000522 0.000733 0.000931   0.0011  0.00124  0.00132  0.00136  0.00136
        1|-0.000623-0.000623-0.000609-0.000562-0.000483-0.000373-0.000234-6.95e-05 0.000117 0.000317 0.000525 0.000729  0.00092  0.00109  0.00121   0.0013  0.00133  0.00133
        0|-0.000623-0.000623-0.000609-0.000562-0.000483-0.000373-0.000234-6.95e-05 0.000117 0.000317 0.000525 0.000729  0.00092  0.00109  0.00121   0.0013  0.00133  0.00133

