nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00634 -0.00634 -0.00232 -0.00183 -0.00196 -0.00226 -0.00266 -0.00316 -0.00378 -0.00458 -0.00571 -0.00741    -0.01  -0.0121 -0.00551   0.0212   0.0683   0.0683
       16| -0.00634 -0.00634 -0.00232 -0.00183 -0.00196 -0.00226 -0.00266 -0.00316 -0.00378 -0.00458 -0.00571 -0.00741    -0.01  -0.0121 -0.00551   0.0212   0.0683   0.0683
       15| -0.00336 -0.00336 -0.00303 -0.00275 -0.00268  -0.0028 -0.00306 -0.00344 -0.00395 -0.00465 -0.00568 -0.00737  -0.0104  -0.0151  -0.0167 -0.00319   0.0241   0.0241
       14| -0.00241 -0.00241 -0.00238 -0.00232 -0.00237 -0.00253 -0.00277 -0.00311 -0.00357 -0.00419  -0.0051 -0.00659 -0.00921  -0.0134  -0.0168  -0.0109  0.00251  0.00251
       13| -0.00184 -0.00184 -0.00188 -0.00192   -0.002 -0.00215 -0.00236 -0.00263 -0.00299 -0.00345  -0.0041 -0.00506 -0.00655 -0.00862 -0.00995 -0.00619 0.000653 0.000653
       12| -0.00143 -0.00143 -0.00149 -0.00154 -0.00163 -0.00175  -0.0019 -0.00209 -0.00231 -0.00257 -0.00288 -0.00322 -0.00359 -0.00376 -0.00289 0.000417  0.00436  0.00436
       11|  -0.0011  -0.0011 -0.00115  -0.0012 -0.00127 -0.00135 -0.00144 -0.00154 -0.00163  -0.0017 -0.00171  -0.0016 -0.00126-0.000422  0.00126  0.00397   0.0064   0.0064
       10|-0.000812-0.000812-0.000852-0.000891-0.000933-0.000975 -0.00101 -0.00103 -0.00101-0.000931-0.000748-0.000394 0.000246   0.0013  0.00282  0.00464  0.00603  0.00603
        9|-0.000562-0.000562-0.000593-0.000616-0.000633 -0.00064-0.000627-0.000583-0.000489-0.000319-3.74e-05 0.000408  0.00108    0.002  0.00311  0.00421  0.00491  0.00491
        8|-0.000344-0.000344-0.000366-0.000376-0.000372-0.000351-0.000303-0.000217-7.67e-05 0.000137 0.000451 0.000894  0.00148   0.0022  0.00297  0.00362  0.00397  0.00397
        7|-0.000157-0.000157-0.000172-0.000171-0.000151 -0.00011-3.79e-05 7.32e-05 0.000236 0.000463  0.00077  0.00117  0.00165  0.00219  0.00271  0.00312  0.00331  0.00331
        6| -1.7e-06 -1.7e-06 -1.1e-05 -9.9e-07 2.96e-05  8.5e-05 0.000171 0.000295 0.000464 0.000687 0.000969  0.00131   0.0017   0.0021  0.00247  0.00274  0.00285  0.00285
        5| 0.000123 0.000123 0.000118 0.000134 0.000172 0.000236  0.00033 0.000458 0.000626 0.000836  0.00109  0.00138   0.0017  0.00201  0.00227  0.00246  0.00253  0.00253
        4| 0.000217 0.000217 0.000215 0.000236 0.000279 0.000348 0.000446 0.000575 0.000737 0.000934  0.00116  0.00141  0.00167  0.00192  0.00213  0.00226  0.00231  0.00231
        3| 0.000281 0.000281 0.000281 0.000305 0.000352 0.000424 0.000524 0.000652  0.00081 0.000995   0.0012  0.00143  0.00165  0.00186  0.00202  0.00213  0.00217  0.00217
        2| 0.000315 0.000315 0.000317 0.000342 0.000392 0.000467 0.000568 0.000697 0.000852  0.00103  0.00123  0.00143  0.00164  0.00182  0.00197  0.00206  0.00209  0.00209
        1|  0.00032  0.00032 0.000323 0.000349 0.000401 0.000478 0.000582 0.000713 0.000868  0.00105  0.00124  0.00144  0.00164  0.00181  0.00195  0.00204  0.00206  0.00206
        0|  0.00032  0.00032 0.000323 0.000349 0.000401 0.000478 0.000582 0.000713 0.000868  0.00105  0.00124  0.00144  0.00164  0.00181  0.00195  0.00204  0.00206  0.00206

