nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|   -0.011   -0.011 -0.00765 -0.00757 -0.00761 -0.00737 -0.00685 -0.00614 -0.00531 -0.00446 -0.00365 -0.00283 -0.00159 0.000754  0.00644     0.02   0.0439   0.0439
       16|   -0.011   -0.011 -0.00765 -0.00757 -0.00761 -0.00737 -0.00685 -0.00614 -0.00531 -0.00446 -0.00365 -0.00283 -0.00159 0.000754  0.00644     0.02   0.0439   0.0439
       15| -0.00782 -0.00782 -0.00777 -0.00765 -0.00739 -0.00698 -0.00639 -0.00567 -0.00485   -0.004 -0.00317 -0.00239 -0.00163-0.000404  0.00242  0.00985   0.0223   0.0223
       14| -0.00619 -0.00619 -0.00627 -0.00624 -0.00607 -0.00575 -0.00527 -0.00465 -0.00392 -0.00312 -0.00225 -0.00131-0.000227  0.00126  0.00373  0.00832   0.0139   0.0139
       13|  -0.0051  -0.0051 -0.00515 -0.00511 -0.00496 -0.00467 -0.00425  -0.0037 -0.00304 -0.00227 -0.00139-0.000355 0.000915  0.00259  0.00492  0.00798   0.0106   0.0106
       12| -0.00424 -0.00424 -0.00427 -0.00421 -0.00405 -0.00378  -0.0034  -0.0029 -0.00229 -0.00156-0.000703 0.000315  0.00155  0.00306  0.00489  0.00681  0.00817  0.00817
       11| -0.00354 -0.00354 -0.00354 -0.00347 -0.00331 -0.00306  -0.0027 -0.00224 -0.00168 -0.00101-0.000215  0.00071  0.00179  0.00301  0.00433  0.00552  0.00623  0.00623
       10| -0.00296 -0.00296 -0.00294 -0.00286 -0.00271 -0.00247 -0.00214 -0.00172 -0.00121  -0.0006 0.000103 0.000902  0.00179  0.00274  0.00367  0.00443  0.00483  0.00483
        9| -0.00247 -0.00247 -0.00245 -0.00236 -0.00221 -0.00199 -0.00169 -0.00131-0.000849-0.000314 0.000293 0.000964  0.00168   0.0024  0.00307  0.00357  0.00381  0.00381
        8| -0.00206 -0.00206 -0.00204 -0.00196 -0.00181  -0.0016 -0.00133 -0.00099-0.000585 -0.00012 0.000397 0.000953  0.00153  0.00208  0.00256  0.00291  0.00307  0.00307
        7| -0.00173 -0.00173  -0.0017 -0.00163 -0.00149  -0.0013 -0.00105-0.000749-0.000393 8.46e-06 0.000447 0.000906  0.00136  0.00179  0.00216  0.00241  0.00252  0.00252
        6| -0.00146 -0.00146 -0.00144 -0.00136 -0.00124 -0.00106 -0.00084-0.000569-0.000256 9.15e-05 0.000464 0.000846  0.00122  0.00156  0.00184  0.00203  0.00211  0.00211
        5| -0.00125 -0.00125 -0.00123 -0.00116 -0.00104-0.000882-0.000679-0.000437 -0.00016 0.000144 0.000464 0.000787   0.0011  0.00137  0.00159  0.00174   0.0018   0.0018
        4| -0.00109 -0.00109 -0.00107   -0.001-0.000897-0.000749-0.000563-0.000342-9.33e-05 0.000176 0.000457 0.000736 0.000999  0.00123  0.00141  0.00154  0.00158  0.00158
        3| -0.00098 -0.00098-0.000959-0.000897-0.000795-0.000656-0.000483-0.000278-4.96e-05 0.000196 0.000449 0.000698  0.00093  0.00113  0.00129  0.00139  0.00144  0.00144
        2|-0.000915-0.000915-0.000893-0.000833-0.000735-0.000601-0.000435 -0.00024-2.37e-05 0.000207 0.000443 0.000674 0.000888  0.00107  0.00122  0.00131  0.00135  0.00135
        1|-0.000891-0.000891 -0.00087 -0.00081-0.000713-0.000581-0.000416-0.000225 -1.3e-05 0.000213 0.000442 0.000666 0.000872  0.00105  0.00119  0.00128  0.00131  0.00131
        0|-0.000891-0.000891 -0.00087 -0.00081-0.000713-0.000581-0.000416-0.000225 -1.3e-05 0.000213 0.000442 0.000666 0.000872  0.00105  0.00119  0.00128  0.00131  0.00131

