nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0241  -0.0241  -0.0174  -0.0134  -0.0104  -0.0078 -0.00558 -0.00357 -0.00168 0.000175  0.00206  0.00405  0.00628  0.00898   0.0126   0.0182   0.0278   0.0278
       16|  -0.0241  -0.0241  -0.0174  -0.0134  -0.0104  -0.0078 -0.00558 -0.00357 -0.00168 0.000175  0.00206  0.00405  0.00628  0.00898   0.0126   0.0182   0.0278   0.0278
       15|  -0.0171  -0.0171  -0.0148  -0.0121 -0.00959 -0.00733 -0.00528 -0.00339 -0.00158 0.000192  0.00199  0.00389  0.00595   0.0083   0.0111   0.0146   0.0187   0.0187
       14|  -0.0129  -0.0129  -0.0119  -0.0102 -0.00835 -0.00653 -0.00477 -0.00307 -0.00141 0.000237  0.00191  0.00365   0.0055  0.00751  0.00969    0.012   0.0138   0.0138
       13|  -0.0102  -0.0102 -0.00956 -0.00846 -0.00712 -0.00567 -0.00419 -0.00271 -0.00123 0.000256  0.00176  0.00331   0.0049  0.00653  0.00816  0.00961   0.0106   0.0106
       12| -0.00819 -0.00819 -0.00778 -0.00701   -0.006 -0.00485 -0.00362 -0.00235 -0.00106  0.00025  0.00157  0.00291  0.00424  0.00554  0.00675  0.00773  0.00829  0.00829
       11| -0.00667 -0.00667 -0.00638 -0.00582 -0.00504 -0.00411 -0.00309 -0.00202-0.000905 0.000228  0.00137   0.0025   0.0036  0.00464  0.00555  0.00625  0.00662  0.00662
       10| -0.00549 -0.00549 -0.00527 -0.00484 -0.00422 -0.00348 -0.00263 -0.00172-0.000774 0.000195  0.00117  0.00212  0.00303  0.00386  0.00456  0.00507  0.00533  0.00533
        9| -0.00455 -0.00455 -0.00439 -0.00404 -0.00355 -0.00294 -0.00224 -0.00147-0.000665 0.000159 0.000981  0.00178  0.00253   0.0032  0.00375  0.00414  0.00434  0.00434
        8| -0.00381 -0.00381 -0.00368  -0.0034   -0.003 -0.00249  -0.0019 -0.00126-0.000577 0.000122 0.000817  0.00149  0.00211  0.00265  0.00309   0.0034  0.00356  0.00356
        7| -0.00322 -0.00322 -0.00311 -0.00289 -0.00255 -0.00213 -0.00163 -0.00109-0.000507 8.74e-05 0.000677  0.00124  0.00176  0.00221  0.00257  0.00282  0.00294  0.00294
        6| -0.00276 -0.00276 -0.00267 -0.00248  -0.0022 -0.00184 -0.00142-0.000949-0.000452 5.71e-05 0.000561  0.00104  0.00148  0.00186  0.00216  0.00236  0.00246  0.00246
        5|  -0.0024  -0.0024 -0.00232 -0.00216 -0.00192 -0.00161 -0.00125-0.000841 -0.00041 3.16e-05 0.000467 0.000881  0.00126  0.00158  0.00183  0.00201  0.00209  0.00209
        4| -0.00213 -0.00213 -0.00206 -0.00192 -0.00171 -0.00144 -0.00112-0.000759-0.000378 1.14e-05 0.000396  0.00076  0.00109  0.00137  0.00159  0.00174  0.00181  0.00181
        3| -0.00194 -0.00194 -0.00188 -0.00175 -0.00156 -0.00131 -0.00102-0.000701-0.000356-3.54e-06 0.000344 0.000672 0.000969  0.00122  0.00142  0.00155  0.00162  0.00162
        2| -0.00182 -0.00182 -0.00176 -0.00164 -0.00146 -0.00124-0.000965-0.000664-0.000342-1.32e-05  0.00031 0.000616 0.000892  0.00113  0.00131  0.00143  0.00149  0.00149
        1| -0.00176 -0.00176 -0.00171 -0.00159 -0.00142  -0.0012-0.000938-0.000646-0.000336-1.78e-05 0.000295  0.00059 0.000856  0.00108  0.00126  0.00138  0.00144  0.00144
        0| -0.00176 -0.00176 -0.00171 -0.00159 -0.00142  -0.0012-0.000938-0.000646-0.000336-1.78e-05 0.000295  0.00059 0.000856  0.00108  0.00126  0.00138  0.00144  0.00144

