nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00638 -0.00638 -0.00229 -0.00168  -0.0017 -0.00189 -0.00221 -0.00264 -0.00323 -0.00407 -0.00533 -0.00724 -0.00983  -0.0116 -0.00449   0.0241   0.0741   0.0741
       16| -0.00638 -0.00638 -0.00229 -0.00168  -0.0017 -0.00189 -0.00221 -0.00264 -0.00323 -0.00407 -0.00533 -0.00724 -0.00983  -0.0116 -0.00449   0.0241   0.0741   0.0741
       15| -0.00333 -0.00333 -0.00296 -0.00259 -0.00244 -0.00248 -0.00268 -0.00303 -0.00355 -0.00433 -0.00555 -0.00753  -0.0108  -0.0156  -0.0172 -0.00272   0.0267   0.0267
       14| -0.00237 -0.00237 -0.00231 -0.00219 -0.00219 -0.00231 -0.00253 -0.00289  -0.0034 -0.00417 -0.00537 -0.00738  -0.0108  -0.0161  -0.0206  -0.0152-0.000929-0.000929
       13| -0.00179 -0.00179 -0.00181 -0.00181 -0.00187 -0.00201 -0.00223 -0.00255 -0.00302 -0.00369 -0.00471 -0.00639 -0.00921  -0.0134  -0.0169  -0.0138 -0.00617 -0.00617
       12| -0.00136 -0.00136  -0.0014 -0.00144 -0.00152 -0.00165 -0.00183 -0.00209 -0.00243  -0.0029 -0.00358 -0.00458 -0.00612  -0.0081 -0.00927 -0.00647 -0.00187 -0.00187
       11|   -0.001   -0.001 -0.00104 -0.00109 -0.00116 -0.00126 -0.00139 -0.00155 -0.00175 -0.00198 -0.00227  -0.0026 -0.00294  -0.0031 -0.00227 0.000599  0.00375  0.00375
       10|-0.000687-0.000687-0.000725-0.000763 -0.00081-0.000867-0.000932-0.000999 -0.00106 -0.00109 -0.00106-0.000922-0.000556 0.000281  0.00189  0.00439  0.00654  0.00654
        9|-0.000406-0.000406-0.000435-0.000459-0.000481-0.000498-0.000505-0.000491 -0.00044-0.000324-0.000103 0.000289 0.000954  0.00201  0.00349  0.00523  0.00652  0.00652
        8|-0.000156-0.000156-0.000176-0.000185-0.000183-0.000167-0.000127-5.23e-05 7.47e-05  0.00028 0.000598  0.00108  0.00177   0.0027   0.0038  0.00485  0.00553  0.00553
        7|  6.3e-05  6.3e-05    5e-05 5.39e-05 7.51e-05 0.000119 0.000192 0.000307 0.000478 0.000726  0.00107  0.00155  0.00216  0.00289  0.00366  0.00429  0.00463  0.00463
        6| 0.000248 0.000248 0.000241 0.000256 0.000292 0.000354  0.00045 0.000589 0.000781  0.00104  0.00138  0.00181  0.00232  0.00287  0.00341  0.00381  0.00399  0.00399
        5| 0.000399 0.000399 0.000397 0.000419 0.000465 0.000541  0.00065 0.000801    0.001  0.00125  0.00157  0.00194  0.00236  0.00279  0.00317  0.00344  0.00355  0.00355
        4| 0.000515 0.000515 0.000516 0.000543 0.000597  0.00068 0.000798 0.000953  0.00115   0.0014  0.00168  0.00201  0.00236   0.0027  0.00299  0.00318  0.00325  0.00325
        3| 0.000594 0.000594 0.000597 0.000628 0.000687 0.000776 0.000898  0.00106  0.00125  0.00148  0.00175  0.00204  0.00234  0.00262  0.00285  0.00301  0.00306  0.00306
        2| 0.000637 0.000637 0.000642 0.000676 0.000738 0.000831 0.000956  0.00112  0.00131  0.00154  0.00179  0.00206  0.00233  0.00258  0.00278  0.00291  0.00295  0.00295
        1| 0.000645 0.000645 0.000652 0.000687 0.000751 0.000847 0.000975  0.00114  0.00133  0.00156  0.00181  0.00207  0.00233  0.00256  0.00275  0.00287  0.00292  0.00292
        0| 0.000645 0.000645 0.000652 0.000687 0.000751 0.000847 0.000975  0.00114  0.00133  0.00156  0.00181  0.00207  0.00233  0.00256  0.00275  0.00287  0.00292  0.00292

