nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0189  -0.0189  -0.0144  -0.0123  -0.0103 -0.00828  -0.0064 -0.00462 -0.00293 -0.00128 0.000418  0.00221  0.00425  0.00691    0.011   0.0185   0.0319   0.0319
       16|  -0.0189  -0.0189  -0.0144  -0.0123  -0.0103 -0.00828  -0.0064 -0.00462 -0.00293 -0.00128 0.000418  0.00221  0.00425  0.00691    0.011   0.0185   0.0319   0.0319
       15|  -0.0138  -0.0138  -0.0128  -0.0112 -0.00944 -0.00767 -0.00595 -0.00429 -0.00268  -0.0011  0.00049  0.00217  0.00401  0.00617  0.00904   0.0135   0.0197   0.0197
       14|  -0.0105  -0.0105  -0.0101 -0.00915 -0.00793 -0.00656 -0.00514  -0.0037 -0.00225-0.000788 0.000718  0.00232  0.00407  0.00607  0.00848   0.0114    0.014    0.014
       13| -0.00842 -0.00842 -0.00814 -0.00749 -0.00659 -0.00552 -0.00435 -0.00311 -0.00183-0.000511 0.000866  0.00232  0.00389   0.0056  0.00745  0.00929   0.0106   0.0106
       12| -0.00684 -0.00684 -0.00664 -0.00616 -0.00547 -0.00461 -0.00364 -0.00258 -0.00147-0.000298 0.000922   0.0022  0.00353  0.00491  0.00627  0.00746  0.00816  0.00816
       11| -0.00562 -0.00562 -0.00546 -0.00509 -0.00453 -0.00384 -0.00302 -0.00213 -0.00116-0.000148 0.000909    0.002   0.0031  0.00419  0.00519  0.00599  0.00641  0.00641
       10| -0.00465 -0.00465 -0.00451 -0.00422 -0.00377 -0.00319 -0.00251 -0.00175-0.000921-5.02e-05 0.000851  0.00177  0.00267  0.00352  0.00427  0.00483  0.00511  0.00511
        9| -0.00386 -0.00386 -0.00376 -0.00351 -0.00314 -0.00266 -0.00208 -0.00144-0.000733  8.6e-06  0.00077  0.00153  0.00227  0.00294  0.00351  0.00392  0.00412  0.00412
        8| -0.00324 -0.00324 -0.00315 -0.00294 -0.00263 -0.00222 -0.00174 -0.00119-0.000589 4.03e-05 0.000682  0.00132  0.00192  0.00246   0.0029  0.00321  0.00336  0.00336
        7| -0.00274 -0.00274 -0.00266 -0.00248 -0.00222 -0.00187 -0.00146-0.000991 -0.00048 5.45e-05 0.000597  0.00113  0.00162  0.00206  0.00241  0.00266  0.00277  0.00277
        6| -0.00234 -0.00234 -0.00227 -0.00212  -0.0019  -0.0016 -0.00124-0.000838  -0.0004 5.82e-05  0.00052 0.000967  0.00138  0.00174  0.00203  0.00223  0.00232  0.00232
        5| -0.00203 -0.00203 -0.00197 -0.00184 -0.00164 -0.00138 -0.00107-0.000722-0.000341 5.64e-05 0.000454 0.000837  0.00119  0.00149  0.00173   0.0019  0.00197  0.00197
        4|  -0.0018  -0.0018 -0.00175 -0.00163 -0.00145 -0.00122-0.000948-0.000636-0.000298 5.22e-05 0.000402 0.000737  0.00104  0.00131  0.00151  0.00165  0.00171  0.00171
        3| -0.00163 -0.00163 -0.00159 -0.00148 -0.00132 -0.00111 -0.00086-0.000576-0.000269 4.79e-05 0.000364 0.000665 0.000939  0.00117  0.00136  0.00148  0.00154  0.00154
        2| -0.00153 -0.00153 -0.00149 -0.00139 -0.00124 -0.00104-0.000805-0.000539-0.000252 4.48e-05 0.000339  0.00062 0.000874  0.00109  0.00126  0.00137  0.00142  0.00142
        1| -0.00149 -0.00149 -0.00145 -0.00135  -0.0012 -0.00101-0.000781-0.000523-0.000244 4.36e-05 0.000329   0.0006 0.000846  0.00105  0.00122  0.00133  0.00138  0.00138
        0| -0.00149 -0.00149 -0.00145 -0.00135  -0.0012 -0.00101-0.000781-0.000523-0.000244 4.36e-05 0.000329   0.0006 0.000846  0.00105  0.00122  0.00133  0.00138  0.00138

