nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00654 -0.00654 -0.00241 -0.00175 -0.00173 -0.00189 -0.00217 -0.00258 -0.00314 -0.00396 -0.00517 -0.00696 -0.00915 -0.00975 -0.00127   0.0277   0.0771   0.0771
       16| -0.00654 -0.00654 -0.00241 -0.00175 -0.00173 -0.00189 -0.00217 -0.00258 -0.00314 -0.00396 -0.00517 -0.00696 -0.00915 -0.00975 -0.00127   0.0277   0.0771   0.0771
       15| -0.00346 -0.00346 -0.00306 -0.00266 -0.00247 -0.00249 -0.00267   -0.003 -0.00351 -0.00429 -0.00551 -0.00748  -0.0104  -0.0141  -0.0138  0.00127   0.0302   0.0302
       14| -0.00251 -0.00251 -0.00242 -0.00228 -0.00226 -0.00236 -0.00258 -0.00294 -0.00348 -0.00431 -0.00563  -0.0078  -0.0113   -0.016  -0.0192  -0.0136 3.79e-05 3.79e-05
       13| -0.00191 -0.00191 -0.00192 -0.00191 -0.00197  -0.0021 -0.00233 -0.00269 -0.00322 -0.00403 -0.00531 -0.00748  -0.0111  -0.0161    -0.02  -0.0168  -0.0091  -0.0091
       12| -0.00146 -0.00146  -0.0015 -0.00154 -0.00162 -0.00176 -0.00197 -0.00228 -0.00272 -0.00337 -0.00439 -0.00608 -0.00883  -0.0125   -0.015  -0.0123 -0.00747 -0.00747
       11| -0.00108 -0.00108 -0.00112 -0.00117 -0.00124 -0.00136 -0.00152 -0.00174 -0.00204 -0.00246 -0.00306 -0.00399 -0.00537 -0.00697 -0.00754  -0.0049 -0.00147 -0.00147
       10|-0.000726-0.000726-0.000762-0.000804 -0.00086-0.000935 -0.00103 -0.00115 -0.00129 -0.00146 -0.00165 -0.00188  -0.0021 -0.00208 -0.00107  0.00161  0.00419  0.00419
        9|-0.000404-0.000404-0.000433-0.000459-0.000488-0.000518-0.000546-0.000566-0.000566-0.000528 -0.00042-0.000187  0.00027  0.00118  0.00277  0.00509  0.00694  0.00694
        8|-0.000112-0.000112-0.000132-0.000141-0.000142-0.000131-0.000101-4.07e-05 6.62e-05 0.000246 0.000537 0.000999  0.00172  0.00281  0.00426  0.00587  0.00702  0.00702
        7| 0.000148 0.000148 0.000136 0.000142 0.000165 0.000211 0.000286 0.000404 0.000581 0.000842  0.00122  0.00175  0.00249  0.00344  0.00452  0.00551  0.00613  0.00613
        6| 0.000372 0.000372 0.000367 0.000385 0.000428 0.000499 0.000606 0.000762 0.000979  0.00128  0.00167  0.00219  0.00285   0.0036  0.00436  0.00497  0.00529  0.00529
        5| 0.000557 0.000557 0.000557 0.000585 0.000641  0.00073 0.000859  0.00104  0.00127  0.00158  0.00196  0.00244  0.00298  0.00357  0.00411  0.00451  0.00469  0.00469
        4| 0.000699 0.000699 0.000704 0.000738 0.000805 0.000906  0.00105  0.00124  0.00148  0.00178  0.00214  0.00256  0.00302  0.00349  0.00389  0.00418  0.00429  0.00429
        3| 0.000798 0.000798 0.000805 0.000845 0.000918  0.00103  0.00118  0.00137  0.00161  0.00191  0.00225  0.00263  0.00302  0.00341  0.00373  0.00395  0.00403  0.00403
        2| 0.000853 0.000853 0.000862 0.000905 0.000983   0.0011  0.00125  0.00145  0.00169  0.00198   0.0023  0.00266  0.00302  0.00335  0.00363  0.00381  0.00388  0.00388
        1| 0.000866 0.000866 0.000876 0.000921    0.001  0.00112  0.00128  0.00148  0.00172  0.00201  0.00233  0.00267  0.00302  0.00334   0.0036  0.00377  0.00383  0.00383
        0| 0.000866 0.000866 0.000876 0.000921    0.001  0.00112  0.00128  0.00148  0.00172  0.00201  0.00233  0.00267  0.00302  0.00334   0.0036  0.00377  0.00383  0.00383

