nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00638 -0.00638 -0.00239 -0.00193  -0.0021 -0.00243 -0.00285 -0.00335 -0.00396 -0.00472 -0.00579  -0.0074 -0.00992  -0.0118 -0.00518    0.021   0.0669   0.0669
       16| -0.00638 -0.00638 -0.00239 -0.00193  -0.0021 -0.00243 -0.00285 -0.00335 -0.00396 -0.00472 -0.00579  -0.0074 -0.00992  -0.0118 -0.00518    0.021   0.0669   0.0669
       15| -0.00343 -0.00343 -0.00311 -0.00285 -0.00281 -0.00295 -0.00322 -0.00359 -0.00409 -0.00474 -0.00571 -0.00729  -0.0102  -0.0147  -0.0158 -0.00263   0.0239   0.0239
       14| -0.00247 -0.00247 -0.00245 -0.00241 -0.00247 -0.00264 -0.00288 -0.00321 -0.00364 -0.00421 -0.00504  -0.0064 -0.00878  -0.0126  -0.0155 -0.00948  0.00357  0.00357
       13| -0.00191 -0.00191 -0.00195 -0.00199 -0.00208 -0.00223 -0.00243 -0.00269 -0.00302 -0.00343 -0.00399 -0.00481 -0.00604 -0.00768  -0.0085 -0.00459  0.00201  0.00201
       12| -0.00149 -0.00149 -0.00155 -0.00161  -0.0017 -0.00181 -0.00196 -0.00213 -0.00232 -0.00254 -0.00277   -0.003 -0.00319  -0.0031 -0.00193  0.00141  0.00519  0.00519
       11| -0.00116 -0.00116 -0.00121 -0.00126 -0.00133 -0.00141 -0.00149 -0.00157 -0.00164 -0.00167 -0.00163 -0.00146 -0.00103-8.62e-05  0.00164  0.00424  0.00651  0.00651
       10|-0.000873-0.000873-0.000914-0.000952-0.000992 -0.00103 -0.00106 -0.00106 -0.00102-0.000923-0.000712-0.000327 0.000341  0.00139  0.00286  0.00455  0.00581  0.00581
        9|-0.000624-0.000624-0.000655-0.000677-0.000693-0.000695-0.000676-0.000623-0.000518-0.000335-4.12e-05 0.000413  0.00108  0.00197  0.00302  0.00403  0.00466  0.00466
        8|-0.000407-0.000407-0.000429-0.000438-0.000433-0.000409-0.000357-0.000265-0.000119 9.98e-05 0.000416 0.000854  0.00143  0.00211  0.00284  0.00344  0.00376  0.00376
        7|-0.000223-0.000223-0.000237-0.000235-0.000215-0.000171-9.75e-05 1.61e-05  0.00018 0.000408 0.000712   0.0011  0.00157  0.00208  0.00258  0.00296  0.00313  0.00313
        6| -6.9e-05 -6.9e-05-7.83e-05 -6.8e-05-3.69e-05 1.93e-05 0.000106  0.00023 0.000399 0.000619 0.000896  0.00123   0.0016  0.00199  0.00234  0.00259  0.00269  0.00269
        5| 5.39e-05 5.39e-05 4.88e-05 6.48e-05 0.000103 0.000167  0.00026 0.000388 0.000554  0.00076  0.00101  0.00129  0.00159  0.00189  0.00214  0.00232  0.00238  0.00238
        4| 0.000146 0.000146 0.000144 0.000164 0.000208 0.000276 0.000373   0.0005  0.00066 0.000852  0.00107  0.00132  0.00157   0.0018    0.002  0.00213  0.00217  0.00217
        3| 0.000209 0.000209 0.000209 0.000232 0.000278  0.00035 0.000448 0.000574 0.000729 0.000909  0.00111  0.00133  0.00154  0.00174   0.0019    0.002  0.00204  0.00204
        2| 0.000242 0.000242 0.000244 0.000269 0.000318 0.000391 0.000491 0.000617 0.000769 0.000943  0.00113  0.00133  0.00153   0.0017  0.00184  0.00193  0.00196  0.00196
        1| 0.000247 0.000247  0.00025 0.000276 0.000327 0.000403 0.000505 0.000632 0.000784 0.000957  0.00115  0.00134  0.00153   0.0017  0.00183  0.00191  0.00194  0.00194
        0| 0.000247 0.000247  0.00025 0.000276 0.000327 0.000403 0.000505 0.000632 0.000784 0.000957  0.00115  0.00134  0.00153   0.0017  0.00183  0.00191  0.00194  0.00194

