nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0268  -0.0268  -0.0189   -0.014  -0.0105 -0.00774 -0.00538 -0.00325 -0.00124 0.000725  0.00273  0.00486  0.00722     0.01   0.0135   0.0185   0.0267   0.0267
       16|  -0.0268  -0.0268  -0.0189   -0.014  -0.0105 -0.00774 -0.00538 -0.00325 -0.00124 0.000725  0.00273  0.00486  0.00722     0.01   0.0135   0.0185   0.0267   0.0267
       15|   -0.019   -0.019  -0.0158  -0.0126 -0.00979 -0.00733 -0.00514 -0.00312  -0.0012 0.000692  0.00262  0.00463  0.00683  0.00929   0.0121   0.0154   0.0187   0.0187
       14|  -0.0143  -0.0143  -0.0128  -0.0108 -0.00868 -0.00665 -0.00473  -0.0029 -0.00112 0.000633  0.00241  0.00424  0.00617  0.00822   0.0104   0.0124    0.014    0.014
       13|  -0.0112  -0.0112  -0.0104 -0.00906 -0.00749 -0.00586 -0.00423 -0.00262 -0.00103 0.000554  0.00215  0.00376   0.0054  0.00705  0.00864     0.01   0.0109   0.0109
       12| -0.00901 -0.00901 -0.00848 -0.00755 -0.00637 -0.00507 -0.00371 -0.00232-0.000929 0.000466  0.00186  0.00325  0.00462  0.00594  0.00713  0.00808  0.00862  0.00862
       11| -0.00733 -0.00733 -0.00696 -0.00628 -0.00538 -0.00434 -0.00321 -0.00203-0.000831 0.000378  0.00158  0.00276   0.0039  0.00495  0.00586  0.00655  0.00692  0.00692
       10| -0.00602 -0.00602 -0.00575 -0.00524 -0.00454 -0.00369 -0.00276 -0.00177 -0.00074 0.000295  0.00132  0.00232  0.00326  0.00411  0.00482  0.00534  0.00561  0.00561
        9|   -0.005   -0.005 -0.00479 -0.00439 -0.00383 -0.00314 -0.00237 -0.00153 -0.00066 0.000221  0.00109  0.00193  0.00271   0.0034  0.00397  0.00437  0.00458  0.00458
        8| -0.00419 -0.00419 -0.00402  -0.0037 -0.00325 -0.00268 -0.00203 -0.00133-0.000592 0.000157 0.000895   0.0016  0.00225  0.00282  0.00328   0.0036  0.00377  0.00377
        7| -0.00354 -0.00354 -0.00341 -0.00315 -0.00277  -0.0023 -0.00176 -0.00116-0.000535 0.000102  0.00073  0.00133  0.00187  0.00235  0.00272  0.00299  0.00312  0.00312
        6| -0.00304 -0.00304 -0.00293 -0.00271 -0.00239   -0.002 -0.00153 -0.00103-0.000489  5.8e-05 0.000596  0.00111  0.00157  0.00197  0.00228   0.0025  0.00262  0.00262
        5| -0.00265 -0.00265 -0.00255 -0.00237  -0.0021 -0.00176 -0.00136-0.000918-0.000452 2.25e-05 0.000489  0.00093  0.00133  0.00167  0.00194  0.00213  0.00222  0.00222
        4| -0.00235 -0.00235 -0.00227 -0.00211 -0.00187 -0.00157 -0.00122-0.000835-0.000424-4.79e-06 0.000407 0.000795  0.00115  0.00145  0.00168  0.00185  0.00193  0.00193
        3| -0.00214 -0.00214 -0.00207 -0.00192 -0.00171 -0.00144 -0.00113-0.000775-0.000403-2.45e-05 0.000347 0.000698  0.00101  0.00128   0.0015  0.00164  0.00172  0.00172
        2| -0.00201 -0.00201 -0.00194  -0.0018 -0.00161 -0.00136 -0.00106-0.000737 -0.00039-3.73e-05 0.000309 0.000636  0.00093  0.00118  0.00138  0.00151  0.00158  0.00158
        1| -0.00194 -0.00194 -0.00188 -0.00175 -0.00156 -0.00132 -0.00103-0.000718-0.000384-4.35e-05  0.00029 0.000605 0.000889  0.00113  0.00132  0.00145  0.00152  0.00152
        0| -0.00194 -0.00194 -0.00188 -0.00175 -0.00156 -0.00132 -0.00103-0.000718-0.000384-4.35e-05  0.00029 0.000605 0.000889  0.00113  0.00132  0.00145  0.00152  0.00152

