nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0178  -0.0178  -0.0136  -0.0119  -0.0101 -0.00834 -0.00658 -0.00487 -0.00324 -0.00164-5.54e-06  0.00173  0.00372  0.00637   0.0107   0.0187    0.033    0.033
       16|  -0.0178  -0.0178  -0.0136  -0.0119  -0.0101 -0.00834 -0.00658 -0.00487 -0.00324 -0.00164-5.54e-06  0.00173  0.00372  0.00637   0.0107   0.0187    0.033    0.033
       15|   -0.013   -0.013  -0.0122  -0.0109 -0.00935 -0.00772 -0.00609 -0.00451 -0.00296 -0.00143  0.00011  0.00173   0.0035  0.00561   0.0085   0.0132     0.02     0.02
       14|    -0.01    -0.01 -0.00968 -0.00889  -0.0078 -0.00655 -0.00522 -0.00385 -0.00246 -0.00105 0.000414  0.00197  0.00369  0.00569  0.00815   0.0112   0.0141   0.0141
       13| -0.00803 -0.00803 -0.00781 -0.00726 -0.00646 -0.00548 -0.00438 -0.00321 -0.00198-0.000704 0.000638  0.00207  0.00363  0.00536  0.00727  0.00922   0.0106   0.0106
       12| -0.00655 -0.00655 -0.00638 -0.00596 -0.00534 -0.00455 -0.00364 -0.00264 -0.00157-0.000436 0.000758  0.00202  0.00336  0.00475  0.00616  0.00741  0.00816  0.00816
       11| -0.00539 -0.00539 -0.00525 -0.00492 -0.00442 -0.00377 -0.00301 -0.00215 -0.00123-0.000242 0.000794  0.00187  0.00298  0.00408  0.00511  0.00594  0.00639  0.00639
       10| -0.00446 -0.00446 -0.00435 -0.00408 -0.00366 -0.00312 -0.00248 -0.00175-0.000959-0.000111 0.000773  0.00168  0.00258  0.00345  0.00421  0.00479  0.00508  0.00508
        9| -0.00371 -0.00371 -0.00362 -0.00339 -0.00305 -0.00259 -0.00205 -0.00143-0.000751-2.86e-05  0.00072  0.00147  0.00221  0.00289  0.00347  0.00388  0.00409  0.00409
        8| -0.00311 -0.00311 -0.00303 -0.00284 -0.00255 -0.00216  -0.0017 -0.00117-0.000593 2.03e-05 0.000651  0.00128  0.00188  0.00242  0.00287  0.00318  0.00333  0.00333
        7| -0.00263 -0.00263 -0.00256  -0.0024 -0.00215 -0.00182 -0.00142 -0.00097-0.000475 4.66e-05 0.000579   0.0011  0.00159  0.00203  0.00238  0.00263  0.00274  0.00274
        6| -0.00225 -0.00225 -0.00218 -0.00204 -0.00183 -0.00155  -0.0012-0.000813-0.000388 5.87e-05 0.000511 0.000952  0.00136  0.00172  0.00201   0.0022  0.00229  0.00229
        5| -0.00195 -0.00195 -0.00189 -0.00177 -0.00158 -0.00133 -0.00104-0.000695-0.000325 6.26e-05 0.000452 0.000829  0.00118  0.00148  0.00172  0.00188  0.00195  0.00195
        4| -0.00172 -0.00172 -0.00168 -0.00157  -0.0014 -0.00118-0.000911-0.000608 -0.00028 6.24e-05 0.000405 0.000734  0.00104   0.0013   0.0015  0.00164   0.0017   0.0017
        3| -0.00157 -0.00157 -0.00152 -0.00142 -0.00127 -0.00107-0.000823-0.000548-0.000249 6.07e-05  0.00037 0.000666 0.000935  0.00117  0.00135  0.00147  0.00152  0.00152
        2| -0.00147 -0.00147 -0.00143 -0.00133 -0.00119-0.000997-0.000769 -0.00051-0.000231 5.91e-05 0.000348 0.000623 0.000873  0.00109  0.00125  0.00136  0.00141  0.00141
        1| -0.00143 -0.00143 -0.00139 -0.00129 -0.00115-0.000968-0.000746-0.000494-0.000223 5.86e-05 0.000338 0.000604 0.000846  0.00105  0.00121  0.00132  0.00137  0.00137
        0| -0.00143 -0.00143 -0.00139 -0.00129 -0.00115-0.000968-0.000746-0.000494-0.000223 5.86e-05 0.000338 0.000604 0.000846  0.00105  0.00121  0.00132  0.00137  0.00137

