nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00631 -0.00631 -0.00227 -0.00174 -0.00183  -0.0021 -0.00248 -0.00297 -0.00359 -0.00442 -0.00561  -0.0074  -0.0101  -0.0122 -0.00568   0.0217   0.0699   0.0699
       16| -0.00631 -0.00631 -0.00227 -0.00174 -0.00183  -0.0021 -0.00248 -0.00297 -0.00359 -0.00442 -0.00561  -0.0074  -0.0101  -0.0122 -0.00568   0.0217   0.0699   0.0699
       15| -0.00332 -0.00332 -0.00297 -0.00266 -0.00257 -0.00266 -0.00291 -0.00329 -0.00381 -0.00454 -0.00565 -0.00744  -0.0106  -0.0155  -0.0174 -0.00361   0.0245   0.0245
       14| -0.00236 -0.00236 -0.00232 -0.00225 -0.00228 -0.00242 -0.00267 -0.00302 -0.00349 -0.00416 -0.00516  -0.0068 -0.00969  -0.0143  -0.0183  -0.0125  0.00132  0.00132
       13| -0.00179 -0.00179 -0.00183 -0.00185 -0.00193 -0.00207 -0.00229 -0.00258 -0.00297 -0.00349 -0.00424 -0.00537 -0.00718 -0.00978  -0.0117 -0.00817 -0.00107 -0.00107
       12| -0.00138 -0.00138 -0.00143 -0.00148 -0.00157 -0.00169 -0.00185 -0.00206 -0.00231 -0.00263 -0.00302 -0.00351 -0.00411 -0.00465  -0.0042-0.000985  0.00316  0.00316
       11| -0.00104 -0.00104 -0.00109 -0.00114 -0.00121  -0.0013  -0.0014 -0.00151 -0.00163 -0.00174 -0.00181 -0.00179 -0.00158  -0.0009 0.000681   0.0035  0.00613  0.00613
       10|-0.000755-0.000755-0.000795-0.000834-0.000877-0.000924-0.000967-0.000998   -0.001-0.000948-0.000799-0.000485 0.000113  0.00115  0.00274  0.00473  0.00629  0.00629
        9|-0.000501-0.000501-0.000532-0.000556-0.000575-0.000585-0.000578-0.000543 -0.00046-0.000304 -3.6e-05 0.000399  0.00108  0.00203  0.00323  0.00445  0.00527  0.00527
        8|-0.000279-0.000279-0.000301-0.000311-0.000309 -0.00029-0.000245-0.000163-2.84e-05 0.000182 0.000494 0.000945  0.00155  0.00231  0.00315  0.00387  0.00428  0.00428
        7|-8.79e-05-8.79e-05-0.000103-0.000101-8.23e-05-4.13e-05 2.92e-05 0.000139 0.000301 0.000531 0.000844  0.00126  0.00176  0.00234  0.00291  0.00335  0.00356  0.00356
        6| 7.21e-05 7.21e-05 6.31e-05 7.34e-05 0.000104  0.00016 0.000247 0.000372 0.000544 0.000772  0.00106  0.00142  0.00183  0.00226  0.00266  0.00295  0.00307  0.00307
        5| 0.000201 0.000201 0.000196 0.000213 0.000252 0.000317 0.000413 0.000544 0.000716 0.000934   0.0012   0.0015  0.00184  0.00217  0.00246  0.00266  0.00273  0.00273
        4| 0.000298 0.000298 0.000297 0.000318 0.000363 0.000434 0.000534 0.000667 0.000835  0.00104  0.00128  0.00154  0.00182  0.00208   0.0023  0.00245   0.0025   0.0025
        3| 0.000364 0.000364 0.000365  0.00039 0.000438 0.000513 0.000616 0.000749 0.000913  0.00111  0.00132  0.00156   0.0018  0.00201  0.00219  0.00231  0.00235  0.00235
        2| 0.000399 0.000399 0.000402 0.000429  0.00048 0.000558 0.000663 0.000796 0.000958  0.00114  0.00135  0.00157  0.00178  0.00198  0.00213  0.00223  0.00226  0.00226
        1| 0.000405 0.000405 0.000408 0.000436  0.00049  0.00057 0.000678 0.000813 0.000975  0.00116  0.00136  0.00158  0.00178  0.00197  0.00211  0.00221  0.00224  0.00224
        0| 0.000405 0.000405 0.000408 0.000436  0.00049  0.00057 0.000678 0.000813 0.000975  0.00116  0.00136  0.00158  0.00178  0.00197  0.00211  0.00221  0.00224  0.00224

