nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0256  -0.0256  -0.0182  -0.0137  -0.0104 -0.00771 -0.00542 -0.00335 -0.00141 0.000501  0.00244   0.0045  0.00679  0.00952   0.0131   0.0183    0.027    0.027
       16|  -0.0256  -0.0256  -0.0182  -0.0137  -0.0104 -0.00771 -0.00542 -0.00335 -0.00141 0.000501  0.00244   0.0045  0.00679  0.00952   0.0131   0.0183    0.027    0.027
       15|  -0.0181  -0.0181  -0.0153  -0.0123 -0.00965 -0.00728 -0.00516  -0.0032 -0.00134 0.000488  0.00235   0.0043  0.00643  0.00883   0.0116    0.015   0.0185   0.0185
       14|  -0.0137  -0.0137  -0.0124  -0.0105 -0.00849 -0.00655 -0.00471 -0.00294 -0.00123 0.000471  0.00219  0.00398  0.00586  0.00788     0.01   0.0122   0.0138   0.0138
       13|  -0.0107  -0.0107 -0.00999 -0.00875 -0.00729 -0.00574 -0.00418 -0.00264  -0.0011 0.000431  0.00198  0.00355  0.00516  0.00679  0.00838  0.00977   0.0107   0.0107
       12|  -0.0086  -0.0086 -0.00813 -0.00727 -0.00618 -0.00494 -0.00364 -0.00232-0.000973 0.000377  0.00173  0.00309  0.00443  0.00573  0.00692  0.00787  0.00841  0.00841
       11|   -0.007   -0.007 -0.00667 -0.00604  -0.0052 -0.00421 -0.00314 -0.00201-0.000853 0.000315  0.00148  0.00264  0.00375  0.00479  0.00569  0.00637  0.00674  0.00674
       10| -0.00575 -0.00575 -0.00551 -0.00503 -0.00437 -0.00358 -0.00269 -0.00173-0.000748 0.000253  0.00125  0.00222  0.00314  0.00397  0.00467  0.00519  0.00545  0.00545
        9| -0.00477 -0.00477 -0.00459 -0.00421 -0.00368 -0.00303 -0.00229 -0.00149-0.000657 0.000194  0.00104  0.00185  0.00262  0.00329  0.00385  0.00424  0.00444  0.00444
        8|   -0.004   -0.004 -0.00385 -0.00355 -0.00312 -0.00258 -0.00196 -0.00129-0.000581 0.000141 0.000856  0.00154  0.00217  0.00273  0.00318  0.00349  0.00365  0.00365
        7| -0.00338 -0.00338 -0.00326 -0.00301 -0.00266 -0.00221 -0.00169 -0.00112-0.000519 9.54e-05 0.000702  0.00128  0.00181  0.00227  0.00264  0.00289  0.00302  0.00302
        6|  -0.0029  -0.0029  -0.0028 -0.00259 -0.00229 -0.00191 -0.00147-0.000986 -0.00047  5.7e-05 0.000576  0.00107  0.00152   0.0019  0.00221  0.00242  0.00253  0.00253
        5| -0.00252 -0.00252 -0.00244 -0.00226 -0.00201 -0.00168  -0.0013-0.000879-0.000431 2.58e-05 0.000476 0.000902  0.00129  0.00162  0.00188  0.00206  0.00215  0.00215
        4| -0.00224 -0.00224 -0.00217 -0.00201 -0.00179  -0.0015 -0.00117-0.000797-0.000402 1.56e-06 0.000398 0.000773  0.00111   0.0014  0.00163  0.00179  0.00186  0.00186
        3| -0.00204 -0.00204 -0.00197 -0.00184 -0.00163 -0.00138 -0.00107-0.000738-0.000381-1.61e-05 0.000343 0.000681 0.000987  0.00125  0.00145  0.00159  0.00166  0.00166
        2| -0.00191 -0.00191 -0.00185 -0.00172 -0.00154  -0.0013 -0.00101-0.000701-0.000368-2.75e-05 0.000307 0.000622 0.000906  0.00115  0.00134  0.00147  0.00153  0.00153
        1| -0.00185 -0.00185 -0.00179 -0.00167 -0.00149 -0.00126-0.000986-0.000683-0.000361-3.29e-05  0.00029 0.000594 0.000868   0.0011  0.00128  0.00141  0.00147  0.00147
        0| -0.00185 -0.00185 -0.00179 -0.00167 -0.00149 -0.00126-0.000986-0.000683-0.000361-3.29e-05  0.00029 0.000594 0.000868   0.0011  0.00128  0.00141  0.00147  0.00147

