nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00663 -0.00663 -0.00247 -0.00176 -0.00171 -0.00185 -0.00212  -0.0025 -0.00306 -0.00385 -0.00501 -0.00661 -0.00829 -0.00768  0.00203   0.0309    0.079    0.079
       16| -0.00663 -0.00663 -0.00247 -0.00176 -0.00171 -0.00185 -0.00212  -0.0025 -0.00306 -0.00385 -0.00501 -0.00661 -0.00829 -0.00768  0.00203   0.0309    0.079    0.079
       15| -0.00355 -0.00355 -0.00313 -0.00269 -0.00248 -0.00247 -0.00264 -0.00296 -0.00346 -0.00424 -0.00544 -0.00725 -0.00972   -0.012 -0.00981  0.00567   0.0335   0.0335
       14| -0.00261 -0.00261 -0.00251 -0.00235 -0.00231  -0.0024 -0.00261 -0.00298 -0.00354 -0.00441 -0.00577 -0.00787  -0.0109  -0.0144  -0.0155 -0.00916  0.00334  0.00334
       13| -0.00202 -0.00202 -0.00202   -0.002 -0.00205 -0.00219 -0.00244 -0.00283 -0.00342 -0.00433  -0.0058  -0.0082  -0.0119  -0.0163  -0.0189  -0.0157 -0.00881 -0.00881
       12| -0.00156 -0.00156  -0.0016 -0.00164 -0.00172 -0.00188 -0.00212 -0.00249 -0.00304 -0.00388 -0.00526 -0.00757  -0.0112  -0.0156   -0.018  -0.0152  -0.0105  -0.0105
       11| -0.00116 -0.00116  -0.0012 -0.00126 -0.00135 -0.00148 -0.00169 -0.00198 -0.00241 -0.00306  -0.0041 -0.00581 -0.00843  -0.0114  -0.0128  -0.0101 -0.00658 -0.00658
       10|-0.000783-0.000783-0.000821 -0.00087-0.000942 -0.00104 -0.00118 -0.00138 -0.00164 -0.00202 -0.00259 -0.00347 -0.00472 -0.00596 -0.00594 -0.00329-0.000546-0.000546
        9|-0.000427-0.000427-0.000458-0.000492-0.000535-0.000589-0.000656-0.000736-0.000833-0.000947 -0.00109 -0.00124 -0.00136 -0.00119-3.03e-05  0.00251  0.00462  0.00462
        8|-9.64e-05-9.64e-05-0.000118-0.000133-0.000145-0.000151-0.000147-0.000128-8.05e-05 1.21e-05 0.000181 0.000478 0.000998  0.00196  0.00353  0.00566   0.0072   0.0072
        7| 0.000203 0.000203  0.00019 0.000193 0.000211 0.000247  0.00031 0.000409 0.000561 0.000791  0.00114  0.00165  0.00242  0.00353  0.00493  0.00642  0.00739  0.00739
        6| 0.000465 0.000465  0.00046 0.000478  0.00052  0.00059 0.000697 0.000852  0.00107  0.00138  0.00181  0.00239  0.00316  0.00413  0.00518  0.00611  0.00665  0.00665
        5| 0.000683 0.000683 0.000684 0.000715 0.000775 0.000871  0.00101   0.0012  0.00146   0.0018  0.00225  0.00281   0.0035  0.00428  0.00504  0.00563  0.00592  0.00592
        4| 0.000853 0.000853 0.000859 0.000899 0.000973  0.00109  0.00125  0.00146  0.00173  0.00209  0.00252  0.00304  0.00364  0.00426  0.00483  0.00523   0.0054   0.0054
        3| 0.000971 0.000971 0.000981  0.00103  0.00111  0.00124  0.00141  0.00163  0.00192  0.00227  0.00269  0.00317  0.00368   0.0042  0.00464  0.00495  0.00506  0.00506
        2|  0.00104  0.00104  0.00105   0.0011  0.00119  0.00132   0.0015  0.00174  0.00203  0.00238  0.00278  0.00323   0.0037  0.00415  0.00453  0.00478  0.00487  0.00487
        1|  0.00105  0.00105  0.00107  0.00112  0.00121  0.00135  0.00154  0.00177  0.00207  0.00242  0.00282  0.00326  0.00371  0.00414  0.00449  0.00472   0.0048   0.0048
        0|  0.00105  0.00105  0.00107  0.00112  0.00121  0.00135  0.00154  0.00177  0.00207  0.00242  0.00282  0.00326  0.00371  0.00414  0.00449  0.00472   0.0048   0.0048

