nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00703 -0.00703 -0.00315 -0.00284 -0.00313 -0.00354 -0.00399 -0.00446 -0.00494 -0.00549 -0.00625  -0.0075 -0.00951  -0.0103 -0.00339   0.0203   0.0616   0.0616
       16| -0.00703 -0.00703 -0.00315 -0.00284 -0.00313 -0.00354 -0.00399 -0.00446 -0.00494 -0.00549 -0.00625  -0.0075 -0.00951  -0.0103 -0.00339   0.0203   0.0616   0.0616
       15| -0.00414 -0.00414 -0.00388 -0.00372 -0.00376 -0.00395 -0.00421 -0.00453 -0.00489 -0.00534 -0.00599 -0.00715 -0.00938  -0.0126  -0.0122-0.000141   0.0232   0.0232
       14| -0.00316 -0.00316 -0.00318 -0.00319  -0.0033 -0.00347  -0.0037 -0.00395 -0.00424 -0.00459  -0.0051 -0.00594 -0.00745  -0.0097  -0.0108 -0.00459  0.00689  0.00689
       13| -0.00257 -0.00257 -0.00263  -0.0027 -0.00281 -0.00295 -0.00311 -0.00328 -0.00347 -0.00367 -0.00392 -0.00426 -0.00471  -0.0051 -0.00439 -0.00018  0.00553  0.00553
       12| -0.00214 -0.00214  -0.0022 -0.00227 -0.00235 -0.00245 -0.00254 -0.00263  -0.0027 -0.00274 -0.00272 -0.00261  -0.0023 -0.00151 0.000267  0.00352  0.00667  0.00667
       11| -0.00178 -0.00178 -0.00183 -0.00188 -0.00194 -0.00199 -0.00203 -0.00204   -0.002  -0.0019 -0.00169 -0.00132-0.000642 0.000488  0.00222  0.00443  0.00618  0.00618
       10| -0.00148 -0.00148 -0.00152 -0.00155 -0.00157 -0.00159 -0.00157 -0.00152 -0.00141 -0.00122-0.000907 -0.00042 0.000312  0.00134  0.00265  0.00399   0.0049   0.0049
        9| -0.00121 -0.00121 -0.00124 -0.00126 -0.00126 -0.00124 -0.00119 -0.00109-0.000938  -0.0007-0.000354 0.000136 0.000791  0.00161  0.00251  0.00331  0.00377  0.00377
        8|-0.000986-0.000986 -0.00101 -0.00101-0.000992-0.000949-0.000873-0.000753-0.000575-0.000325 1.38e-05 0.000454 0.000995  0.00161  0.00223  0.00272  0.00296  0.00296
        7|-0.000795-0.000795-0.000808  -0.0008 -0.00077-0.000713-0.000622-0.000489-0.000306-6.31e-05 0.000247 0.000624  0.00106  0.00152  0.00194  0.00226   0.0024   0.0024
        6|-0.000637-0.000637-0.000645 -0.00063-0.000592-0.000526-0.000427-0.000291-0.000112 0.000114 0.000389 0.000706  0.00105   0.0014   0.0017  0.00192    0.002    0.002
        5|-0.000512-0.000512-0.000516-0.000496-0.000452-0.000382-0.000281-0.000146 2.39e-05 0.000231 0.000473  0.00074  0.00102  0.00129  0.00151  0.00167  0.00172  0.00172
        4|-0.000418-0.000418-0.000419-0.000396-0.000349-0.000276-0.000175-4.42e-05 0.000117 0.000307 0.000521 0.000751 0.000982   0.0012  0.00137  0.00149  0.00153  0.00153
        3|-0.000354-0.000354-0.000353-0.000328-0.000279-0.000205-0.000104 2.37e-05 0.000177 0.000354 0.000549 0.000753 0.000953  0.00113  0.00128  0.00137   0.0014   0.0014
        2| -0.00032 -0.00032-0.000317-0.000291 -0.00024-0.000164-6.32e-05  6.3e-05 0.000213 0.000382 0.000565 0.000753 0.000935   0.0011  0.00123  0.00131  0.00133  0.00133
        1|-0.000314-0.000314-0.000311-0.000283-0.000231-0.000153-5.03e-05 7.68e-05 0.000226 0.000394 0.000574 0.000757 0.000933  0.00109  0.00121  0.00129  0.00131  0.00131
        0|-0.000314-0.000314-0.000311-0.000283-0.000231-0.000153-5.03e-05 7.68e-05 0.000226 0.000394 0.000574 0.000757 0.000933  0.00109  0.00121  0.00129  0.00131  0.00131

