nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00673 -0.00673 -0.00266 -0.00209 -0.00214 -0.00238 -0.00272 -0.00319  -0.0038 -0.00464 -0.00589 -0.00775  -0.0104  -0.0126 -0.00588   0.0221   0.0715   0.0715
       16| -0.00673 -0.00673 -0.00266 -0.00209 -0.00214 -0.00238 -0.00272 -0.00319  -0.0038 -0.00464 -0.00589 -0.00775  -0.0104  -0.0126 -0.00588   0.0221   0.0715   0.0715
       15| -0.00371 -0.00371 -0.00335   -0.003 -0.00288 -0.00295 -0.00318 -0.00354 -0.00407 -0.00483 -0.00601  -0.0079  -0.0111  -0.0162  -0.0181 -0.00406   0.0249   0.0249
       14| -0.00275 -0.00275 -0.00269  -0.0026 -0.00262 -0.00275 -0.00298 -0.00334 -0.00384 -0.00455 -0.00565 -0.00748  -0.0107  -0.0157  -0.0201  -0.0145 -0.00038 -0.00038
       13| -0.00217 -0.00217  -0.0022 -0.00222 -0.00228 -0.00242 -0.00264 -0.00295 -0.00337 -0.00396 -0.00484  -0.0062 -0.00846  -0.0118  -0.0145  -0.0112  -0.0038  -0.0038
       12| -0.00176 -0.00176  -0.0018 -0.00185 -0.00193 -0.00205 -0.00222 -0.00245 -0.00275 -0.00313 -0.00364 -0.00434  -0.0053 -0.00641 -0.00663 -0.00359  0.00078  0.00078
       11| -0.00141 -0.00141 -0.00146 -0.00151 -0.00158 -0.00167 -0.00178 -0.00191 -0.00207 -0.00223 -0.00239  -0.0025 -0.00249 -0.00211-0.000752  0.00214  0.00502  0.00502
       10| -0.00111 -0.00111 -0.00115 -0.00119 -0.00124 -0.00129 -0.00134 -0.00139 -0.00141  -0.0014  -0.0013 -0.00104-0.000524 0.000477  0.00211  0.00433  0.00615  0.00615
        9|-0.000852-0.000852-0.000881-0.000905-0.000926-0.000939-0.000939-0.000913-0.000844-0.000705-0.000454-3.34e-05  0.00065  0.00166  0.00298  0.00439  0.00539  0.00539
        8| -0.00062 -0.00062-0.000641-0.000651-0.000649-0.000631-0.000589-0.000512-0.000381-0.000173 0.000142 0.000604  0.00125  0.00208  0.00301  0.00385  0.00436  0.00436
        7|-0.000419-0.000419-0.000433-0.000431-0.000411 -0.00037-0.000299-0.000188-2.29e-05 0.000213 0.000538 0.000974  0.00152  0.00216   0.0028  0.00331  0.00357  0.00357
        6| -0.00025 -0.00025-0.000258-0.000246-0.000214-0.000156-6.64e-05 6.31e-05 0.000242 0.000482 0.000791  0.00117  0.00162   0.0021  0.00255  0.00288  0.00302  0.00302
        5|-0.000113-0.000113-0.000117-9.86e-05-5.69e-05 1.17e-05 0.000112  0.00025 0.000432 0.000663 0.000946  0.00128  0.00164  0.00201  0.00233  0.00256  0.00264  0.00264
        4|-9.31e-06-9.31e-06-9.87e-06 1.33e-05 6.12e-05 0.000137 0.000243 0.000384 0.000563 0.000782  0.00104  0.00133  0.00163  0.00192  0.00216  0.00233  0.00239  0.00239
        3| 6.15e-05 6.15e-05 6.33e-05    9e-05 0.000142 0.000222 0.000332 0.000474 0.000649 0.000857  0.00109  0.00135  0.00161  0.00185  0.00205  0.00218  0.00222  0.00222
        2| 9.93e-05 9.93e-05 0.000103 0.000132 0.000187  0.00027 0.000383 0.000526 0.000699   0.0009  0.00112  0.00136  0.00159  0.00181  0.00198  0.00209  0.00213  0.00213
        1| 0.000106 0.000106 0.000111 0.000141 0.000198 0.000284 0.000399 0.000544 0.000718 0.000918  0.00114  0.00137  0.00159   0.0018  0.00196  0.00206   0.0021   0.0021
        0| 0.000106 0.000106 0.000111 0.000141 0.000198 0.000284 0.000399 0.000544 0.000718 0.000918  0.00114  0.00137  0.00159   0.0018  0.00196  0.00206   0.0021   0.0021

