nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0067  -0.0067 -0.00267 -0.00215 -0.00226 -0.00255 -0.00294 -0.00343 -0.00405 -0.00487 -0.00604 -0.00779  -0.0104  -0.0126 -0.00602   0.0211   0.0689   0.0689
       16|  -0.0067  -0.0067 -0.00267 -0.00215 -0.00226 -0.00255 -0.00294 -0.00343 -0.00405 -0.00487 -0.00604 -0.00779  -0.0104  -0.0126 -0.00602   0.0211   0.0689   0.0689
       15| -0.00372 -0.00372 -0.00337 -0.00307 -0.00299  -0.0031 -0.00335 -0.00373 -0.00425 -0.00497 -0.00605 -0.00779  -0.0109  -0.0158  -0.0175 -0.00385    0.024    0.024
       14| -0.00276 -0.00276 -0.00272 -0.00266  -0.0027 -0.00285 -0.00309 -0.00344  -0.0039 -0.00455 -0.00552 -0.00709 -0.00986  -0.0143  -0.0181  -0.0122  0.00144  0.00144
       13| -0.00219 -0.00219 -0.00223 -0.00226 -0.00234 -0.00248 -0.00269 -0.00298 -0.00335 -0.00385 -0.00456 -0.00561 -0.00729 -0.00965  -0.0113 -0.00768-0.000693-0.000693
       12| -0.00178 -0.00178 -0.00183 -0.00189 -0.00197 -0.00209 -0.00225 -0.00245 -0.00269 -0.00298 -0.00334 -0.00376 -0.00426 -0.00463 -0.00399-0.000727  0.00333  0.00333
       11| -0.00145 -0.00145 -0.00149 -0.00155 -0.00161  -0.0017  -0.0018  -0.0019 -0.00201  -0.0021 -0.00215 -0.00209 -0.00182 -0.00106 0.000569  0.00334  0.00589  0.00589
       10| -0.00116 -0.00116  -0.0012 -0.00124 -0.00128 -0.00132 -0.00136 -0.00139 -0.00138 -0.00132 -0.00116-0.000824-0.000206 0.000841   0.0024  0.00431   0.0058   0.0058
        9|-0.000907-0.000907-0.000937-0.000961-0.000979-0.000988-0.000979 -0.00094-0.000853-0.000691-0.000417 2.27e-05 0.000696  0.00164   0.0028  0.00396  0.00473  0.00473
        8|-0.000687-0.000687-0.000709-0.000718-0.000716-0.000696 -0.00065-0.000566 -0.00043-0.000218 9.46e-05 0.000542  0.00114  0.00188  0.00268  0.00337  0.00376  0.00376
        7|-0.000498-0.000498-0.000512-0.000511-0.000492-0.000451 -0.00038 -0.00027-0.000108  0.00012  0.00043 0.000835  0.00133  0.00189  0.00244  0.00287  0.00307  0.00307
        6| -0.00034 -0.00034-0.000349-0.000339-0.000308-0.000253-0.000167-4.24e-05 0.000128 0.000354 0.000641 0.000991  0.00139  0.00181   0.0022  0.00247  0.00259  0.00259
        5|-0.000213-0.000213-0.000218-0.000202-0.000163-9.84e-05 -3.8e-06 0.000126 0.000296  0.00051 0.000769  0.00107  0.00139  0.00171  0.00199  0.00219  0.00226  0.00226
        4|-0.000117-0.000117-0.000119-9.82e-05-5.42e-05 1.58e-05 0.000115 0.000246 0.000411 0.000612 0.000846   0.0011  0.00137  0.00163  0.00184  0.00198  0.00203  0.00203
        3|-5.22e-05-5.22e-05-5.16e-05-2.78e-05    2e-05 9.35e-05 0.000195 0.000326 0.000487 0.000676  0.00089  0.00112  0.00135  0.00156  0.00174  0.00185  0.00189  0.00189
        2|-1.79e-05-1.79e-05-1.55e-05 1.05e-05  6.1e-05 0.000137 0.000241 0.000372  0.00053 0.000713 0.000915  0.00113  0.00134  0.00153  0.00168  0.00177   0.0018   0.0018
        1|-1.26e-05-1.26e-05-9.35e-06  1.8e-05 7.06e-05 0.000149 0.000255 0.000388 0.000547 0.000729 0.000928  0.00113  0.00134  0.00152  0.00166  0.00175  0.00178  0.00178
        0|-1.26e-05-1.26e-05-9.35e-06  1.8e-05 7.06e-05 0.000149 0.000255 0.000388 0.000547 0.000729 0.000928  0.00113  0.00134  0.00152  0.00166  0.00175  0.00178  0.00178

