nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0067  -0.0067 -0.00267 -0.00215 -0.00225 -0.00253 -0.00292 -0.00341 -0.00403 -0.00485 -0.00603 -0.00779  -0.0104  -0.0126 -0.00603   0.0211    0.069    0.069
       16|  -0.0067  -0.0067 -0.00267 -0.00215 -0.00225 -0.00253 -0.00292 -0.00341 -0.00403 -0.00485 -0.00603 -0.00779  -0.0104  -0.0126 -0.00603   0.0211    0.069    0.069
       15| -0.00371 -0.00371 -0.00337 -0.00307 -0.00298 -0.00309 -0.00334 -0.00372 -0.00424 -0.00496 -0.00604  -0.0078  -0.0109  -0.0158  -0.0176 -0.00389    0.024    0.024
       14| -0.00276 -0.00276 -0.00272 -0.00265 -0.00269 -0.00284 -0.00308 -0.00343  -0.0039 -0.00455 -0.00553 -0.00712 -0.00992  -0.0144  -0.0182  -0.0124  0.00131  0.00131
       13| -0.00219 -0.00219 -0.00222 -0.00225 -0.00233 -0.00248 -0.00269 -0.00298 -0.00335 -0.00386 -0.00457 -0.00565 -0.00736 -0.00978  -0.0115  -0.0079-0.000886-0.000886
       12| -0.00178 -0.00178 -0.00183 -0.00188 -0.00197 -0.00209 -0.00225 -0.00245 -0.00269 -0.00299 -0.00335  -0.0038 -0.00432 -0.00473 -0.00414-0.000886  0.00319  0.00319
       11| -0.00144 -0.00144 -0.00149 -0.00154 -0.00161 -0.00169 -0.00179  -0.0019 -0.00201 -0.00211 -0.00216 -0.00211 -0.00185 -0.00112 0.000502  0.00329  0.00585  0.00585
       10| -0.00115 -0.00115 -0.00119 -0.00123 -0.00128 -0.00132 -0.00136 -0.00139 -0.00138 -0.00132 -0.00116-0.000836-0.000223 0.000823  0.00239  0.00432  0.00582  0.00582
        9|-0.000902-0.000902-0.000932-0.000956-0.000975-0.000984-0.000975-0.000937-0.000851-0.000691-0.000418    2e-05 0.000694  0.00164  0.00281  0.00398  0.00476  0.00476
        8|-0.000681-0.000681-0.000703-0.000713-0.000711-0.000691-0.000645-0.000562-0.000426-0.000215 9.77e-05 0.000546  0.00115  0.00189   0.0027   0.0034  0.00379  0.00379
        7|-0.000492-0.000492-0.000507-0.000505-0.000486-0.000445-0.000374-0.000264-0.000102 0.000126 0.000437 0.000843  0.00134   0.0019  0.00246  0.00289  0.00309  0.00309
        6|-0.000333-0.000333-0.000343-0.000332-0.000302-0.000246 -0.00016-3.57e-05 0.000135 0.000361  0.00065    0.001   0.0014  0.00183  0.00221   0.0025  0.00261  0.00261
        5|-0.000206-0.000206-0.000211-0.000195-0.000156-9.13e-05 3.57e-06 0.000134 0.000304 0.000519  0.00078  0.00108  0.00141  0.00173  0.00201  0.00221  0.00228  0.00228
        4| -0.00011 -0.00011-0.000112-9.09e-05-4.67e-05 2.35e-05 0.000123 0.000254  0.00042 0.000622 0.000857  0.00112  0.00139  0.00164  0.00186    0.002  0.00205  0.00205
        3|-4.48e-05-4.48e-05-4.41e-05-2.02e-05 2.77e-05 0.000102 0.000203 0.000335 0.000496 0.000687 0.000902  0.00113  0.00136  0.00158  0.00175  0.00187   0.0019   0.0019
        2|-1.03e-05-1.03e-05-7.89e-06 1.83e-05  6.9e-05 0.000146  0.00025 0.000381  0.00054 0.000724 0.000927  0.00114  0.00135  0.00154  0.00169  0.00179  0.00182  0.00182
        1|-4.97e-06-4.97e-06-1.66e-06 2.58e-05 7.86e-05 0.000158 0.000264 0.000397 0.000557  0.00074  0.00094  0.00115  0.00135  0.00153  0.00168  0.00177   0.0018   0.0018
        0|-4.97e-06-4.97e-06-1.66e-06 2.58e-05 7.86e-05 0.000158 0.000264 0.000397 0.000557  0.00074  0.00094  0.00115  0.00135  0.00153  0.00168  0.00177   0.0018   0.0018

