nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00705 -0.00705 -0.00318 -0.00288 -0.00317 -0.00359 -0.00404  -0.0045 -0.00497 -0.00551 -0.00625 -0.00747 -0.00945  -0.0102 -0.00325   0.0203   0.0613   0.0613
       16| -0.00705 -0.00705 -0.00318 -0.00288 -0.00317 -0.00359 -0.00404  -0.0045 -0.00497 -0.00551 -0.00625 -0.00747 -0.00945  -0.0102 -0.00325   0.0203   0.0613   0.0613
       15| -0.00417 -0.00417 -0.00391 -0.00376  -0.0038 -0.00399 -0.00425 -0.00457 -0.00492 -0.00535 -0.00598 -0.00712 -0.00931  -0.0125   -0.012 2.92e-05   0.0232   0.0232
       14| -0.00318 -0.00318  -0.0032 -0.00322 -0.00333 -0.00351 -0.00372 -0.00397 -0.00425 -0.00459 -0.00508  -0.0059 -0.00735 -0.00952  -0.0106 -0.00432  0.00707  0.00707
       13| -0.00259 -0.00259 -0.00266 -0.00272 -0.00283 -0.00297 -0.00313  -0.0033 -0.00347 -0.00366  -0.0039 -0.00421 -0.00463 -0.00496 -0.00418  3.4e-05  0.00569  0.00569
       12| -0.00216 -0.00216 -0.00222 -0.00229 -0.00237 -0.00246 -0.00256 -0.00264  -0.0027 -0.00273  -0.0027 -0.00257 -0.00224 -0.00142 0.000374  0.00361  0.00673  0.00673
       11|  -0.0018  -0.0018 -0.00185  -0.0019 -0.00196   -0.002 -0.00204 -0.00204   -0.002 -0.00189 -0.00168 -0.00129-0.000606  0.00053  0.00226  0.00445  0.00618  0.00618
       10| -0.00149 -0.00149 -0.00153 -0.00156 -0.00159  -0.0016 -0.00158 -0.00153 -0.00141 -0.00122-0.000899-0.000406 0.000329  0.00136  0.00266  0.00398  0.00488  0.00488
        9| -0.00123 -0.00123 -0.00126 -0.00127 -0.00127 -0.00125  -0.0012  -0.0011-0.000941  -0.0007 -0.00035 0.000141 0.000796  0.00161  0.00251   0.0033  0.00375  0.00375
        8|   -0.001   -0.001 -0.00102 -0.00102   -0.001 -0.00096-0.000882-0.000759-0.000579-0.000327 1.29e-05 0.000454 0.000994  0.00161  0.00222  0.00271  0.00294  0.00294
        7|-0.000808-0.000808 -0.00082-0.000812-0.000781-0.000723-0.000631-0.000497-0.000312-6.78e-05 0.000243  0.00062  0.00105  0.00151  0.00193  0.00225  0.00238  0.00238
        6|-0.000649-0.000649-0.000657-0.000641-0.000602-0.000536-0.000436-0.000299-0.000119 0.000108 0.000383   0.0007  0.00104  0.00139  0.00169  0.00191  0.00199  0.00199
        5|-0.000524-0.000524-0.000527-0.000507-0.000463-0.000392 -0.00029-0.000155 1.62e-05 0.000224 0.000466 0.000733  0.00101  0.00128   0.0015  0.00166  0.00171  0.00171
        4|-0.000429-0.000429 -0.00043-0.000407 -0.00036-0.000286-0.000184-5.29e-05 0.000109 0.000299 0.000513 0.000743 0.000974  0.00119  0.00136  0.00148  0.00152  0.00152
        3|-0.000365-0.000365-0.000364-0.000339-0.000289-0.000215-0.000113 1.48e-05 0.000169 0.000346 0.000541 0.000744 0.000944  0.00112  0.00127  0.00136  0.00139  0.00139
        2|-0.000331-0.000331-0.000328-0.000301 -0.00025-0.000174-7.25e-05  5.4e-05 0.000204 0.000373 0.000556 0.000745 0.000926  0.00109  0.00122   0.0013  0.00132  0.00132
        1|-0.000325-0.000325-0.000321-0.000293-0.000241-0.000163-5.96e-05 6.78e-05 0.000217 0.000385 0.000565 0.000748 0.000924  0.00108   0.0012  0.00128   0.0013   0.0013
        0|-0.000325-0.000325-0.000321-0.000293-0.000241-0.000163-5.96e-05 6.78e-05 0.000217 0.000385 0.000565 0.000748 0.000924  0.00108   0.0012  0.00128   0.0013   0.0013

