nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00696 -0.00696 -0.00284  -0.0022 -0.00218 -0.00235 -0.00264 -0.00305 -0.00362 -0.00444 -0.00567 -0.00751 -0.00985  -0.0108  -0.0028   0.0261   0.0759   0.0759
       16| -0.00696 -0.00696 -0.00284  -0.0022 -0.00218 -0.00235 -0.00264 -0.00305 -0.00362 -0.00444 -0.00567 -0.00751 -0.00985  -0.0108  -0.0028   0.0261   0.0759   0.0759
       15| -0.00388 -0.00388  -0.0035  -0.0031 -0.00292 -0.00294 -0.00313 -0.00346 -0.00397 -0.00475 -0.00598 -0.00797  -0.0111  -0.0151  -0.0155-0.000585   0.0286   0.0286
       14| -0.00293 -0.00293 -0.00285 -0.00272  -0.0027  -0.0028 -0.00302 -0.00338 -0.00391 -0.00472 -0.00601 -0.00818  -0.0117  -0.0167  -0.0205   -0.015 -0.00107 -0.00107
       13| -0.00233 -0.00233 -0.00235 -0.00234  -0.0024 -0.00253 -0.00276 -0.00311 -0.00362 -0.00438  -0.0056 -0.00764  -0.0111   -0.016  -0.0199  -0.0167 -0.00905 -0.00905
       12| -0.00189 -0.00189 -0.00193 -0.00197 -0.00205 -0.00218 -0.00238 -0.00267 -0.00309 -0.00369  -0.0046 -0.00607 -0.00846  -0.0117  -0.0138  -0.0112 -0.00642 -0.00642
       11| -0.00151 -0.00151 -0.00155  -0.0016 -0.00168 -0.00178 -0.00193 -0.00213  -0.0024 -0.00276 -0.00325 -0.00397   -0.005 -0.00612 -0.00626 -0.00356-0.000194-0.000194
       10| -0.00117 -0.00117 -0.00121 -0.00125  -0.0013 -0.00137 -0.00146 -0.00156 -0.00167 -0.00179  -0.0019 -0.00199 -0.00198 -0.00165-0.000372  0.00231   0.0048   0.0048
        9|-0.000864-0.000864-0.000892-0.000917-0.000943-0.000969-0.000989-0.000996-0.000977-0.000909-0.000755-0.000454 9.56e-05  0.00111  0.00272  0.00489   0.0066   0.0066
        8|-0.000585-0.000585-0.000604-0.000613-0.000613-0.000599-0.000564-0.000498-0.000382 -0.00019 0.000117 0.000595  0.00133  0.00238  0.00373  0.00516  0.00616  0.00616
        7|-0.000338-0.000338-0.000349-0.000344-0.000321-0.000275-0.000199-8.03e-05 9.73e-05 0.000357 0.000728  0.00125  0.00196  0.00284  0.00381  0.00468  0.00519  0.00519
        6|-0.000126-0.000126-0.000131-0.000114 -7.3e-05-3.86e-06 0.000101 0.000252 0.000463  0.00075  0.00113  0.00163  0.00223  0.00292   0.0036  0.00414  0.00441  0.00441
        5| 4.82e-05 4.82e-05 4.79e-05 7.41e-05 0.000128 0.000213 0.000336 0.000506 0.000731  0.00102  0.00139  0.00183  0.00233  0.00287  0.00336  0.00371  0.00386  0.00386
        4| 0.000182 0.000182 0.000186 0.000218 0.000281 0.000377 0.000512  0.00069 0.000918   0.0012  0.00154  0.00193  0.00235  0.00278  0.00314   0.0034  0.00349  0.00349
        3| 0.000275 0.000275 0.000281 0.000318 0.000387  0.00049 0.000632 0.000815  0.00104  0.00132  0.00163  0.00198  0.00235   0.0027  0.00299  0.00318  0.00325  0.00325
        2| 0.000326 0.000326 0.000334 0.000375 0.000448 0.000556 0.000702 0.000887  0.00111  0.00138  0.00168  0.00201  0.00234  0.00265   0.0029  0.00306  0.00312  0.00312
        1| 0.000337 0.000337 0.000347 0.000389 0.000464 0.000575 0.000725 0.000913  0.00114  0.00141  0.00171  0.00202  0.00234  0.00263  0.00287  0.00302  0.00307  0.00307
        0| 0.000337 0.000337 0.000347 0.000389 0.000464 0.000575 0.000725 0.000913  0.00114  0.00141  0.00171  0.00202  0.00234  0.00263  0.00287  0.00302  0.00307  0.00307

