nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00701 -0.00701 -0.00288 -0.00223  -0.0022 -0.00237 -0.00265 -0.00305 -0.00362 -0.00443 -0.00565 -0.00745 -0.00966  -0.0103 -0.00191    0.027   0.0765   0.0765
       16| -0.00701 -0.00701 -0.00288 -0.00223  -0.0022 -0.00237 -0.00265 -0.00305 -0.00362 -0.00443 -0.00565 -0.00745 -0.00966  -0.0103 -0.00191    0.027   0.0765   0.0765
       15| -0.00393 -0.00393 -0.00354 -0.00313 -0.00295 -0.00296 -0.00314 -0.00348 -0.00398 -0.00476 -0.00599 -0.00796  -0.0109  -0.0146  -0.0145 0.000578   0.0295   0.0295
       14| -0.00298 -0.00298 -0.00289 -0.00276 -0.00274 -0.00283 -0.00305 -0.00341 -0.00395 -0.00478  -0.0061 -0.00827  -0.0117  -0.0165  -0.0198  -0.0142-0.000555-0.000555
       13| -0.00238 -0.00238 -0.00239 -0.00238 -0.00244 -0.00257  -0.0028 -0.00316 -0.00369 -0.00449 -0.00576 -0.00791  -0.0115  -0.0165  -0.0204  -0.0172 -0.00952 -0.00952
       12| -0.00193 -0.00193 -0.00197 -0.00201 -0.00209 -0.00223 -0.00244 -0.00274 -0.00318 -0.00383 -0.00483 -0.00648 -0.00918  -0.0128  -0.0152  -0.0126 -0.00773 -0.00773
       11| -0.00155 -0.00155 -0.00159 -0.00164 -0.00171 -0.00183 -0.00199  -0.0022  -0.0025 -0.00291 -0.00349 -0.00439 -0.00571 -0.00725 -0.00775  -0.0051 -0.00168 -0.00168
       10|  -0.0012  -0.0012 -0.00124 -0.00128 -0.00133 -0.00141  -0.0015 -0.00161 -0.00175 -0.00191 -0.00209  -0.0023 -0.00248 -0.00241 -0.00136  0.00133  0.00389  0.00389
        9| -0.00088 -0.00088-0.000909-0.000935-0.000963-0.000992 -0.00102 -0.00104 -0.00103-0.000991-0.000875 -0.00063-0.000157 0.000774  0.00237  0.00467   0.0065   0.0065
        8| -0.00059 -0.00059-0.000609-0.000619 -0.00062-0.000608-0.000577-0.000516-0.000407-0.000225  6.9e-05 0.000534  0.00126  0.00235  0.00378  0.00536  0.00649  0.00649
        7|-0.000332-0.000332-0.000343-0.000338-0.000314-0.000269-0.000193-7.49e-05 0.000103 0.000363 0.000739  0.00127  0.00201  0.00294    0.004  0.00498  0.00558  0.00558
        6| -0.00011 -0.00011-0.000114-9.63e-05-5.43e-05 1.66e-05 0.000124 0.000279 0.000495  0.00079  0.00119   0.0017  0.00235  0.00309  0.00384  0.00444  0.00475  0.00475
        5| 7.34e-05 7.34e-05 7.37e-05 0.000101 0.000157 0.000246 0.000374  0.00055 0.000784  0.00109  0.00147  0.00194  0.00248  0.00306  0.00359  0.00399  0.00416  0.00416
        4| 0.000215 0.000215 0.000219 0.000254 0.000319  0.00042  0.00056 0.000747 0.000986  0.00128  0.00164  0.00206  0.00252  0.00297  0.00337  0.00365  0.00376  0.00376
        3| 0.000313 0.000313  0.00032 0.000359 0.000432  0.00054 0.000688 0.000881  0.00112  0.00141  0.00175  0.00212  0.00251  0.00289  0.00321  0.00342   0.0035   0.0035
        2| 0.000367 0.000367 0.000376 0.000419 0.000496  0.00061 0.000763 0.000959   0.0012  0.00148   0.0018  0.00215  0.00251  0.00284  0.00311  0.00329  0.00336  0.00336
        1| 0.000379 0.000379  0.00039 0.000434 0.000514 0.000631 0.000788 0.000987  0.00123  0.00151  0.00183  0.00217  0.00251  0.00282  0.00308  0.00325  0.00331  0.00331
        0| 0.000379 0.000379  0.00039 0.000434 0.000514 0.000631 0.000788 0.000987  0.00123  0.00151  0.00183  0.00217  0.00251  0.00282  0.00308  0.00325  0.00331  0.00331

