nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00707 -0.00707 -0.00293 -0.00226 -0.00222 -0.00238 -0.00266 -0.00305 -0.00361 -0.00443 -0.00562 -0.00734 -0.00934 -0.00947-0.000482   0.0284   0.0774   0.0774
       16| -0.00707 -0.00707 -0.00293 -0.00226 -0.00222 -0.00238 -0.00266 -0.00305 -0.00361 -0.00443 -0.00562 -0.00734 -0.00934 -0.00947-0.000482   0.0284   0.0774   0.0774
       15| -0.00399 -0.00399 -0.00359 -0.00317 -0.00298 -0.00298 -0.00316 -0.00349 -0.00399 -0.00478   -0.006 -0.00791  -0.0107  -0.0138  -0.0128   0.0025    0.031    0.031
       14| -0.00304 -0.00304 -0.00295 -0.00281 -0.00278 -0.00287 -0.00309 -0.00345   -0.004 -0.00485 -0.00621 -0.00836  -0.0117  -0.0161  -0.0184  -0.0126 0.000599 0.000599
       13| -0.00245 -0.00245 -0.00245 -0.00244 -0.00249 -0.00263 -0.00287 -0.00324 -0.00379 -0.00464   -0.006 -0.00829   -0.012   -0.017  -0.0205  -0.0174 -0.00981 -0.00981
       12| -0.00199 -0.00199 -0.00203 -0.00207 -0.00215 -0.00229 -0.00252 -0.00285 -0.00333 -0.00405 -0.00521 -0.00714  -0.0103  -0.0143   -0.017  -0.0143 -0.00945 -0.00945
       11|  -0.0016  -0.0016 -0.00164 -0.00169 -0.00177  -0.0019 -0.00207 -0.00232 -0.00266 -0.00316 -0.00391 -0.00511 -0.00694 -0.00911  -0.0101 -0.00749   -0.004   -0.004
       10| -0.00124 -0.00124 -0.00128 -0.00132 -0.00138 -0.00146 -0.00157 -0.00172  -0.0019 -0.00213 -0.00244 -0.00287 -0.00342 -0.00383 -0.00321-0.000548   0.0021   0.0021
        9|-0.000903-0.000903-0.000932-0.000961-0.000994 -0.00103 -0.00107 -0.00111 -0.00114 -0.00115 -0.00111-0.000985-0.000686 2.02e-05  0.00152  0.00396  0.00594  0.00594
        8|-0.000596-0.000596-0.000616-0.000627-0.000631-0.000624-0.000602-0.000552-0.000462-0.000305 -4.4e-05 0.000381  0.00106  0.00216  0.00369  0.00552  0.00684  0.00684
        7|-0.000321-0.000321-0.000333-0.000327-0.000305-0.000262-0.000188-7.42e-05 9.86e-05 0.000355 0.000729  0.00127  0.00204  0.00306  0.00426  0.00542  0.00617  0.00617
        6|-8.27e-05-8.27e-05-8.73e-05-6.84e-05-2.54e-05 4.68e-05 0.000156 0.000314 0.000536 0.000841  0.00125   0.0018  0.00251  0.00333   0.0042  0.00491   0.0053   0.0053
        5| 0.000114 0.000114 0.000115 0.000145 0.000203 0.000296  0.00043 0.000614  0.00086  0.00118  0.00159   0.0021   0.0027  0.00335  0.00397  0.00443  0.00464  0.00464
        4| 0.000267 0.000267 0.000272  0.00031 0.000379 0.000486 0.000635 0.000834  0.00109  0.00141   0.0018  0.00226  0.00277  0.00328  0.00374  0.00407  0.00419  0.00419
        3| 0.000373 0.000373 0.000382 0.000424 0.000502 0.000618 0.000777 0.000983  0.00124  0.00156  0.00193  0.00234  0.00278  0.00321  0.00357  0.00382  0.00391  0.00391
        2| 0.000432 0.000432 0.000443 0.000489 0.000572 0.000694  0.00086  0.00107  0.00133  0.00164  0.00199  0.00238  0.00278  0.00315  0.00346  0.00367  0.00374  0.00374
        1| 0.000446 0.000446 0.000458 0.000506 0.000592 0.000718 0.000887   0.0011  0.00137  0.00167  0.00202   0.0024  0.00278  0.00314  0.00343  0.00362  0.00369  0.00369
        0| 0.000446 0.000446 0.000458 0.000506 0.000592 0.000718 0.000887   0.0011  0.00137  0.00167  0.00202   0.0024  0.00278  0.00314  0.00343  0.00362  0.00369  0.00369

