nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00699 -0.00699 -0.00287 -0.00222  -0.0022 -0.00236 -0.00265 -0.00305 -0.00362 -0.00444 -0.00565 -0.00747 -0.00971  -0.0105 -0.00215   0.0268   0.0764   0.0764
       16| -0.00699 -0.00699 -0.00287 -0.00222  -0.0022 -0.00236 -0.00265 -0.00305 -0.00362 -0.00444 -0.00565 -0.00747 -0.00971  -0.0105 -0.00215   0.0268   0.0764   0.0764
       15| -0.00392 -0.00392 -0.00353 -0.00312 -0.00294 -0.00296 -0.00314 -0.00347 -0.00398 -0.00476 -0.00599 -0.00796   -0.011  -0.0148  -0.0147 0.000253   0.0293   0.0293
       14| -0.00296 -0.00296 -0.00288 -0.00275 -0.00273 -0.00283 -0.00305  -0.0034 -0.00394 -0.00476 -0.00607 -0.00825  -0.0117  -0.0166    -0.02  -0.0145-0.000717-0.000717
       13| -0.00237 -0.00237 -0.00238 -0.00237 -0.00243 -0.00256 -0.00279 -0.00315 -0.00367 -0.00446 -0.00572 -0.00784  -0.0114  -0.0164  -0.0203  -0.0171 -0.00941 -0.00941
       12| -0.00192 -0.00192 -0.00196   -0.002 -0.00208 -0.00221 -0.00242 -0.00272 -0.00316 -0.00379 -0.00477 -0.00637 -0.00899  -0.0125  -0.0149  -0.0122 -0.00739 -0.00739
       11| -0.00154 -0.00154 -0.00158 -0.00163  -0.0017 -0.00182 -0.00197 -0.00219 -0.00247 -0.00287 -0.00343 -0.00427 -0.00552 -0.00694 -0.00735 -0.00468 -0.00128 -0.00128
       10| -0.00119 -0.00119 -0.00123 -0.00127 -0.00133  -0.0014 -0.00149  -0.0016 -0.00173 -0.00188 -0.00204 -0.00221 -0.00234 -0.00219 -0.00108  0.00161  0.00416  0.00416
        9|-0.000876-0.000876-0.000905-0.000931-0.000958-0.000986 -0.00101 -0.00103 -0.00102-0.000968-0.000841 -0.00058-8.39e-05 0.000875  0.00248  0.00475  0.00655  0.00655
        8|-0.000589-0.000589-0.000609-0.000618-0.000618-0.000606-0.000574-0.000511  -0.0004-0.000215 8.31e-05 0.000553  0.00128  0.00236  0.00377  0.00531  0.00641  0.00641
        7|-0.000334-0.000334-0.000345 -0.00034-0.000316-0.000271-0.000195-7.65e-05 0.000101 0.000362 0.000737  0.00127    0.002  0.00292  0.00395   0.0049  0.00547  0.00547
        6|-0.000114-0.000114-0.000119-0.000101-5.97e-05 1.07e-05 0.000118 0.000271 0.000486  0.00078  0.00117  0.00168  0.00232  0.00304  0.00377  0.00436  0.00465  0.00465
        5| 6.61e-05 6.61e-05 6.63e-05 9.36e-05 0.000149 0.000237 0.000363 0.000538 0.000769  0.00107  0.00145  0.00191  0.00244    0.003  0.00353  0.00391  0.00408  0.00408
        4| 0.000205 0.000205  0.00021 0.000244 0.000308 0.000408 0.000547 0.000731 0.000968  0.00126  0.00162  0.00203  0.00247  0.00292  0.00331  0.00358  0.00369  0.00369
        3| 0.000302 0.000302 0.000309 0.000348 0.000419 0.000526 0.000673 0.000863   0.0011  0.00138  0.00172  0.00208  0.00247  0.00284  0.00315  0.00336  0.00343  0.00343
        2| 0.000355 0.000355 0.000364 0.000407 0.000483 0.000595 0.000746 0.000939  0.00118  0.00145  0.00177  0.00211  0.00246  0.00279  0.00305  0.00323  0.00329  0.00329
        1| 0.000368 0.000368 0.000378 0.000421   0.0005 0.000615  0.00077 0.000967  0.00121  0.00148   0.0018  0.00213  0.00246  0.00277  0.00302  0.00318  0.00324  0.00324
        0| 0.000368 0.000368 0.000378 0.000421   0.0005 0.000615  0.00077 0.000967  0.00121  0.00148   0.0018  0.00213  0.00246  0.00277  0.00302  0.00318  0.00324  0.00324

