nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00682 -0.00682 -0.00287 -0.00247 -0.00268 -0.00305 -0.00349 -0.00399 -0.00457 -0.00526 -0.00622 -0.00769  -0.0101  -0.0115 -0.00482   0.0204   0.0646   0.0646
       16| -0.00682 -0.00682 -0.00287 -0.00247 -0.00268 -0.00305 -0.00349 -0.00399 -0.00457 -0.00526 -0.00622 -0.00769  -0.0101  -0.0115 -0.00482   0.0204   0.0646   0.0646
       15|  -0.0039  -0.0039  -0.0036 -0.00338 -0.00337 -0.00353 -0.00381 -0.00417 -0.00463 -0.00521 -0.00606 -0.00748  -0.0101  -0.0142  -0.0148 -0.00196   0.0233   0.0233
       14| -0.00293 -0.00293 -0.00293 -0.00291 -0.00299 -0.00316 -0.00341 -0.00371 -0.00409 -0.00459 -0.00529 -0.00645 -0.00848  -0.0117  -0.0139 -0.00772  0.00474  0.00474
       13| -0.00236 -0.00236 -0.00241 -0.00247 -0.00257 -0.00271 -0.00291 -0.00314 -0.00341 -0.00374 -0.00418  -0.0048  -0.0057 -0.00679 -0.00694 -0.00286  0.00339  0.00339
       12| -0.00194 -0.00194   -0.002 -0.00207 -0.00215 -0.00227  -0.0024 -0.00254 -0.00268 -0.00283 -0.00296 -0.00305 -0.00302  -0.0026 -0.00112  0.00222  0.00574  0.00574
       11| -0.00161 -0.00161 -0.00166 -0.00171 -0.00177 -0.00184 -0.00191 -0.00196 -0.00199 -0.00197 -0.00187 -0.00161 -0.00107-3.02e-05  0.00172  0.00416  0.00621  0.00621
       10| -0.00132 -0.00132 -0.00136 -0.00139 -0.00143 -0.00146 -0.00147 -0.00145 -0.00139 -0.00125   -0.001-0.000578 0.000119  0.00116  0.00256   0.0041  0.00519  0.00519
        9| -0.00106 -0.00106 -0.00109 -0.00111 -0.00113 -0.00112 -0.00109 -0.00102  -0.0009-0.000698-0.000384 8.27e-05  0.00074   0.0016  0.00258  0.00349  0.00404  0.00404
        8|-0.000846-0.000846-0.000867-0.000874-0.000866-0.000836-0.000776-0.000674-0.000518-0.000289 3.36e-05  0.00047  0.00103  0.00168  0.00235   0.0029  0.00318  0.00318
        7|-0.000661-0.000661-0.000675-0.000672-0.000648-0.000601-0.000522-0.000402-0.000233-1.14e-06 0.000302 0.000683  0.00113  0.00162  0.00208  0.00243  0.00258  0.00258
        6|-0.000508-0.000508-0.000516-0.000505-0.000472-0.000413-0.000323-0.000196-2.55e-05 0.000195 0.000468 0.000791  0.00115  0.00152  0.00184  0.00207  0.00217  0.00217
        5|-0.000385-0.000385 -0.00039-0.000373-0.000334-0.000268-0.000173-4.49e-05 0.000121 0.000325 0.000568 0.000841  0.00113  0.00141  0.00165  0.00182  0.00188  0.00188
        4|-0.000293-0.000293-0.000295-0.000275-0.000231-0.000162-6.49e-05 6.21e-05  0.00022  0.00041 0.000626 0.000861   0.0011  0.00133  0.00151  0.00163  0.00168  0.00168
        3|-0.000231-0.000231-0.000231-0.000208-0.000161-8.97e-05 8.13e-06 0.000133 0.000285 0.000463  0.00066 0.000868  0.00107  0.00126  0.00142  0.00151  0.00155  0.00155
        2|-0.000198-0.000198-0.000196-0.000171-0.000123-4.91e-05 4.99e-05 0.000174 0.000323 0.000493 0.000679 0.000872  0.00106  0.00123  0.00136  0.00145  0.00147  0.00147
        1|-0.000193-0.000193 -0.00019-0.000164-0.000114 -3.8e-05 6.28e-05 0.000189 0.000338 0.000507 0.000689 0.000877  0.00106  0.00122  0.00135  0.00143  0.00145  0.00145
        0|-0.000193-0.000193 -0.00019-0.000164-0.000114 -3.8e-05 6.28e-05 0.000189 0.000338 0.000507 0.000689 0.000877  0.00106  0.00122  0.00135  0.00143  0.00145  0.00145

