nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0197  -0.0197  -0.0149  -0.0125  -0.0102 -0.00815 -0.00619 -0.00436 -0.00263-0.000932 0.000802  0.00263  0.00471  0.00737   0.0114   0.0185   0.0311   0.0311
       16|  -0.0197  -0.0197  -0.0149  -0.0125  -0.0102 -0.00815 -0.00619 -0.00436 -0.00263-0.000932 0.000802  0.00263  0.00471  0.00737   0.0114   0.0185   0.0311   0.0311
       15|  -0.0143  -0.0143  -0.0131  -0.0113 -0.00943 -0.00756 -0.00576 -0.00406 -0.00241-0.000787 0.000842  0.00256  0.00445  0.00665   0.0095   0.0138   0.0196   0.0196
       14|  -0.0109  -0.0109  -0.0103 -0.00929 -0.00795  -0.0065 -0.00501 -0.00351 -0.00203-0.000526  0.00101  0.00264  0.00441  0.00642  0.00878   0.0116   0.0141   0.0141
       13| -0.00866 -0.00866 -0.00832 -0.00761 -0.00663 -0.00549 -0.00425 -0.00297 -0.00165-0.000299   0.0011  0.00258  0.00415  0.00584  0.00765  0.00941   0.0106   0.0106
       12| -0.00701 -0.00701 -0.00677 -0.00625  -0.0055 -0.00459 -0.00357 -0.00247 -0.00132-0.000128  0.00111   0.0024  0.00373  0.00509  0.00642  0.00756  0.00824  0.00824
       11| -0.00573 -0.00573 -0.00555 -0.00515 -0.00456 -0.00382 -0.00297 -0.00204 -0.00105 -1.1e-05  0.00106  0.00216  0.00326  0.00434  0.00532  0.00609   0.0065   0.0065
       10| -0.00472 -0.00472 -0.00458 -0.00426 -0.00378 -0.00317 -0.00246 -0.00167-0.000826  6.2e-05 0.000975   0.0019   0.0028  0.00365  0.00438  0.00493  0.00521  0.00521
        9| -0.00392 -0.00392  -0.0038 -0.00354 -0.00314 -0.00264 -0.00204 -0.00137-0.000653 0.000103 0.000875  0.00164  0.00238  0.00305  0.00362  0.00402  0.00422  0.00422
        8| -0.00327 -0.00327 -0.00317 -0.00295 -0.00263  -0.0022  -0.0017 -0.00113 -0.00052 0.000121 0.000772  0.00141  0.00202  0.00256    0.003  0.00331  0.00346  0.00346
        7| -0.00275 -0.00275 -0.00267 -0.00249 -0.00221 -0.00185 -0.00142-0.000941-0.000419 0.000126 0.000676  0.00121  0.00171  0.00215   0.0025  0.00275  0.00286  0.00286
        6| -0.00234 -0.00234 -0.00227 -0.00212 -0.00188 -0.00157 -0.00121-0.000791-0.000343 0.000124 0.000592  0.00104  0.00146  0.00183  0.00211  0.00231   0.0024   0.0024
        5| -0.00203 -0.00203 -0.00197 -0.00183 -0.00163 -0.00136 -0.00104-0.000677-0.000287 0.000117 0.000521  0.00091  0.00127  0.00157  0.00181  0.00198  0.00205  0.00205
        4| -0.00179 -0.00179 -0.00174 -0.00161 -0.00143  -0.0012-0.000912-0.000592-0.000247  0.00011 0.000466 0.000806  0.00112  0.00138  0.00159  0.00173  0.00179  0.00179
        3| -0.00162 -0.00162 -0.00157 -0.00146  -0.0013 -0.00108-0.000823-0.000532-0.000219 0.000104 0.000425 0.000731  0.00101  0.00125  0.00143  0.00156  0.00161  0.00161
        2| -0.00152 -0.00152 -0.00147 -0.00137 -0.00121 -0.00101-0.000768-0.000495-0.000202 9.97e-05 0.000399 0.000684 0.000941  0.00116  0.00133  0.00145   0.0015   0.0015
        1| -0.00147 -0.00147 -0.00142 -0.00133 -0.00117-0.000978-0.000743-0.000479-0.000195 9.78e-05 0.000388 0.000663 0.000912  0.00112  0.00129   0.0014  0.00145  0.00145
        0| -0.00147 -0.00147 -0.00142 -0.00133 -0.00117-0.000978-0.000743-0.000479-0.000195 9.78e-05 0.000388 0.000663 0.000912  0.00112  0.00129   0.0014  0.00145  0.00145

