nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0077  -0.0077 -0.00398 -0.00385 -0.00424 -0.00466 -0.00503 -0.00531 -0.00552 -0.00572 -0.00606 -0.00678 -0.00791 -0.00726-0.000348   0.0204   0.0562   0.0562
       16|  -0.0077  -0.0077 -0.00398 -0.00385 -0.00424 -0.00466 -0.00503 -0.00531 -0.00552 -0.00572 -0.00606 -0.00678 -0.00791 -0.00726-0.000348   0.0204   0.0562   0.0562
       15| -0.00484 -0.00484 -0.00467 -0.00461  -0.0047 -0.00487 -0.00504 -0.00518 -0.00528 -0.00539 -0.00563 -0.00625 -0.00755 -0.00921  -0.0075  0.00333   0.0232   0.0232
       14| -0.00378 -0.00378 -0.00385 -0.00391 -0.00403 -0.00417 -0.00429 -0.00438 -0.00443 -0.00448 -0.00458 -0.00485 -0.00541 -0.00614  -0.0055 0.000452  0.00996  0.00996
       13| -0.00313 -0.00313 -0.00321 -0.00329 -0.00338 -0.00347 -0.00354 -0.00356 -0.00354 -0.00348 -0.00337 -0.00323 -0.00299 -0.00238-0.000637  0.00347  0.00815  0.00815
       12| -0.00263 -0.00263 -0.00269 -0.00276 -0.00282 -0.00286 -0.00287 -0.00282 -0.00272 -0.00254 -0.00226 -0.00182  -0.0011  0.00011  0.00212  0.00501  0.00751  0.00751
       11| -0.00221 -0.00221 -0.00226  -0.0023 -0.00232 -0.00232 -0.00228 -0.00218 -0.00201 -0.00175 -0.00136-0.000783 6.72e-05  0.00129  0.00292  0.00474  0.00606  0.00606
       10| -0.00186 -0.00186 -0.00189 -0.00191  -0.0019 -0.00187 -0.00179 -0.00165 -0.00144 -0.00113-0.000705-0.000112 0.000679  0.00169  0.00285  0.00394  0.00461  0.00461
        9| -0.00155 -0.00155 -0.00158 -0.00157 -0.00155 -0.00149 -0.00138 -0.00122-0.000993-0.000678-0.000259 0.000281 0.000948  0.00172  0.00252  0.00319  0.00354  0.00354
        8| -0.00129 -0.00129 -0.00131 -0.00129 -0.00125 -0.00118 -0.00106-0.000889-0.000657-0.000355 2.76e-05 0.000492  0.00103  0.00161  0.00216  0.00259  0.00278  0.00278
        7| -0.00108 -0.00108 -0.00108 -0.00106 -0.00101-0.000928-0.000804-0.000634-0.000412-0.000133 0.000204 0.000593  0.00102  0.00145  0.00184  0.00213  0.00225  0.00225
        6|-0.000899-0.000899-0.000901-0.000875 -0.00082-0.000732-0.000608-0.000443-0.000236 1.51e-05 0.000308 0.000632 0.000973   0.0013  0.00159  0.00178  0.00186  0.00186
        5|-0.000758-0.000758-0.000757-0.000728 -0.00067-0.000582-0.000461-0.000304-0.000113 0.000112 0.000367 0.000639 0.000916  0.00118  0.00139  0.00153  0.00159  0.00159
        4|-0.000652-0.000652-0.000649-0.000618 -0.00056-0.000472-0.000354-0.000206-2.87e-05 0.000175 0.000399 0.000633 0.000864  0.00107  0.00125  0.00136   0.0014   0.0014
        3| -0.00058 -0.00058-0.000575-0.000543-0.000484-0.000398-0.000283-0.000141 2.59e-05 0.000214 0.000417 0.000624 0.000825    0.001  0.00115  0.00124  0.00127  0.00127
        2| -0.00054 -0.00054-0.000534-0.000501-0.000442-0.000355-0.000242-0.000103 5.78e-05 0.000237 0.000427 0.000619 0.000802 0.000964  0.00109  0.00117   0.0012   0.0012
        1|-0.000531-0.000531-0.000524-0.000491 -0.00043-0.000342-0.000228-8.94e-05 7.05e-05 0.000247 0.000433  0.00062 0.000797 0.000952  0.00107  0.00115  0.00118  0.00118
        0|-0.000531-0.000531-0.000524-0.000491 -0.00043-0.000342-0.000228-8.94e-05 7.05e-05 0.000247 0.000433  0.00062 0.000797 0.000952  0.00107  0.00115  0.00118  0.00118

