nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00712 -0.00712 -0.00297 -0.00228 -0.00223 -0.00238 -0.00265 -0.00304  -0.0036  -0.0044 -0.00558 -0.00723 -0.00905 -0.00875 0.000673   0.0296   0.0781   0.0781
       16| -0.00712 -0.00712 -0.00297 -0.00228 -0.00223 -0.00238 -0.00265 -0.00304  -0.0036  -0.0044 -0.00558 -0.00723 -0.00905 -0.00875 0.000673   0.0296   0.0781   0.0781
       15| -0.00404 -0.00404 -0.00362 -0.00319 -0.00299 -0.00299 -0.00317 -0.00349 -0.00399 -0.00478 -0.00599 -0.00784  -0.0105  -0.0131  -0.0114  0.00404   0.0322   0.0322
       14|  -0.0031  -0.0031   -0.003 -0.00285 -0.00281  -0.0029 -0.00312 -0.00348 -0.00404  -0.0049 -0.00626  -0.0084  -0.0116  -0.0155  -0.0171   -0.011  0.00183  0.00183
       13|  -0.0025  -0.0025  -0.0025 -0.00249 -0.00254 -0.00268 -0.00292  -0.0033 -0.00388 -0.00476 -0.00619 -0.00856  -0.0123   -0.017    -0.02  -0.0169 -0.00969 -0.00969
       12| -0.00204 -0.00204 -0.00208 -0.00212  -0.0022 -0.00235 -0.00259 -0.00294 -0.00346 -0.00425 -0.00553 -0.00768  -0.0111  -0.0154   -0.018  -0.0153  -0.0105  -0.0105
       11| -0.00164 -0.00164 -0.00169 -0.00174 -0.00182 -0.00196 -0.00215 -0.00242 -0.00281 -0.00339  -0.0043 -0.00578 -0.00806  -0.0107   -0.012 -0.00936 -0.00583 -0.00583
       10| -0.00127 -0.00127 -0.00131 -0.00136 -0.00142 -0.00152 -0.00164 -0.00181 -0.00204 -0.00235  -0.0028 -0.00346 -0.00439 -0.00526 -0.00499 -0.00235 0.000351 0.000351
        9|-0.000927-0.000927-0.000956-0.000988 -0.00103 -0.00107 -0.00113 -0.00119 -0.00125 -0.00131 -0.00136 -0.00138 -0.00129-0.000863 0.000467  0.00298  0.00504  0.00504
        8|-0.000606-0.000606-0.000627 -0.00064-0.000647-0.000647-0.000634  -0.0006-0.000531-0.000406 -0.00019 0.000175 0.000781  0.00183   0.0034  0.00541  0.00687  0.00687
        7|-0.000317-0.000317-0.000329-0.000325-0.000305-0.000264-0.000196-8.91e-05 7.44e-05 0.000319 0.000682  0.00122    0.002  0.00307  0.00439  0.00573  0.00661  0.00661
        6|-6.51e-05-6.51e-05-6.99e-05-5.11e-05-8.31e-06 6.35e-05 0.000172  0.00033 0.000552 0.000861  0.00128  0.00185   0.0026  0.00351  0.00447   0.0053  0.00577  0.00577
        5| 0.000144 0.000144 0.000145 0.000175 0.000235  0.00033 0.000467 0.000656  0.00091  0.00124  0.00168  0.00222  0.00287  0.00359  0.00428  0.00481  0.00506  0.00506
        4| 0.000306 0.000306 0.000312 0.000351 0.000423 0.000534 0.000689 0.000896  0.00116   0.0015  0.00192  0.00241  0.00297  0.00354  0.00406  0.00443  0.00457  0.00457
        3| 0.000419 0.000419 0.000428 0.000473 0.000555 0.000676 0.000843  0.00106  0.00133  0.00167  0.00207  0.00252    0.003  0.00347  0.00388  0.00416  0.00426  0.00426
        2| 0.000482 0.000482 0.000493 0.000542  0.00063 0.000758 0.000933  0.00116  0.00143  0.00177  0.00215  0.00257  0.00301  0.00342  0.00377    0.004  0.00408  0.00408
        1| 0.000497 0.000497  0.00051  0.00056  0.00065 0.000783 0.000962  0.00119  0.00147   0.0018  0.00218  0.00259  0.00301  0.00341  0.00373  0.00394  0.00402  0.00402
        0| 0.000497 0.000497  0.00051  0.00056  0.00065 0.000783 0.000962  0.00119  0.00147   0.0018  0.00218  0.00259  0.00301  0.00341  0.00373  0.00394  0.00402  0.00402

