nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00711 -0.00711 -0.00296 -0.00227 -0.00223 -0.00238 -0.00265 -0.00305  -0.0036 -0.00441 -0.00559 -0.00726 -0.00912 -0.00893 0.000396   0.0293   0.0779   0.0779
       16| -0.00711 -0.00711 -0.00296 -0.00227 -0.00223 -0.00238 -0.00265 -0.00305  -0.0036 -0.00441 -0.00559 -0.00726 -0.00912 -0.00893 0.000396   0.0293   0.0779   0.0779
       15| -0.00403 -0.00403 -0.00362 -0.00319 -0.00299 -0.00299 -0.00317 -0.00349   -0.004 -0.00478 -0.00599 -0.00786  -0.0105  -0.0133  -0.0117  0.00368   0.0319   0.0319
       14| -0.00308 -0.00308 -0.00299 -0.00284  -0.0028  -0.0029 -0.00311 -0.00348 -0.00403 -0.00489 -0.00625 -0.00839  -0.0117  -0.0156  -0.0174  -0.0114  0.00152  0.00152
       13| -0.00249 -0.00249 -0.00249 -0.00248 -0.00253 -0.00266 -0.00291 -0.00329 -0.00386 -0.00473 -0.00614  -0.0085  -0.0122   -0.017  -0.0201  -0.0171 -0.00975 -0.00975
       12| -0.00203 -0.00203 -0.00207 -0.00211 -0.00219 -0.00234 -0.00257 -0.00292 -0.00343  -0.0042 -0.00545 -0.00755  -0.0109  -0.0152  -0.0178  -0.0151  -0.0103  -0.0103
       11| -0.00163 -0.00163 -0.00167 -0.00173 -0.00181 -0.00194 -0.00213 -0.00239 -0.00277 -0.00333  -0.0042 -0.00561 -0.00778  -0.0103  -0.0115 -0.00892  -0.0054  -0.0054
       10| -0.00126 -0.00126  -0.0013 -0.00135 -0.00141  -0.0015 -0.00163 -0.00179   -0.002 -0.00229  -0.0027 -0.00331 -0.00414 -0.00489 -0.00454 -0.00189 0.000792 0.000792
        9|-0.000921-0.000921-0.000951-0.000981 -0.00102 -0.00106 -0.00111 -0.00117 -0.00122 -0.00127  -0.0013 -0.00128 -0.00113-0.000625 0.000752  0.00325  0.00529  0.00529
        8|-0.000603-0.000603-0.000624-0.000636-0.000643-0.000641-0.000625-0.000587-0.000512-0.000378 -0.00015 0.000232  0.00086  0.00192  0.00349  0.00546  0.00689  0.00689
        7|-0.000318-0.000318 -0.00033-0.000325-0.000304-0.000263-0.000194-8.43e-05  8.2e-05  0.00033 0.000697  0.00123  0.00201  0.00308  0.00436  0.00566  0.00651  0.00651
        6|-6.93e-05-6.93e-05 -7.4e-05-5.51e-05-1.21e-05 5.99e-05 0.000169 0.000327 0.000549 0.000858  0.00128  0.00184  0.00258  0.00347  0.00441  0.00521  0.00565  0.00565
        5| 0.000137 0.000137 0.000138 0.000168 0.000228 0.000322 0.000459 0.000647 0.000899  0.00123  0.00166  0.00219  0.00283  0.00353  0.00421  0.00472  0.00496  0.00496
        4| 0.000297 0.000297 0.000302 0.000341 0.000413 0.000523 0.000677 0.000882  0.00115  0.00148  0.00189  0.00238  0.00292  0.00348  0.00398  0.00434  0.00448  0.00448
        3| 0.000408 0.000408 0.000417 0.000462 0.000542 0.000662 0.000827  0.00104  0.00131  0.00164  0.00203  0.00247  0.00295  0.00341   0.0038  0.00407  0.00417  0.00417
        2|  0.00047  0.00047 0.000481  0.00053 0.000616 0.000743 0.000915  0.00114  0.00141  0.00174  0.00211  0.00252  0.00295  0.00336  0.00369  0.00392    0.004    0.004
        1| 0.000485 0.000485 0.000497 0.000547 0.000636 0.000768 0.000944  0.00117  0.00145  0.00177  0.00214  0.00255  0.00296  0.00334  0.00366  0.00386  0.00394  0.00394
        0| 0.000485 0.000485 0.000497 0.000547 0.000636 0.000768 0.000944  0.00117  0.00145  0.00177  0.00214  0.00255  0.00296  0.00334  0.00366  0.00386  0.00394  0.00394

