nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00837 -0.00837 -0.00299 -0.00211 -0.00205 -0.00219 -0.00243 -0.00272 -0.00307  -0.0035 -0.00401 -0.00463 -0.00543 -0.00651 -0.00811  -0.0104  -0.0136  -0.0144  -0.0026   0.0359   0.0992   0.0992
       20| -0.00837 -0.00837 -0.00299 -0.00211 -0.00205 -0.00219 -0.00243 -0.00272 -0.00307  -0.0035 -0.00401 -0.00463 -0.00543 -0.00651 -0.00811  -0.0104  -0.0136  -0.0144  -0.0026   0.0359   0.0992   0.0992
       19| -0.00442 -0.00442  -0.0038 -0.00326 -0.00299 -0.00293 -0.00301 -0.00318 -0.00344 -0.00378 -0.00421 -0.00476 -0.00547 -0.00647 -0.00798  -0.0104  -0.0146  -0.0203  -0.0193  0.00177   0.0394   0.0394
       18| -0.00313 -0.00313   -0.003  -0.0028 -0.00271 -0.00272 -0.00282 -0.00299 -0.00322 -0.00353 -0.00392 -0.00441 -0.00506 -0.00598  -0.0074 -0.00977  -0.0139    -0.02  -0.0239  -0.0144  0.00449  0.00449
       17| -0.00241 -0.00241 -0.00241 -0.00236 -0.00235  -0.0024  -0.0025 -0.00265 -0.00286 -0.00312 -0.00345 -0.00387 -0.00441 -0.00517  -0.0063 -0.00811  -0.0111  -0.0153  -0.0182  -0.0124 -0.00237 -0.00237
       16| -0.00192 -0.00192 -0.00195 -0.00196 -0.00199 -0.00205 -0.00215 -0.00228 -0.00244 -0.00265  -0.0029  -0.0032 -0.00357 -0.00406 -0.00471 -0.00564 -0.00698 -0.00848 -0.00849 -0.00391  0.00199  0.00199
       15| -0.00154 -0.00154 -0.00158 -0.00161 -0.00166 -0.00171 -0.00179 -0.00189 -0.00201 -0.00215  -0.0023 -0.00247 -0.00265 -0.00284 -0.00302 -0.00315 -0.00314 -0.00261-0.000769  0.00322  0.00701  0.00701
       14| -0.00123 -0.00123 -0.00127  -0.0013 -0.00134 -0.00139 -0.00145 -0.00151 -0.00158 -0.00165 -0.00171 -0.00175 -0.00176  -0.0017 -0.00153 -0.00115-0.000394 0.000972  0.00319   0.0062  0.00859  0.00859
       13|-0.000956-0.000956-0.000992 -0.00102 -0.00105 -0.00109 -0.00112 -0.00115 -0.00117 -0.00118 -0.00116  -0.0011 -0.00098-0.000756-0.000378 0.000249  0.00122  0.00262  0.00442  0.00633  0.00766  0.00766
       12|-0.000715-0.000715-0.000746 -0.00077 -0.00079-0.000806-0.000815-0.000814-0.000797-0.000755-0.000677-0.000547 -0.00034-2.65e-05 0.000441  0.00111  0.00202  0.00317  0.00444  0.00557  0.00623  0.00623
       11|-0.000502-0.000502-0.000527-0.000543-0.000552-0.000552-0.000542-0.000515-0.000467-0.000388-0.000269-9.33e-05 0.000156 0.000503 0.000976  0.00159  0.00236  0.00323  0.00409  0.00477   0.0051   0.0051
       10|-0.000312-0.000312-0.000332-0.000341 -0.00034-0.000328  -0.0003-0.000254-0.000183-7.95e-05 6.51e-05 0.000262 0.000526  0.00087  0.00131  0.00184  0.00245  0.00309  0.00369  0.00411  0.00428  0.00428
        9|-0.000145-0.000145-0.000161-0.000164-0.000155-0.000132-9.17e-05 -3.1e-05 5.54e-05 0.000173  0.00033 0.000534 0.000792  0.00111   0.0015  0.00194  0.00242   0.0029  0.00331  0.00359  0.00369  0.00369
        8| 1.98e-07 1.98e-07-1.22e-05-1.05e-05 5.03e-06  3.6e-05  8.5e-05 0.000155 0.000251 0.000376 0.000536 0.000736 0.000979  0.00127   0.0016  0.00197  0.00234   0.0027    0.003  0.00319  0.00326  0.00326
