nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00847 -0.00847 -0.00303 -0.00204  -0.0019 -0.00196 -0.00212 -0.00235 -0.00265 -0.00305 -0.00356 -0.00423 -0.00514 -0.00642 -0.00821  -0.0105  -0.0128  -0.0109  0.00405   0.0449    0.109    0.109
       20| -0.00847 -0.00847 -0.00303 -0.00204  -0.0019 -0.00196 -0.00212 -0.00235 -0.00265 -0.00305 -0.00356 -0.00423 -0.00514 -0.00642 -0.00821  -0.0105  -0.0128  -0.0109  0.00405   0.0449    0.109    0.109
       19| -0.00444 -0.00444  -0.0038 -0.00318 -0.00284 -0.00271 -0.00274 -0.00286 -0.00309 -0.00343 -0.00389 -0.00452 -0.00539 -0.00664 -0.00849  -0.0112  -0.0148  -0.0179  -0.0131   0.0102   0.0485   0.0485
       18| -0.00316 -0.00316 -0.00301 -0.00275 -0.00261 -0.00258 -0.00264 -0.00279 -0.00303 -0.00337 -0.00384 -0.00448 -0.00538  -0.0067 -0.00868  -0.0117  -0.0162  -0.0212  -0.0223   -0.012  0.00629  0.00629
       17| -0.00243 -0.00243 -0.00241 -0.00233 -0.00229 -0.00232 -0.00241 -0.00258 -0.00282 -0.00316 -0.00362 -0.00425 -0.00513 -0.00645 -0.00852  -0.0119   -0.017   -0.023  -0.0263  -0.0208  -0.0103  -0.0103
       16| -0.00192 -0.00192 -0.00195 -0.00194 -0.00196 -0.00201 -0.00212 -0.00228 -0.00251 -0.00282 -0.00323  -0.0038 -0.00458 -0.00575  -0.0076  -0.0106  -0.0153  -0.0208  -0.0235  -0.0189  -0.0121  -0.0121
       15| -0.00152 -0.00152 -0.00156 -0.00158 -0.00162 -0.00169 -0.00179 -0.00193 -0.00212 -0.00238 -0.00271 -0.00314 -0.00374 -0.00459  -0.0059 -0.00798  -0.0111  -0.0144  -0.0154  -0.0112 -0.00628 -0.00628
       14| -0.00118 -0.00118 -0.00121 -0.00124 -0.00129 -0.00135 -0.00143 -0.00154 -0.00169 -0.00187 -0.00209 -0.00236 -0.00272 -0.00318 -0.00383 -0.00477   -0.006 -0.00702 -0.00618 -0.00227  0.00137  0.00137
       13|-0.000863-0.000863-0.000896-0.000926-0.000963 -0.00101 -0.00107 -0.00114 -0.00123 -0.00133 -0.00143 -0.00155 -0.00167 -0.00178 -0.00187  -0.0019 -0.00177 -0.00105 0.000886  0.00431  0.00693  0.00693
       12|-0.000576-0.000576-0.000604-0.000628-0.000654-0.000682-0.000713-0.000745-0.000774-0.000795-0.000801-0.000777-0.000705-0.000552 -0.00027 0.000218  0.00108  0.00249  0.00457  0.00713  0.00889  0.00889
       11|-0.000311-0.000311-0.000334 -0.00035-0.000362-0.000371-0.000374-0.000367-0.000346-0.000303-0.000225-9.61e-05 0.000108 0.000424 0.000902  0.00162  0.00266  0.00405  0.00571  0.00733  0.00836  0.00836
       10|-6.88e-05-6.88e-05-8.67e-05-9.42e-05-9.35e-05-8.33e-05-6.09e-05-2.18e-05 4.03e-05 0.000134 0.000272 0.000471 0.000754  0.00115   0.0017  0.00244   0.0034  0.00452  0.00569  0.00665  0.00717  0.00717
        9|  0.00015  0.00015 0.000137 0.000137  0.00015 0.000176 0.000219 0.000284 0.000377 0.000507 0.000684 0.000923  0.00124  0.00166   0.0022  0.00288  0.00367  0.00453  0.00533  0.00591  0.00617  0.00617
        8| 0.000345 0.000345 0.000335 0.000342 0.000364 0.000404 0.000463 0.000548 0.000663 0.000815  0.00101  0.00127   0.0016    0.002   0.0025  0.00308  0.00372  0.00436  0.00492   0.0053  0.00544  0.00544
        7| 0.000513 0.000513 0.000507 0.000519 0.000549 0.000599 0.000671 0.000769 0.000898  0.00106  0.00127  0.00153  0.00185  0.00223  0.00267  0.00315  0.00366  0.00415  0.00456  0.00482   0.0049   0.0049
        6| 0.000655 0.000655 0.000652 0.000668 0.000704 0.000761 0.000841 0.000948  0.00109  0.00126  0.00147  0.00172  0.00202  0.00237  0.00275  0.00316  0.00358  0.00396  0.00426  0.00445  0.00451  0.00451
        5| 0.000769 0.000769 0.000768 0.000788 0.000828 0.000891 0.000977  0.00109  0.00123  0.00141  0.00161  0.00186  0.00214  0.00245  0.00279  0.00314  0.00348  0.00379  0.00403  0.00417  0.00422  0.00422
        4| 0.000856 0.000856 0.000856 0.000878 0.000922 0.000988  0.00108   0.0012  0.00134  0.00151  0.00172  0.00195  0.00222  0.00251  0.00281  0.00312  0.00341  0.00366  0.00386  0.00397  0.00401  0.00401
        3| 0.000914 0.000914 0.000916  0.00094 0.000986  0.00105  0.00115  0.00127  0.00141  0.00159  0.00179  0.00202  0.00227  0.00254  0.00282  0.00309  0.00335  0.00357  0.00374  0.00384  0.00387  0.00387
        2| 0.000944 0.000944 0.000947 0.000972  0.00102  0.00109  0.00119  0.00131  0.00146  0.00163  0.00183  0.00205   0.0023  0.00256  0.00282  0.00308  0.00332  0.00352  0.00367  0.00376  0.00379  0.00379
        1| 0.000948 0.000948 0.000951 0.000976  0.00103   0.0011   0.0012  0.00132  0.00147  0.00164  0.00184  0.00207  0.00231  0.00257  0.00283  0.00308  0.00331  0.00351  0.00365  0.00374  0.00377  0.00377
        0| 0.000948 0.000948 0.000951 0.000976  0.00103   0.0011   0.0012  0.00132  0.00147  0.00164  0.00184  0.00207  0.00231  0.00257  0.00283  0.00308  0.00331  0.00351  0.00365  0.00374  0.00377  0.00377

