nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00855 -0.00855 -0.00305 -0.00198 -0.00178 -0.00181 -0.00194 -0.00215 -0.00244 -0.00283 -0.00335 -0.00402 -0.00491 -0.00609 -0.00757 -0.00911 -0.00961 -0.00515   0.0114   0.0515    0.114    0.114
       20| -0.00855 -0.00855 -0.00305 -0.00198 -0.00178 -0.00181 -0.00194 -0.00215 -0.00244 -0.00283 -0.00335 -0.00402 -0.00491 -0.00609 -0.00757 -0.00911 -0.00961 -0.00515   0.0114   0.0515    0.114    0.114
       19|  -0.0045  -0.0045 -0.00382 -0.00315 -0.00275 -0.00259  -0.0026  -0.0027 -0.00292 -0.00326 -0.00373 -0.00438 -0.00526 -0.00646 -0.00807    -0.01  -0.0117  -0.0116 -0.00421   0.0189   0.0553   0.0553
       18| -0.00326 -0.00326 -0.00308 -0.00278  -0.0026 -0.00254 -0.00259 -0.00274 -0.00298 -0.00334 -0.00385 -0.00455  -0.0055 -0.00683 -0.00867   -0.011  -0.0134  -0.0144  -0.0117 -0.00116    0.015    0.015
       17| -0.00255 -0.00255 -0.00252 -0.00241 -0.00235 -0.00236 -0.00245 -0.00263 -0.00291  -0.0033 -0.00384  -0.0046 -0.00568 -0.00721 -0.00941  -0.0124  -0.0156  -0.0177  -0.0169  -0.0118 -0.00427 -0.00427
       16| -0.00205 -0.00205 -0.00207 -0.00205 -0.00206 -0.00212 -0.00224 -0.00244 -0.00272 -0.00312 -0.00368 -0.00447 -0.00561 -0.00733  -0.0099  -0.0136  -0.0179  -0.0213  -0.0216  -0.0177  -0.0125  -0.0125
       15| -0.00165 -0.00165 -0.00167  -0.0017 -0.00174 -0.00182 -0.00196 -0.00215 -0.00243 -0.00281 -0.00334 -0.00409  -0.0052 -0.00692 -0.00964  -0.0137  -0.0186  -0.0225  -0.0226  -0.0184   -0.014   -0.014
       14| -0.00127 -0.00127 -0.00131 -0.00135  -0.0014 -0.00149 -0.00162 -0.00179 -0.00203 -0.00236 -0.00281 -0.00345  -0.0044 -0.00589 -0.00826  -0.0118  -0.0162  -0.0195   -0.019  -0.0146  -0.0106  -0.0106
       13|-0.000926-0.000926 -0.00096-0.000998 -0.00105 -0.00113 -0.00123 -0.00138 -0.00156 -0.00181 -0.00215 -0.00261 -0.00329 -0.00433 -0.00598 -0.00841  -0.0113  -0.0133  -0.0121  -0.0079 -0.00452 -0.00452
       12|-0.000592-0.000592-0.000622-0.000655-0.000699-0.000756-0.000831-0.000927 -0.00105  -0.0012  -0.0014 -0.00167 -0.00204 -0.00258 -0.00338  -0.0045 -0.00571 -0.00617  -0.0044-0.000712  0.00183  0.00183
       11|-0.000273-0.000273-0.000298-0.000322 -0.00035-0.000384-0.000424 -0.00047-0.000524-0.000584-0.000652-0.000729-0.000817-0.000919 -0.00103 -0.00112 -0.00102-0.000214  0.00184  0.00475  0.00646  0.00646
       10|  2.9e-05  2.9e-05 9.12e-06-4.78e-06 -1.6e-05-2.47e-05-2.95e-05-2.83e-05-1.77e-05 7.02e-06 5.32e-05 0.000132  0.00026 0.000463 0.000785  0.00129  0.00216  0.00352  0.00544  0.00748  0.00851  0.00851
        9| 0.000309 0.000309 0.000295 0.000291 0.000296 0.000311 0.000338 0.000382 0.000447 0.000541 0.000676 0.000868  0.00114  0.00152  0.00206  0.00284   0.0039  0.00525  0.00674    0.008  0.00857  0.00857
        8| 0.000564 0.000564 0.000554  0.00056  0.00058 0.000615  0.00067 0.000748 0.000856    0.001   0.0012  0.00146  0.00182  0.00229   0.0029  0.00371   0.0047   0.0058  0.00685  0.00759  0.00788  0.00788
        7| 0.000789 0.000789 0.000783 0.000797 0.000829 0.000882 0.000959  0.00106   0.0012  0.00139  0.00162  0.00193  0.00232  0.00281  0.00342  0.00416  0.00499  0.00584  0.00657  0.00704  0.00718  0.00718
        6| 0.000982 0.000982 0.000979 0.000999  0.00104  0.00111   0.0012  0.00133  0.00149   0.0017  0.00195  0.00228  0.00267  0.00315  0.00372  0.00436  0.00505   0.0057  0.00623  0.00655  0.00663  0.00663
        5|  0.00114  0.00114  0.00114  0.00116  0.00121  0.00129   0.0014  0.00154  0.00171  0.00193   0.0022  0.00253  0.00292  0.00337  0.00389  0.00444  0.00501  0.00553  0.00593  0.00617  0.00623  0.00623
        4|  0.00126  0.00126  0.00126  0.00129  0.00134  0.00143  0.00154  0.00169  0.00188  0.00211  0.00238  0.00271  0.00309  0.00351  0.00398  0.00446  0.00494  0.00537   0.0057  0.00589  0.00593  0.00593
        3|  0.00134  0.00134  0.00134  0.00137  0.00143  0.00152  0.00165   0.0018    0.002  0.00223  0.00251  0.00283  0.00319   0.0036  0.00403  0.00446  0.00489  0.00525  0.00553  0.00569  0.00574  0.00574
