nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|   -0.031   -0.031  -0.0233  -0.0188  -0.0153  -0.0123 -0.00981 -0.00757 -0.00553 -0.00363  -0.0018-1.44e-05  0.00179  0.00364  0.00562  0.00781   0.0103   0.0135    0.018   0.0253    0.038    0.038
       20|   -0.031   -0.031  -0.0233  -0.0188  -0.0153  -0.0123 -0.00981 -0.00757 -0.00553 -0.00363  -0.0018-1.44e-05  0.00179  0.00364  0.00562  0.00781   0.0103   0.0135    0.018   0.0253    0.038    0.038
       19|  -0.0228  -0.0228  -0.0202  -0.0172  -0.0143  -0.0117 -0.00939 -0.00728 -0.00533 -0.00349 -0.00172 1.71e-05  0.00177  0.00358  0.00549  0.00757  0.00991   0.0127   0.0161   0.0205    0.026    0.026
       18|  -0.0177  -0.0177  -0.0166  -0.0147  -0.0127  -0.0106 -0.00863 -0.00675 -0.00497 -0.00325 -0.00158 8.12e-05  0.00176  0.00348  0.00529  0.00723  0.00936   0.0117   0.0144   0.0173   0.0196   0.0196
       17|  -0.0144  -0.0144  -0.0137  -0.0125   -0.011 -0.00941 -0.00777 -0.00614 -0.00454 -0.00297 -0.00142 0.000131   0.0017   0.0033  0.00497  0.00671  0.00856   0.0105   0.0125   0.0143   0.0155   0.0155
       16|  -0.0119  -0.0119  -0.0115  -0.0107 -0.00955 -0.00826  -0.0069  -0.0055 -0.00409 -0.00267 -0.00126 0.000163   0.0016  0.00306  0.00455  0.00608  0.00764  0.00919   0.0107   0.0119   0.0126   0.0126
       15|    -0.01    -0.01 -0.00972  -0.0091 -0.00824 -0.00721 -0.00607 -0.00487 -0.00364 -0.00238 -0.00111 0.000178  0.00147  0.00278   0.0041  0.00542  0.00672  0.00795  0.00905  0.00989   0.0103   0.0103
       14| -0.00849 -0.00849 -0.00826 -0.00778  -0.0071 -0.00626 -0.00531 -0.00429 -0.00321  -0.0021-0.000968 0.000178  0.00133  0.00249  0.00364  0.00477  0.00585  0.00684  0.00768  0.00829  0.00861  0.00861
       13| -0.00724 -0.00724 -0.00706 -0.00668 -0.00612 -0.00543 -0.00464 -0.00376 -0.00282 -0.00185-0.000847 0.000168  0.00119   0.0022   0.0032  0.00416  0.00506  0.00586  0.00652  0.00699  0.00722  0.00722
       12|  -0.0062  -0.0062 -0.00606 -0.00575 -0.00529 -0.00472 -0.00404 -0.00329 -0.00247 -0.00162-0.000742 0.000151  0.00105  0.00193   0.0028  0.00361  0.00437  0.00502  0.00555  0.00592   0.0061   0.0061
       11| -0.00534 -0.00534 -0.00522 -0.00497 -0.00459  -0.0041 -0.00352 -0.00287 -0.00217 -0.00142-0.000654  0.00013 0.000915  0.00169  0.00243  0.00313  0.00376  0.00431  0.00474  0.00504  0.00518  0.00518
       10| -0.00463 -0.00463 -0.00453 -0.00431 -0.00399 -0.00358 -0.00308 -0.00252 -0.00191 -0.00125-0.000579 0.000108 0.000794  0.00147  0.00211  0.00271  0.00325   0.0037  0.00406  0.00431  0.00442  0.00442
        9| -0.00404 -0.00404 -0.00395 -0.00377 -0.00349 -0.00313  -0.0027 -0.00222 -0.00168 -0.00111-0.000518 8.49e-05 0.000686  0.00127  0.00183  0.00235  0.00281   0.0032   0.0035   0.0037   0.0038   0.0038
        8| -0.00354 -0.00354 -0.00347 -0.00331 -0.00307 -0.00276 -0.00239 -0.00196 -0.00149-0.000989-0.000467 6.33e-05 0.000591  0.00111  0.00159  0.00204  0.00244  0.00277  0.00303   0.0032  0.00329  0.00329
        7| -0.00314 -0.00314 -0.00307 -0.00294 -0.00273 -0.00245 -0.00212 -0.00175 -0.00133-0.000889-0.000426 4.37e-05 0.000511 0.000965  0.00139  0.00179  0.00213  0.00242  0.00265   0.0028  0.00287  0.00287
        6| -0.00281 -0.00281 -0.00275 -0.00263 -0.00245  -0.0022 -0.00191 -0.00157  -0.0012-0.000807-0.000394 2.66e-05 0.000444 0.000848  0.00123  0.00158  0.00188  0.00214  0.00234  0.00247  0.00253  0.00253
        5| -0.00255 -0.00255  -0.0025 -0.00239 -0.00222   -0.002 -0.00174 -0.00144  -0.0011-0.000742-0.000368 1.22e-05 0.000389 0.000754   0.0011  0.00141  0.00169  0.00191  0.00209  0.00221  0.00226  0.00226
        4| -0.00235 -0.00235 -0.00231 -0.00221 -0.00205 -0.00185 -0.00161 -0.00133 -0.00102-0.000692-0.000349 7.27e-07 0.000347 0.000682 0.000996  0.00128  0.00153  0.00174   0.0019  0.00201  0.00206  0.00206
        3| -0.00221 -0.00221 -0.00217 -0.00207 -0.00193 -0.00174 -0.00152 -0.00125-0.000966-0.000657-0.000335-7.77e-06 0.000316 0.000629 0.000923  0.00119  0.00142  0.00162  0.00176  0.00186  0.00191  0.00191
        2| -0.00212 -0.00212 -0.00208 -0.00199 -0.00185 -0.00167 -0.00145 -0.00121-0.000929-0.000634-0.000326-1.33e-05 0.000296 0.000595 0.000876  0.00113  0.00135  0.00154  0.00168  0.00177  0.00182  0.00182
        1| -0.00208 -0.00208 -0.00204 -0.00195 -0.00181 -0.00164 -0.00143 -0.00118-0.000913-0.000623-0.000322-1.58e-05 0.000287  0.00058 0.000854   0.0011  0.00132   0.0015  0.00164  0.00173  0.00177  0.00177
