nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00845 -0.00845 -0.00301 -0.00204  -0.0019 -0.00196 -0.00213 -0.00236 -0.00266 -0.00305 -0.00356 -0.00423 -0.00514 -0.00641 -0.00821  -0.0106   -0.013  -0.0116  0.00304   0.0439    0.109    0.109
       20| -0.00845 -0.00845 -0.00301 -0.00204  -0.0019 -0.00196 -0.00213 -0.00236 -0.00266 -0.00305 -0.00356 -0.00423 -0.00514 -0.00641 -0.00821  -0.0106   -0.013  -0.0116  0.00304   0.0439    0.109    0.109
       19| -0.00442 -0.00442 -0.00378 -0.00317 -0.00283 -0.00271 -0.00274 -0.00286 -0.00309 -0.00342 -0.00388 -0.00451 -0.00537 -0.00662 -0.00847  -0.0112   -0.015  -0.0185  -0.0143  0.00888   0.0475   0.0475
       18| -0.00314 -0.00314 -0.00299 -0.00274  -0.0026 -0.00257 -0.00264 -0.00279 -0.00302 -0.00336 -0.00382 -0.00445 -0.00533 -0.00662  -0.0086  -0.0117  -0.0162  -0.0217  -0.0234  -0.0133  0.00531  0.00531
       17| -0.00241 -0.00241 -0.00239 -0.00231 -0.00228  -0.0023 -0.00239 -0.00256  -0.0028 -0.00313 -0.00357 -0.00419 -0.00504 -0.00631 -0.00831  -0.0116  -0.0167  -0.0229  -0.0266  -0.0211  -0.0103  -0.0103
       16| -0.00191 -0.00191 -0.00193 -0.00192 -0.00194 -0.00199  -0.0021 -0.00226 -0.00248 -0.00277 -0.00317 -0.00371 -0.00445 -0.00555 -0.00726  -0.0101  -0.0145  -0.0197  -0.0225  -0.0179   -0.011   -0.011
       15| -0.00151 -0.00151 -0.00154 -0.00156  -0.0016 -0.00167 -0.00177  -0.0019 -0.00209 -0.00233 -0.00264 -0.00304 -0.00358 -0.00435  -0.0055  -0.0073 -0.00997  -0.0129  -0.0137 -0.00953 -0.00465 -0.00465
       14| -0.00116 -0.00116  -0.0012 -0.00123 -0.00127 -0.00133 -0.00141 -0.00152 -0.00165 -0.00182 -0.00202 -0.00226 -0.00257 -0.00295 -0.00347 -0.00417 -0.00505 -0.00565 -0.00456-0.000687  0.00286  0.00286
       13|-0.000855-0.000855-0.000888-0.000918-0.000954-0.000999 -0.00105 -0.00112  -0.0012 -0.00128 -0.00138 -0.00147 -0.00155  -0.0016  -0.0016 -0.00149 -0.00116-0.000199  0.00184  0.00516  0.00769  0.00769
       12|-0.000574-0.000574-0.000602-0.000626 -0.00065-0.000677-0.000704-0.000731-0.000754-0.000766 -0.00076-0.000719-0.000623-0.000437 -0.00011 0.000438  0.00137  0.00282  0.00485  0.00724  0.00888  0.00888
       11|-0.000316-0.000316-0.000339-0.000355-0.000366-0.000373-0.000374-0.000364-0.000339 -0.00029-0.000205-6.71e-05 0.000149 0.000477 0.000967   0.0017  0.00272  0.00406  0.00562   0.0071  0.00802  0.00802
       10|-8.08e-05-8.08e-05-9.87e-05-0.000106-0.000105-9.42e-05-7.08e-05-3.02e-05 3.38e-05  0.00013 0.000271 0.000472 0.000756  0.00115  0.00169  0.00242  0.00333   0.0044  0.00548  0.00635  0.00681  0.00681
        9| 0.000131 0.000131 0.000118 0.000118  0.00013 0.000156   0.0002 0.000265 0.000357 0.000487 0.000662 0.000899  0.00121  0.00162  0.00214  0.00279  0.00354  0.00435  0.00509  0.00563  0.00586  0.00586
        8| 0.000319 0.000319 0.000309 0.000316 0.000337 0.000376 0.000435 0.000518  0.00063  0.00078 0.000975  0.00123  0.00154  0.00193  0.00241  0.00296  0.00356  0.00417  0.00469  0.00504  0.00517  0.00517
        7| 0.000481 0.000481 0.000475 0.000487 0.000516 0.000564 0.000633 0.000729 0.000855  0.00102  0.00122  0.00147  0.00177  0.00214  0.00256  0.00302   0.0035  0.00396  0.00434  0.00458  0.00466  0.00466
        6| 0.000618 0.000618 0.000614  0.00063 0.000664 0.000719 0.000797 0.000901  0.00103   0.0012   0.0014  0.00165  0.00194  0.00226  0.00263  0.00302  0.00341  0.00376  0.00405  0.00423  0.00428  0.00428
        5| 0.000728 0.000728 0.000726 0.000745 0.000783 0.000843 0.000927  0.00104  0.00117  0.00134  0.00154  0.00177  0.00204  0.00234  0.00266    0.003  0.00332   0.0036  0.00383  0.00396    0.004    0.004
        4|  0.00081  0.00081  0.00081 0.000831 0.000873 0.000937  0.00102  0.00114  0.00127  0.00144  0.00164  0.00186  0.00212  0.00239  0.00268  0.00297  0.00324  0.00348  0.00366  0.00377  0.00381  0.00381
        3| 0.000866 0.000866 0.000867  0.00089 0.000934    0.001  0.00109   0.0012  0.00134  0.00151   0.0017  0.00192  0.00216  0.00242  0.00268  0.00294  0.00319  0.00339  0.00355  0.00365  0.00367  0.00367
        2| 0.000894 0.000894 0.000897 0.000921 0.000966  0.00103  0.00113  0.00124  0.00138  0.00155  0.00174  0.00196  0.00219  0.00243  0.00269  0.00293  0.00315  0.00335  0.00349  0.00358   0.0036   0.0036
        1| 0.000898 0.000898 0.000901 0.000925 0.000971  0.00104  0.00113  0.00125   0.0014  0.00156  0.00176  0.00197   0.0022  0.00244  0.00269  0.00293  0.00315  0.00333  0.00347  0.00355  0.00358  0.00358
        0| 0.000898 0.000898 0.000901 0.000925 0.000971  0.00104  0.00113  0.00125   0.0014  0.00156  0.00176  0.00197   0.0022  0.00244  0.00269  0.00293  0.00315  0.00333  0.00347  0.00355  0.00358  0.00358

