nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|   -0.013   -0.013 -0.00832 -0.00817 -0.00848 -0.00861 -0.00847 -0.00808 -0.00749 -0.00674 -0.00589 -0.00501 -0.00414 -0.00337 -0.00273 -0.00215 -0.00113  0.00148  0.00932   0.0292   0.0637   0.0637
       20|   -0.013   -0.013 -0.00832 -0.00817 -0.00848 -0.00861 -0.00847 -0.00808 -0.00749 -0.00674 -0.00589 -0.00501 -0.00414 -0.00337 -0.00273 -0.00215 -0.00113  0.00148  0.00932   0.0292   0.0637   0.0637
       19| -0.00911 -0.00911 -0.00886 -0.00874 -0.00865 -0.00849 -0.00818  -0.0077 -0.00708 -0.00633 -0.00551 -0.00464 -0.00377 -0.00297 -0.00229 -0.00178 -0.00142-0.000559  0.00283   0.0136    0.032    0.032
       18| -0.00736 -0.00736 -0.00744 -0.00745 -0.00741 -0.00728 -0.00701  -0.0066 -0.00606  -0.0054 -0.00467 -0.00387 -0.00304 -0.00221 -0.00138-0.000561 0.000316  0.00156  0.00426   0.0107   0.0191   0.0191
       17| -0.00625 -0.00625 -0.00633 -0.00635  -0.0063 -0.00617 -0.00593 -0.00556 -0.00508  -0.0045 -0.00383 -0.00308 -0.00228 -0.00141-0.000459 0.000624  0.00196  0.00383  0.00672    0.011   0.0151   0.0151
       16| -0.00537 -0.00537 -0.00543 -0.00543 -0.00538 -0.00524   -0.005 -0.00467 -0.00423  -0.0037 -0.00307 -0.00237 -0.00158-0.000702 0.000302  0.00149  0.00295  0.00485  0.00729   0.0101   0.0121   0.0121
       15| -0.00464 -0.00464 -0.00468 -0.00467 -0.00459 -0.00444 -0.00422  -0.0039 -0.00349   -0.003 -0.00242 -0.00176   -0.001-0.000147 0.000835  0.00198  0.00334  0.00495  0.00675  0.00845  0.00952  0.00952
       14| -0.00402 -0.00402 -0.00404 -0.00401 -0.00392 -0.00377 -0.00355 -0.00325 -0.00287 -0.00241 -0.00187 -0.00125-0.000547 0.000253  0.00116  0.00219  0.00335  0.00461  0.00589  0.00695  0.00752  0.00752
       13| -0.00347 -0.00347 -0.00348 -0.00344 -0.00335  -0.0032 -0.00299  -0.0027 -0.00235 -0.00192 -0.00142-0.000853-0.000207 0.000517  0.00132  0.00221  0.00315  0.00413  0.00503  0.00572  0.00605  0.00605
       12|   -0.003   -0.003   -0.003 -0.00296 -0.00286 -0.00271 -0.00251 -0.00224 -0.00191 -0.00152 -0.00106-0.000545 3.57e-05 0.000677  0.00137  0.00212  0.00288  0.00362  0.00428  0.00474  0.00495  0.00495
       11| -0.00259 -0.00259 -0.00259 -0.00254 -0.00245  -0.0023 -0.00211 -0.00186 -0.00155 -0.00119 -0.00078-0.000314 0.000202 0.000761  0.00136  0.00197  0.00259  0.00316  0.00364  0.00397  0.00411  0.00411
       10| -0.00224 -0.00224 -0.00223 -0.00219 -0.00209 -0.00196 -0.00177 -0.00154 -0.00126-0.000932-0.000559-0.000144  0.00031 0.000795   0.0013  0.00181   0.0023  0.00275  0.00312  0.00336  0.00346  0.00346
        9| -0.00194 -0.00194 -0.00193 -0.00188 -0.00179 -0.00166 -0.00149 -0.00128 -0.00102-0.000724-0.000389-2.02e-05 0.000378 0.000796  0.00122  0.00165  0.00205  0.00241  0.00269  0.00287  0.00294  0.00294
        8| -0.00168 -0.00168 -0.00167 -0.00163 -0.00154 -0.00142 -0.00126 -0.00106-0.000829 -0.00056 -0.00026  6.8e-05 0.000417 0.000779  0.00114   0.0015  0.00183  0.00212  0.00234  0.00248  0.00254  0.00254
        7| -0.00147 -0.00147 -0.00146 -0.00142 -0.00134 -0.00122 -0.00107-0.000891-0.000676-0.000432-0.000162  0.00013 0.000438 0.000753  0.00107  0.00137  0.00164  0.00188  0.00206  0.00218  0.00222  0.00222
        6|  -0.0013  -0.0013 -0.00129 -0.00124 -0.00117 -0.00106-0.000923-0.000754-0.000556-0.000334-8.87e-05 0.000174 0.000447 0.000725 0.000998  0.00126  0.00149  0.00169  0.00184  0.00194  0.00197  0.00197
        5| -0.00116 -0.00116 -0.00115 -0.00111 -0.00104-0.000936-0.000805-0.000648-0.000465-0.000259-3.49e-05 0.000203  0.00045 0.000698  0.00094  0.00117  0.00137  0.00154  0.00167  0.00175  0.00178  0.00178
