nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0273  -0.0273   -0.021  -0.0177  -0.0149  -0.0123    -0.01  -0.0079 -0.00596 -0.00414 -0.00241-0.000711 0.000995  0.00274  0.00458  0.00662  0.00902   0.0122    0.017   0.0255   0.0407   0.0407
       20|  -0.0273  -0.0273   -0.021  -0.0177  -0.0149  -0.0123    -0.01  -0.0079 -0.00596 -0.00414 -0.00241-0.000711 0.000995  0.00274  0.00458  0.00662  0.00902   0.0122    0.017   0.0255   0.0407   0.0407
       19|  -0.0203  -0.0203  -0.0186  -0.0163  -0.0139  -0.0116 -0.00952 -0.00754  -0.0057 -0.00395 -0.00227-0.000622  0.00103  0.00273  0.00451  0.00645  0.00864   0.0113   0.0147   0.0198   0.0266   0.0266
       18|  -0.0159  -0.0159  -0.0152  -0.0138  -0.0121  -0.0104  -0.0086 -0.00688 -0.00522 -0.00361 -0.00203-0.000461  0.00112  0.00275  0.00447  0.00633  0.00839   0.0108   0.0136   0.0169   0.0198   0.0198
       17|   -0.013   -0.013  -0.0126  -0.0117  -0.0105 -0.00908 -0.00763 -0.00616 -0.00469 -0.00323 -0.00177-0.000311  0.00117  0.00271  0.00431  0.00601  0.00784  0.00983    0.012    0.014   0.0154   0.0154
       16|  -0.0109  -0.0109  -0.0106  -0.0099 -0.00899  -0.0079 -0.00671 -0.00545 -0.00416 -0.00285 -0.00153-0.000186  0.00118  0.00258  0.00403  0.00553   0.0071   0.0087   0.0103   0.0116   0.0124   0.0124
       15| -0.00915 -0.00915 -0.00893 -0.00844 -0.00772 -0.00685 -0.00585 -0.00478 -0.00365 -0.00249  -0.0013-9.06e-05  0.00114   0.0024  0.00369  0.00499   0.0063  0.00757  0.00872  0.00963   0.0101   0.0101
       14| -0.00777 -0.00777  -0.0076 -0.00721 -0.00664 -0.00592 -0.00509 -0.00417 -0.00319 -0.00216  -0.0011-2.22e-05  0.00108  0.00219  0.00331  0.00443  0.00551  0.00652   0.0074  0.00804  0.00836  0.00836
       13| -0.00664 -0.00664  -0.0065 -0.00619 -0.00572 -0.00512 -0.00441 -0.00362 -0.00277 -0.00187-0.000935 2.28e-05 0.000996  0.00197  0.00294  0.00389  0.00479   0.0056  0.00627  0.00676  0.00699  0.00699
       12|  -0.0057  -0.0057 -0.00558 -0.00532 -0.00493 -0.00443 -0.00382 -0.00314  -0.0024 -0.00162-0.000794 4.94e-05 0.000903  0.00176  0.00259   0.0034  0.00414   0.0048  0.00533  0.00571  0.00588  0.00588
       11| -0.00491 -0.00491 -0.00482  -0.0046 -0.00427 -0.00384 -0.00332 -0.00273 -0.00209  -0.0014-0.000677 6.23e-05 0.000809  0.00155  0.00227  0.00295  0.00358  0.00412  0.00455  0.00484  0.00498  0.00498
       10| -0.00426 -0.00426 -0.00417 -0.00399 -0.00371 -0.00334 -0.00289 -0.00238 -0.00182 -0.00121-0.000582 6.57e-05 0.000718  0.00136  0.00198  0.00256  0.00309  0.00354  0.00389  0.00413  0.00424  0.00424
        9| -0.00371 -0.00371 -0.00364 -0.00348 -0.00323 -0.00291 -0.00253 -0.00208 -0.00159 -0.00106-0.000505 6.27e-05 0.000633  0.00119  0.00173  0.00223  0.00268  0.00306  0.00335  0.00355  0.00364  0.00364
        8| -0.00326 -0.00326 -0.00319 -0.00305 -0.00284 -0.00256 -0.00222 -0.00183  -0.0014-0.000932-0.000444 5.62e-05 0.000557  0.00105  0.00151  0.00195  0.00233  0.00265   0.0029  0.00307  0.00314  0.00314
        7| -0.00288 -0.00288 -0.00283 -0.00271 -0.00252 -0.00227 -0.00197 -0.00162 -0.00124-0.000828-0.000395 4.79e-05  0.00049 0.000922  0.00133  0.00171  0.00204  0.00232  0.00254  0.00268  0.00274  0.00274
        6| -0.00258 -0.00258 -0.00253 -0.00242 -0.00226 -0.00204 -0.00177 -0.00146 -0.00111-0.000744-0.000356 3.91e-05 0.000434 0.000818  0.00118  0.00151  0.00181  0.00205  0.00224  0.00236  0.00242  0.00242
        5| -0.00234 -0.00234  -0.0023  -0.0022 -0.00205 -0.00185  -0.0016 -0.00132 -0.00101-0.000678-0.000327  3.1e-05 0.000387 0.000733  0.00106  0.00136  0.00162  0.00184    0.002  0.00211  0.00216  0.00216
        4| -0.00216 -0.00216 -0.00212 -0.00203 -0.00189  -0.0017 -0.00148 -0.00122-0.000936-0.000627-0.000305  2.4e-05 0.000351 0.000668 0.000967  0.00124  0.00148  0.00168  0.00183  0.00193  0.00197  0.00197
        3| -0.00203 -0.00203 -0.00199  -0.0019 -0.00177  -0.0016 -0.00139 -0.00115-0.000881-0.000592-0.000289 1.86e-05 0.000325 0.000621   0.0009  0.00115  0.00138  0.00156   0.0017  0.00179  0.00183  0.00183
        2| -0.00194 -0.00194 -0.00191 -0.00183  -0.0017 -0.00154 -0.00134  -0.0011-0.000846-0.000569 -0.00028 1.51e-05 0.000308 0.000591 0.000857   0.0011  0.00131  0.00149  0.00162  0.00171  0.00175  0.00175
        1| -0.00191 -0.00191 -0.00187 -0.00179 -0.00167 -0.00151 -0.00131 -0.00108-0.000831-0.000559-0.000275 1.37e-05   0.0003 0.000578 0.000838  0.00108  0.00128  0.00145  0.00158  0.00167  0.00171  0.00171
        0| -0.00191 -0.00191 -0.00187 -0.00179 -0.00167 -0.00151 -0.00131 -0.00108-0.000831-0.000559-0.000275 1.37e-05   0.0003 0.000578 0.000838  0.00108  0.00128  0.00145  0.00158  0.00167  0.00171  0.00171

