nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00854 -0.00854 -0.00306 -0.00202 -0.00184 -0.00188 -0.00202 -0.00224 -0.00254 -0.00294 -0.00346 -0.00414 -0.00505 -0.00627 -0.00788 -0.00968  -0.0107 -0.00679  0.00955   0.0499    0.113    0.113
       20| -0.00854 -0.00854 -0.00306 -0.00202 -0.00184 -0.00188 -0.00202 -0.00224 -0.00254 -0.00294 -0.00346 -0.00414 -0.00505 -0.00627 -0.00788 -0.00968  -0.0107 -0.00679  0.00955   0.0499    0.113    0.113
       19|  -0.0045  -0.0045 -0.00383 -0.00318  -0.0028 -0.00265 -0.00267 -0.00278 -0.00301 -0.00335 -0.00383 -0.00448 -0.00537 -0.00661 -0.00832  -0.0105  -0.0128  -0.0135 -0.00646   0.0168   0.0536   0.0536
       18| -0.00324 -0.00324 -0.00307 -0.00279 -0.00262 -0.00257 -0.00263 -0.00278 -0.00303 -0.00339 -0.00389 -0.00458 -0.00554  -0.0069 -0.00884  -0.0115  -0.0145  -0.0165  -0.0146 -0.00394   0.0126   0.0126
       17| -0.00252 -0.00252  -0.0025  -0.0024 -0.00235 -0.00237 -0.00246 -0.00264 -0.00291 -0.00329 -0.00381 -0.00454 -0.00558 -0.00711 -0.00936  -0.0126  -0.0167  -0.0201  -0.0203  -0.0151 -0.00666 -0.00666
       16| -0.00202 -0.00202 -0.00204 -0.00203 -0.00204  -0.0021 -0.00222 -0.00241 -0.00268 -0.00306 -0.00357  -0.0043 -0.00534 -0.00693 -0.00942  -0.0132  -0.0182  -0.0228   -0.024  -0.0196  -0.0137  -0.0137
       15| -0.00162 -0.00162 -0.00165 -0.00167 -0.00171 -0.00179 -0.00192  -0.0021 -0.00235 -0.00269 -0.00316 -0.00381 -0.00476 -0.00622 -0.00857  -0.0123  -0.0172  -0.0216  -0.0224   -0.018  -0.0131  -0.0131
       14| -0.00125 -0.00125 -0.00129 -0.00132 -0.00137 -0.00145 -0.00157 -0.00172 -0.00193 -0.00221 -0.00258 -0.00309 -0.00383 -0.00495 -0.00675 -0.00955  -0.0132  -0.0163  -0.0162  -0.0119 -0.00784 -0.00784
       13|-0.000911-0.000911-0.000944 -0.00098 -0.00103  -0.0011 -0.00118  -0.0013 -0.00145 -0.00165  -0.0019 -0.00223 -0.00269 -0.00336 -0.00438  -0.0059 -0.00779 -0.00913   -0.008 -0.00403 -0.00087 -0.00087
