nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00855 -0.00855 -0.00306 -0.00202 -0.00183 -0.00187 -0.00201 -0.00223 -0.00253 -0.00293 -0.00344 -0.00412 -0.00503 -0.00625 -0.00783 -0.00959  -0.0105  -0.0065  0.00989   0.0502    0.113    0.113
       20| -0.00855 -0.00855 -0.00306 -0.00202 -0.00183 -0.00187 -0.00201 -0.00223 -0.00253 -0.00293 -0.00344 -0.00412 -0.00503 -0.00625 -0.00783 -0.00959  -0.0105  -0.0065  0.00989   0.0502    0.113    0.113
       19|  -0.0045  -0.0045 -0.00383 -0.00317 -0.00279 -0.00265 -0.00266 -0.00277   -0.003 -0.00334 -0.00381 -0.00446 -0.00536 -0.00659 -0.00829  -0.0105  -0.0126  -0.0131 -0.00605   0.0172   0.0539   0.0539
       18| -0.00324 -0.00324 -0.00308 -0.00279 -0.00262 -0.00257 -0.00263 -0.00278 -0.00302 -0.00339 -0.00389 -0.00458 -0.00554 -0.00689 -0.00882  -0.0114  -0.0143  -0.0162   -0.014 -0.00343   0.0131   0.0131
       17| -0.00253 -0.00253  -0.0025  -0.0024 -0.00235 -0.00237 -0.00246 -0.00264 -0.00291 -0.00329 -0.00382 -0.00456  -0.0056 -0.00713 -0.00938  -0.0126  -0.0166  -0.0197  -0.0197  -0.0145 -0.00626 -0.00626
       16| -0.00203 -0.00203 -0.00205 -0.00203 -0.00204  -0.0021 -0.00222 -0.00242 -0.00269 -0.00307 -0.00359 -0.00433 -0.00539   -0.007 -0.00952  -0.0133  -0.0182  -0.0226  -0.0237  -0.0193  -0.0136  -0.0136
       15| -0.00162 -0.00162 -0.00165 -0.00167 -0.00172  -0.0018 -0.00192 -0.00211 -0.00236 -0.00271 -0.00319 -0.00385 -0.00483 -0.00634 -0.00876  -0.0125  -0.0175  -0.0219  -0.0225  -0.0181  -0.0134  -0.0134
       14| -0.00126 -0.00126 -0.00129 -0.00133 -0.00138 -0.00146 -0.00157 -0.00173 -0.00195 -0.00223 -0.00262 -0.00315 -0.00392 -0.00511   -0.007 -0.00994  -0.0138  -0.0169  -0.0168  -0.0124 -0.00838 -0.00838
       13|-0.000914-0.000914-0.000947-0.000983 -0.00103  -0.0011 -0.00119 -0.00131 -0.00147 -0.00167 -0.00194 -0.00229 -0.00278 -0.00351 -0.00463  -0.0063 -0.00836 -0.00984 -0.00872 -0.00471 -0.00151 -0.00151
       12|-0.000591-0.000591 -0.00062 -0.00065-0.000688-0.000737-0.000798-0.000874-0.000965 -0.00108 -0.00121 -0.00138 -0.00159 -0.00186 -0.00224 -0.00274  -0.0032 -0.00303 -0.00119  0.00222  0.00454  0.00454
       11|-0.000285-0.000285-0.000309 -0.00033-0.000353-0.000378-0.000405-0.000434-0.000461-0.000484-0.000499-0.000498-0.000469-0.000396-0.000247 3.91e-05 0.000609   0.0018  0.00385  0.00647  0.00801  0.00801
       10| 2.52e-06 2.52e-06-1.64e-05-2.77e-05-3.43e-05 -3.6e-05-3.05e-05-1.49e-05 1.56e-05  6.8e-05 0.000152 0.000283 0.000483 0.000783  0.00123   0.0019  0.00293  0.00435  0.00612  0.00787  0.00881  0.00881
        9| 0.000267 0.000267 0.000253 0.000252  0.00026 0.000281 0.000315 0.000368 0.000447 0.000559 0.000717 0.000937  0.00124  0.00166  0.00224  0.00304  0.00408  0.00532  0.00662  0.00767  0.00818  0.00818
        8| 0.000507 0.000507 0.000497 0.000504 0.000526 0.000565 0.000624 0.000707 0.000822 0.000978  0.00118  0.00146  0.00182  0.00229  0.00289  0.00366  0.00456  0.00553  0.00643  0.00706  0.00731  0.00731
        7| 0.000717 0.000717 0.000711 0.000726 0.000759 0.000813  0.00089 0.000997  0.00114  0.00132  0.00156  0.00186  0.00224  0.00271  0.00328  0.00395   0.0047  0.00544  0.00607  0.00648  0.00661  0.00661
        6| 0.000896 0.000896 0.000894 0.000914 0.000956  0.00102  0.00111  0.00124   0.0014   0.0016  0.00185  0.00216  0.00253  0.00298   0.0035  0.00408  0.00468  0.00526  0.00572  0.00601  0.00609  0.00609
        5|  0.00104  0.00104  0.00104  0.00107  0.00112  0.00119  0.00129  0.00143   0.0016  0.00181  0.00207  0.00237  0.00274  0.00315  0.00362  0.00412  0.00462  0.00507  0.00543  0.00564   0.0057   0.0057
        4|  0.00115  0.00115  0.00115  0.00118  0.00124  0.00132  0.00143  0.00157  0.00175  0.00196  0.00222  0.00253  0.00287  0.00326  0.00368  0.00412  0.00454  0.00492  0.00521  0.00538  0.00542  0.00542
        3|  0.00123  0.00123  0.00123  0.00126  0.00132   0.0014  0.00152  0.00167  0.00185  0.00207  0.00233  0.00263  0.00296  0.00333  0.00372  0.00411  0.00448   0.0048  0.00505   0.0052  0.00524  0.00524
        2|  0.00127  0.00127  0.00127   0.0013  0.00136  0.00145  0.00157  0.00172  0.00191  0.00213  0.00239  0.00269  0.00301  0.00337  0.00373   0.0041  0.00444  0.00474  0.00496  0.00509  0.00513  0.00513
        1|  0.00127  0.00127  0.00128  0.00131  0.00137  0.00146  0.00158  0.00174  0.00193  0.00215  0.00241  0.00271  0.00303  0.00338  0.00375   0.0041  0.00444  0.00472  0.00493  0.00506   0.0051   0.0051
        0|  0.00127  0.00127  0.00128  0.00131  0.00137  0.00146  0.00158  0.00174  0.00193  0.00215  0.00241  0.00271  0.00303  0.00338  0.00375   0.0041  0.00444  0.00472  0.00493  0.00506   0.0051   0.0051

