nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0353  -0.0353  -0.0257  -0.0199  -0.0158  -0.0125 -0.00981 -0.00743 -0.00527 -0.00324  -0.0013 0.000625  0.00257  0.00458  0.00673   0.0091   0.0118   0.0151   0.0194   0.0257   0.0362   0.0362
       20|  -0.0353  -0.0353  -0.0257  -0.0199  -0.0158  -0.0125 -0.00981 -0.00743 -0.00527 -0.00324  -0.0013 0.000625  0.00257  0.00458  0.00673   0.0091   0.0118   0.0151   0.0194   0.0257   0.0362   0.0362
       19|  -0.0257  -0.0257   -0.022  -0.0182  -0.0149   -0.012 -0.00946  -0.0072 -0.00512 -0.00316 -0.00126 0.000611   0.0025  0.00446  0.00653  0.00879   0.0113   0.0142   0.0176   0.0217   0.0259   0.0259
       18|    -0.02    -0.02  -0.0183  -0.0159  -0.0134   -0.011 -0.00883 -0.00679 -0.00486 -0.00301  -0.0012 0.000585  0.00239  0.00424  0.00618  0.00823   0.0105   0.0129   0.0154    0.018   0.0199   0.0199
       17|  -0.0161  -0.0161  -0.0152  -0.0136  -0.0118 -0.00992 -0.00806 -0.00626 -0.00451  -0.0028 -0.00113 0.000543  0.00222  0.00393  0.00569  0.00752  0.00941   0.0113   0.0132   0.0149    0.016    0.016
       16|  -0.0133  -0.0133  -0.0127  -0.0116  -0.0103 -0.00879 -0.00724 -0.00567 -0.00412 -0.00257 -0.00104  0.00049  0.00203  0.00358  0.00515  0.00673  0.00832  0.00986   0.0113   0.0124   0.0131   0.0131
       15|  -0.0111  -0.0111  -0.0107 -0.00996 -0.00892 -0.00772 -0.00642 -0.00508 -0.00371 -0.00233-0.000952 0.000431  0.00182   0.0032  0.00458  0.00595  0.00727  0.00851  0.00958   0.0104   0.0108   0.0108
       14| -0.00942 -0.00942 -0.00912 -0.00853 -0.00772 -0.00674 -0.00566 -0.00451 -0.00331  -0.0021-0.000867 0.000369   0.0016  0.00283  0.00403   0.0052  0.00631  0.00731  0.00815  0.00876  0.00908  0.00908
       13| -0.00802 -0.00802 -0.00779 -0.00733 -0.00667 -0.00587 -0.00497 -0.00398 -0.00294 -0.00187-0.000787 0.000308   0.0014  0.00248  0.00352  0.00452  0.00545  0.00627  0.00694  0.00741  0.00766  0.00766
       12| -0.00687 -0.00687 -0.00668 -0.00631 -0.00578 -0.00512 -0.00435 -0.00351 -0.00261 -0.00167-0.000714  0.00025  0.00121  0.00215  0.00306  0.00391  0.00469  0.00537  0.00592   0.0063  0.00649  0.00649
       11| -0.00592 -0.00592 -0.00577 -0.00546 -0.00502 -0.00446 -0.00381 -0.00309 -0.00231 -0.00149 -0.00065 0.000197  0.00104  0.00186  0.00265  0.00338  0.00404  0.00461  0.00506  0.00537  0.00553  0.00553
       10| -0.00513 -0.00513   -0.005 -0.00475 -0.00438  -0.0039 -0.00335 -0.00272 -0.00204 -0.00133-0.000593 0.000149 0.000886   0.0016  0.00229  0.00292  0.00348  0.00396  0.00434   0.0046  0.00473  0.00473
        9| -0.00447 -0.00447 -0.00437 -0.00415 -0.00383 -0.00343 -0.00295 -0.00241 -0.00181 -0.00119-0.000545 0.000107 0.000754  0.00138  0.00198  0.00252  0.00301  0.00342  0.00374  0.00396  0.00407  0.00407
        8| -0.00393 -0.00393 -0.00384 -0.00365 -0.00338 -0.00303 -0.00261 -0.00214 -0.00162 -0.00107-0.000504 7.12e-05  0.00064  0.00119  0.00171  0.00219  0.00261  0.00297  0.00324  0.00343  0.00352  0.00352
        7| -0.00349 -0.00349 -0.00341 -0.00325 -0.00301  -0.0027 -0.00233 -0.00192 -0.00146-0.000973-0.000469 4.04e-05 0.000545  0.00103  0.00149  0.00191  0.00228  0.00259  0.00283    0.003  0.00308  0.00308
        6| -0.00312 -0.00312 -0.00305 -0.00291  -0.0027 -0.00243  -0.0021 -0.00173 -0.00133-0.000891-0.000441 1.48e-05 0.000466 0.000901  0.00131  0.00168  0.00201  0.00229   0.0025  0.00264  0.00271  0.00271
        5| -0.00284 -0.00284 -0.00278 -0.00265 -0.00246 -0.00222 -0.00192 -0.00159 -0.00122-0.000826-0.000418-5.86e-06 0.000402 0.000796  0.00117   0.0015   0.0018  0.00204  0.00223  0.00236  0.00242  0.00242
