nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21|  -0.0347  -0.0347  -0.0254  -0.0197  -0.0157  -0.0125 -0.00977 -0.00742 -0.00528 -0.00328 -0.00135 0.000545  0.00246  0.00445  0.00657  0.00891   0.0116   0.0149   0.0192   0.0255   0.0363   0.0363
       20|  -0.0347  -0.0347  -0.0254  -0.0197  -0.0157  -0.0125 -0.00977 -0.00742 -0.00528 -0.00328 -0.00135 0.000545  0.00246  0.00445  0.00657  0.00891   0.0116   0.0149   0.0192   0.0255   0.0363   0.0363
       19|  -0.0252  -0.0252  -0.0218   -0.018  -0.0147  -0.0119 -0.00941 -0.00718 -0.00513 -0.00319 -0.00131 0.000536  0.00241  0.00434  0.00638   0.0086   0.0111    0.014   0.0174   0.0215   0.0258   0.0258
       18|  -0.0196  -0.0196   -0.018  -0.0157  -0.0132  -0.0109 -0.00877 -0.00676 -0.00485 -0.00302 -0.00124 0.000522   0.0023  0.00413  0.00604  0.00808   0.0103   0.0127   0.0153   0.0179   0.0198   0.0198
       17|  -0.0158  -0.0158  -0.0149  -0.0134  -0.0117 -0.00982 -0.00799 -0.00622 -0.00449 -0.00281 -0.00116 0.000491  0.00215  0.00384  0.00558  0.00739  0.00927   0.0112   0.0131   0.0148   0.0158   0.0158
       16|  -0.0131  -0.0131  -0.0125  -0.0115  -0.0102 -0.00869 -0.00717 -0.00563  -0.0041 -0.00257 -0.00106 0.000449  0.00197   0.0035  0.00505  0.00663   0.0082  0.00974   0.0112   0.0123   0.0129   0.0129
       15|   -0.011   -0.011  -0.0106 -0.00981  -0.0088 -0.00763 -0.00635 -0.00503 -0.00369 -0.00233-0.000967 0.000398  0.00177  0.00314  0.00451  0.00586  0.00717   0.0084  0.00948   0.0103   0.0107   0.0107
       14| -0.00927 -0.00927 -0.00897  -0.0084 -0.00761 -0.00666 -0.00559 -0.00446 -0.00329 -0.00209-0.000876 0.000344  0.00156  0.00278  0.00397  0.00513  0.00623  0.00722  0.00806  0.00867  0.00898  0.00898
       13| -0.00789 -0.00789 -0.00766 -0.00721 -0.00658  -0.0058 -0.00491 -0.00394 -0.00292 -0.00186-0.000791  0.00029  0.00137  0.00243  0.00347  0.00446  0.00538  0.00619  0.00686  0.00733  0.00757  0.00757
       12| -0.00676 -0.00676 -0.00658 -0.00622  -0.0057 -0.00505 -0.00429 -0.00346 -0.00258 -0.00166-0.000715 0.000237  0.00118  0.00212  0.00301  0.00386  0.00463  0.00531  0.00585  0.00622  0.00641  0.00641
       11| -0.00582 -0.00582 -0.00567 -0.00538 -0.00495  -0.0044 -0.00376 -0.00305 -0.00228 -0.00147-0.000647 0.000188  0.00102  0.00183  0.00261  0.00333  0.00399  0.00455    0.005  0.00531  0.00546  0.00546
       10| -0.00504 -0.00504 -0.00492 -0.00467 -0.00431 -0.00385  -0.0033 -0.00268 -0.00202 -0.00131-0.000589 0.000144 0.000871  0.00158  0.00225  0.00288  0.00344  0.00391  0.00429  0.00454  0.00467  0.00467
