nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00712 -0.00712 -0.00305 -0.00246  -0.0025 -0.00272 -0.00306 -0.00351 -0.00412 -0.00496 -0.00621  -0.0081  -0.0108  -0.0128 -0.00602   0.0222   0.0719   0.0719
       16| -0.00712 -0.00712 -0.00305 -0.00246  -0.0025 -0.00272 -0.00306 -0.00351 -0.00412 -0.00496 -0.00621  -0.0081  -0.0108  -0.0128 -0.00602   0.0222   0.0719   0.0719
       15| -0.00409 -0.00409 -0.00372 -0.00337 -0.00324  -0.0033 -0.00352 -0.00388  -0.0044 -0.00517 -0.00636  -0.0083  -0.0116  -0.0165  -0.0185 -0.00426   0.0249   0.0249
       14| -0.00313 -0.00313 -0.00307 -0.00297 -0.00299 -0.00311 -0.00334 -0.00369  -0.0042 -0.00494 -0.00607 -0.00796  -0.0112  -0.0164  -0.0209  -0.0154 -0.00118 -0.00118
       13| -0.00255 -0.00255 -0.00258 -0.00259 -0.00265 -0.00279 -0.00301 -0.00332 -0.00376 -0.00438  -0.0053 -0.00677 -0.00922  -0.0128  -0.0159  -0.0126 -0.00515 -0.00515
       12| -0.00213 -0.00213 -0.00218 -0.00222  -0.0023 -0.00243  -0.0026 -0.00284 -0.00315 -0.00356 -0.00412 -0.00492 -0.00606 -0.00744 -0.00797 -0.00501 -0.00056 -0.00056
       11| -0.00179 -0.00179 -0.00183 -0.00188 -0.00195 -0.00204 -0.00216  -0.0023 -0.00247 -0.00266 -0.00285 -0.00303 -0.00312  -0.0029 -0.00169  0.00122  0.00419  0.00419
       10| -0.00148 -0.00148 -0.00152 -0.00156  -0.0016 -0.00166 -0.00171 -0.00177  -0.0018  -0.0018 -0.00172  -0.0015 -0.00103 -6.1e-05  0.00158   0.0039  0.00583  0.00583
        9| -0.00121 -0.00121 -0.00124 -0.00127 -0.00129  -0.0013 -0.00131 -0.00128 -0.00122 -0.00109-0.000846-0.000433 0.000251  0.00128  0.00265  0.00416  0.00526  0.00526
        8|-0.000976-0.000976-0.000997 -0.00101 -0.00101-0.000988-0.000947 -0.00087-0.000741-0.000534-0.000218 0.000251 0.000914  0.00177  0.00276  0.00366  0.00422  0.00422
        7| -0.00077 -0.00077-0.000784-0.000781-0.000761-0.000719-0.000648-0.000536-0.000369 -0.00013 0.000203 0.000651  0.00122  0.00188  0.00256  0.00311  0.00339  0.00339
        6|-0.000596-0.000596-0.000604-0.000592-0.000558-0.000499-0.000408-0.000276-9.24e-05 0.000153 0.000471 0.000869  0.00133  0.00184  0.00231  0.00266  0.00281  0.00281
        5|-0.000456-0.000456-0.000459 -0.00044-0.000397-0.000326-0.000223-8.09e-05 0.000106 0.000344 0.000637 0.000981  0.00136  0.00175  0.00209  0.00233  0.00242  0.00242
        4|-0.000348-0.000348-0.000348-0.000324-0.000274-0.000197-8.69e-05 5.86e-05 0.000243  0.00047 0.000736  0.00103  0.00135  0.00165  0.00191  0.00209  0.00215  0.00215
        3|-0.000275-0.000275-0.000273-0.000245-0.000191-0.000108  5.4e-06 0.000152 0.000333 0.000549 0.000794  0.00106  0.00133  0.00158  0.00179  0.00193  0.00198  0.00198
        2|-0.000236-0.000236-0.000231-0.000201-0.000144-5.77e-05 5.86e-05 0.000206 0.000386 0.000594 0.000827  0.00107  0.00132  0.00154  0.00172  0.00184  0.00188  0.00188
        1|-0.000228-0.000228-0.000223-0.000192-0.000132-4.34e-05 7.56e-05 0.000226 0.000406 0.000613 0.000842  0.00108  0.00132  0.00153   0.0017  0.00181  0.00185  0.00185
        0|-0.000228-0.000228-0.000223-0.000192-0.000132-4.34e-05 7.56e-05 0.000226 0.000406 0.000613 0.000842  0.00108  0.00132  0.00153   0.0017  0.00181  0.00185  0.00185

