nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0115  -0.0115 -0.00811 -0.00805 -0.00812 -0.00791 -0.00742 -0.00674 -0.00595 -0.00512 -0.00434 -0.00356 -0.00236-3.31e-05   0.0057   0.0194   0.0436   0.0436
       16|  -0.0115  -0.0115 -0.00811 -0.00805 -0.00812 -0.00791 -0.00742 -0.00674 -0.00595 -0.00512 -0.00434 -0.00356 -0.00236-3.31e-05   0.0057   0.0194   0.0436   0.0436
       15| -0.00831 -0.00831 -0.00826 -0.00815 -0.00792 -0.00753 -0.00697 -0.00628 -0.00549 -0.00466 -0.00386 -0.00311 -0.00239 -0.00121  0.00161  0.00912   0.0217   0.0217
       14|  -0.0067  -0.0067 -0.00679 -0.00676 -0.00661 -0.00631 -0.00585 -0.00525 -0.00455 -0.00377 -0.00292 -0.00201-0.000952 0.000498  0.00295  0.00758   0.0132   0.0132
       13| -0.00563 -0.00563 -0.00569 -0.00565 -0.00551 -0.00524 -0.00484 -0.00431 -0.00366 -0.00291 -0.00204 -0.00103 0.000225  0.00189  0.00422  0.00732     0.01     0.01
       12| -0.00479 -0.00479 -0.00481 -0.00476 -0.00461 -0.00436 -0.00399  -0.0035  -0.0029 -0.00219 -0.00134-0.000337 0.000888   0.0024  0.00424  0.00619  0.00757  0.00757
       11|  -0.0041  -0.0041  -0.0041 -0.00403 -0.00388 -0.00363 -0.00329 -0.00284 -0.00229 -0.00163-0.000844 7.47e-05  0.00115  0.00238   0.0037   0.0049  0.00563  0.00563
       10| -0.00352 -0.00352 -0.00351 -0.00343 -0.00328 -0.00305 -0.00273 -0.00231 -0.00181 -0.00121-0.000517 0.000278  0.00117  0.00212  0.00305  0.00381  0.00422  0.00422
        9| -0.00303 -0.00303 -0.00302 -0.00294 -0.00279 -0.00257 -0.00228  -0.0019 -0.00145-0.000922-0.000319 0.000349  0.00106  0.00179  0.00245  0.00296   0.0032   0.0032
        8| -0.00263 -0.00263 -0.00261 -0.00253 -0.00239 -0.00219 -0.00192 -0.00158 -0.00118-0.000724 -0.00021 0.000343 0.000914  0.00147  0.00195   0.0023  0.00246  0.00246
        7|  -0.0023  -0.0023 -0.00228 -0.00221 -0.00207 -0.00189 -0.00164 -0.00134-0.000991-0.000593-0.000157   0.0003 0.000758  0.00119  0.00155   0.0018  0.00191  0.00191
        6| -0.00204 -0.00204 -0.00202 -0.00194 -0.00182 -0.00165 -0.00143 -0.00116-0.000853-0.000508-0.000138 0.000242 0.000614 0.000953  0.00123  0.00142   0.0015   0.0015
        5| -0.00183 -0.00183 -0.00181 -0.00174 -0.00163 -0.00147 -0.00127 -0.00103-0.000756-0.000454-0.000136 0.000185 0.000493 0.000768  0.00099  0.00114   0.0012   0.0012
        4| -0.00167 -0.00167 -0.00165 -0.00159 -0.00148 -0.00134 -0.00115-0.000935-0.000689-0.000421-0.000142 0.000135 0.000397 0.000628 0.000811 0.000932 0.000981 0.000981
        3| -0.00157 -0.00157 -0.00154 -0.00148 -0.00138 -0.00125 -0.00107-0.000872-0.000645-0.000401-0.000149 9.81e-05 0.000329  0.00053 0.000688 0.000792 0.000833 0.000833
        2|  -0.0015  -0.0015 -0.00148 -0.00142 -0.00132 -0.00119 -0.00103-0.000833-0.000619-0.000389-0.000154  7.5e-05 0.000288 0.000471 0.000615 0.000708 0.000745 0.000745
        1| -0.00148 -0.00148 -0.00146  -0.0014  -0.0013 -0.00117 -0.00101-0.000818-0.000608-0.000384-0.000155 6.73e-05 0.000273  0.00045 0.000587 0.000677 0.000712 0.000712
        0| -0.00148 -0.00148 -0.00146  -0.0014  -0.0013 -0.00117 -0.00101-0.000818-0.000608-0.000384-0.000155 6.73e-05 0.000273  0.00045 0.000587 0.000677 0.000712 0.000712

