nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00753 -0.00753 -0.00338 -0.00269 -0.00264 -0.00279 -0.00306 -0.00345 -0.00401 -0.00482 -0.00599 -0.00764 -0.00945 -0.00912 0.000328   0.0292   0.0777   0.0777
       16| -0.00753 -0.00753 -0.00338 -0.00269 -0.00264 -0.00279 -0.00306 -0.00345 -0.00401 -0.00482 -0.00599 -0.00764 -0.00945 -0.00912 0.000328   0.0292   0.0777   0.0777
       15| -0.00445 -0.00445 -0.00404 -0.00361  -0.0034 -0.00341 -0.00358  -0.0039 -0.00441 -0.00519  -0.0064 -0.00825  -0.0109  -0.0135  -0.0117  0.00372   0.0318   0.0318
       14| -0.00351 -0.00351 -0.00342 -0.00326 -0.00323 -0.00332 -0.00353  -0.0039 -0.00445 -0.00532 -0.00668 -0.00881   -0.012  -0.0158  -0.0174  -0.0113  0.00149  0.00149
       13| -0.00291 -0.00291 -0.00292 -0.00291 -0.00295 -0.00309 -0.00334 -0.00372 -0.00429 -0.00518 -0.00661 -0.00898  -0.0127  -0.0174  -0.0204  -0.0173  -0.0101  -0.0101
       12| -0.00246 -0.00246 -0.00249 -0.00253 -0.00262 -0.00277 -0.00301 -0.00336 -0.00388 -0.00467 -0.00596 -0.00813  -0.0116  -0.0159  -0.0185  -0.0158   -0.011   -0.011
       11| -0.00206 -0.00206  -0.0021 -0.00215 -0.00224 -0.00237 -0.00257 -0.00284 -0.00323 -0.00382 -0.00473 -0.00623 -0.00854  -0.0112  -0.0125 -0.00988 -0.00635 -0.00635
       10| -0.00169 -0.00169 -0.00173 -0.00177 -0.00184 -0.00193 -0.00206 -0.00223 -0.00246 -0.00278 -0.00323 -0.00392 -0.00486 -0.00576 -0.00552 -0.00287-0.000172-0.000172
        9| -0.00134 -0.00134 -0.00137  -0.0014 -0.00144 -0.00149 -0.00154  -0.0016 -0.00167 -0.00174  -0.0018 -0.00182 -0.00175 -0.00134-1.94e-05  0.00249  0.00456  0.00456
        8| -0.00102 -0.00102 -0.00104 -0.00105 -0.00106 -0.00106 -0.00105 -0.00102-0.000949-0.000826-0.000613-0.000254 0.000347  0.00139  0.00296  0.00499  0.00645  0.00645
        7| -0.00073 -0.00073-0.000742-0.000738-0.000718-0.000678 -0.00061-0.000504-0.000341 -9.7e-05 0.000265 0.000797  0.00158  0.00265  0.00398  0.00533  0.00622  0.00622
        6|-0.000477-0.000477-0.000482-0.000463-0.000421-0.000349 -0.00024-8.27e-05 0.000139 0.000448 0.000871  0.00144  0.00219   0.0031  0.00407  0.00491  0.00539  0.00539
        5|-0.000268-0.000268-0.000267-0.000236-0.000176-8.11e-05 5.59e-05 0.000245 0.000499 0.000834  0.00127  0.00181  0.00247  0.00319  0.00389  0.00442  0.00468  0.00468
        4|-0.000105-0.000105 -9.9e-05-6.01e-05 1.28e-05 0.000124 0.000279 0.000487 0.000756   0.0011  0.00151  0.00201  0.00257  0.00315  0.00367  0.00404  0.00418  0.00418
        3| 8.66e-06 8.66e-06 1.78e-05 6.29e-05 0.000145 0.000267 0.000434 0.000652 0.000927  0.00126  0.00166  0.00211   0.0026  0.00308  0.00349  0.00377  0.00387  0.00387
        2| 7.14e-05 7.14e-05 8.31e-05 0.000132  0.00022 0.000349 0.000524 0.000749  0.00103  0.00136  0.00174  0.00217  0.00261  0.00302  0.00337   0.0036  0.00369  0.00369
        1| 8.69e-05 8.69e-05 9.96e-05  0.00015 0.000241 0.000374 0.000554 0.000783  0.00106   0.0014  0.00178  0.00219  0.00261  0.00301  0.00334  0.00355  0.00363  0.00363
        0| 8.69e-05 8.69e-05 9.96e-05  0.00015 0.000241 0.000374 0.000554 0.000783  0.00106   0.0014  0.00178  0.00219  0.00261  0.00301  0.00334  0.00355  0.00363  0.00363

