nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00711 -0.00711 -0.00304 -0.00246 -0.00251 -0.00274 -0.00308 -0.00354 -0.00415 -0.00499 -0.00624 -0.00811  -0.0108  -0.0129 -0.00618   0.0219   0.0714   0.0714
       16| -0.00711 -0.00711 -0.00304 -0.00246 -0.00251 -0.00274 -0.00308 -0.00354 -0.00415 -0.00499 -0.00624 -0.00811  -0.0108  -0.0129 -0.00618   0.0219   0.0714   0.0714
       15| -0.00408 -0.00408 -0.00372 -0.00337 -0.00325 -0.00331 -0.00353  -0.0039 -0.00443 -0.00519 -0.00637 -0.00828  -0.0115  -0.0166  -0.0185 -0.00439   0.0246   0.0246
       14| -0.00312 -0.00312 -0.00307 -0.00297 -0.00299 -0.00311 -0.00335  -0.0037  -0.0042 -0.00493 -0.00604 -0.00789  -0.0111  -0.0162  -0.0206  -0.0151-0.000906-0.000906
       13| -0.00255 -0.00255 -0.00257 -0.00259 -0.00265 -0.00279 -0.00301 -0.00332 -0.00375 -0.00435 -0.00524 -0.00664 -0.00896  -0.0124  -0.0152  -0.0119 -0.00451 -0.00451
       12| -0.00213 -0.00213 -0.00217 -0.00222  -0.0023 -0.00242  -0.0026 -0.00283 -0.00313 -0.00352 -0.00405 -0.00478  -0.0058   -0.007 -0.00733 -0.00431 8.91e-05 8.91e-05
       11| -0.00178 -0.00178 -0.00183 -0.00188 -0.00194 -0.00204 -0.00215 -0.00229 -0.00245 -0.00262 -0.00279 -0.00292 -0.00294 -0.00261  -0.0013  0.00159  0.00451  0.00451
       10| -0.00148 -0.00148 -0.00152 -0.00156 -0.00161 -0.00166 -0.00171 -0.00176 -0.00179 -0.00178 -0.00168 -0.00144-0.000938 5.38e-05  0.00169  0.00395  0.00581  0.00581
        9| -0.00122 -0.00122 -0.00125 -0.00127 -0.00129 -0.00131 -0.00131 -0.00128 -0.00122 -0.00108-0.000831-0.000412 0.000272  0.00129  0.00262  0.00407   0.0051   0.0051
        8|-0.000984-0.000984 -0.00101 -0.00102 -0.00101-0.000996-0.000955-0.000877-0.000747 -0.00054-0.000224  0.00024 0.000893  0.00173  0.00268  0.00354  0.00406  0.00406
        7|-0.000782-0.000782-0.000796-0.000793-0.000774-0.000732-0.000661 -0.00055-0.000384-0.000148  0.00018  0.00062  0.00117  0.00182  0.00247    0.003  0.00326  0.00326
        6|-0.000611-0.000611-0.000619-0.000608-0.000575-0.000517-0.000426-0.000296-0.000116 0.000126 0.000438 0.000826  0.00128  0.00177  0.00222  0.00256   0.0027   0.0027
        5|-0.000473-0.000473-0.000477-0.000458-0.000416-0.000347-0.000246-0.000106 7.72e-05  0.00031 0.000597 0.000932   0.0013  0.00167    0.002  0.00223  0.00232  0.00232
        4|-0.000368-0.000368-0.000369-0.000345-0.000297-0.000221-0.000113 2.93e-05  0.00021 0.000431 0.000691 0.000982  0.00129  0.00158  0.00183    0.002  0.00206  0.00206
        3|-0.000297-0.000297-0.000295-0.000268-0.000215-0.000134-2.33e-05  0.00012 0.000297 0.000508 0.000747  0.00101  0.00127  0.00151  0.00172  0.00185  0.00189  0.00189
        2|-0.000259-0.000259-0.000255-0.000225-0.000169-8.52e-05 2.85e-05 0.000173 0.000348 0.000552 0.000778  0.00102  0.00126  0.00147  0.00165  0.00176   0.0018   0.0018
        1|-0.000252-0.000252-0.000247-0.000216-0.000158-7.13e-05  4.5e-05 0.000191 0.000367  0.00057 0.000793  0.00103  0.00125  0.00146  0.00163  0.00173  0.00177  0.00177
        0|-0.000252-0.000252-0.000247-0.000216-0.000158-7.13e-05  4.5e-05 0.000191 0.000367  0.00057 0.000793  0.00103  0.00125  0.00146  0.00163  0.00173  0.00177  0.00177

