nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0278  -0.0278  -0.0198  -0.0148  -0.0112  -0.0084 -0.00599 -0.00381 -0.00176 0.000256  0.00231  0.00448   0.0069  0.00973   0.0133   0.0183   0.0263   0.0263
       16|  -0.0278  -0.0278  -0.0198  -0.0148  -0.0112  -0.0084 -0.00599 -0.00381 -0.00176 0.000256  0.00231  0.00448   0.0069  0.00973   0.0133   0.0183   0.0263   0.0263
       15|  -0.0199  -0.0199  -0.0167  -0.0134  -0.0105 -0.00799 -0.00575 -0.00369 -0.00172 0.000217  0.00218  0.00425  0.00648  0.00899   0.0119   0.0152   0.0184   0.0184
       14|  -0.0152  -0.0152  -0.0137  -0.0115 -0.00938  -0.0073 -0.00534 -0.00347 -0.00165 0.000147  0.00196  0.00384   0.0058  0.00788     0.01   0.0122   0.0137   0.0137
       13|   -0.012   -0.012  -0.0112 -0.00979 -0.00818 -0.00651 -0.00484 -0.00319 -0.00156 5.87e-05  0.00169  0.00333    0.005  0.00668  0.00829  0.00968   0.0106   0.0106
       12| -0.00977 -0.00977 -0.00922 -0.00825 -0.00704 -0.00571 -0.00431 -0.00289 -0.00146-3.75e-05  0.00139  0.00281   0.0042  0.00554  0.00675  0.00772  0.00827  0.00827
       11| -0.00805 -0.00805 -0.00767 -0.00696 -0.00604 -0.00496  -0.0038  -0.0026 -0.00137-0.000133   0.0011   0.0023  0.00346  0.00454  0.00546  0.00617  0.00655  0.00655
       10| -0.00672 -0.00672 -0.00643  -0.0059 -0.00517 -0.00431 -0.00335 -0.00233 -0.00128-0.000221 0.000829  0.00185  0.00281  0.00367   0.0044  0.00493  0.00522  0.00522
        9| -0.00566 -0.00566 -0.00545 -0.00503 -0.00445 -0.00375 -0.00295 -0.00209  -0.0012-0.000299 0.000592  0.00145  0.00225  0.00295  0.00353  0.00395  0.00417  0.00417
        8| -0.00483 -0.00483 -0.00466 -0.00433 -0.00386 -0.00327 -0.00261 -0.00189 -0.00113-0.000367 0.000389  0.00111  0.00178  0.00236  0.00283  0.00316  0.00333  0.00333
        7| -0.00417 -0.00417 -0.00403 -0.00376 -0.00337 -0.00289 -0.00233 -0.00172 -0.00108-0.000423 0.000219  0.00083  0.00139  0.00187  0.00226  0.00253  0.00267  0.00267
        6| -0.00365 -0.00365 -0.00353 -0.00331 -0.00298 -0.00257  -0.0021 -0.00158 -0.00103-0.000469 8.07e-05 0.000603  0.00108  0.00149  0.00181  0.00204  0.00215  0.00215
        5| -0.00325 -0.00325 -0.00315 -0.00296 -0.00268 -0.00233 -0.00192 -0.00147-0.000992-0.000506-2.93e-05 0.000422 0.000831  0.00118  0.00146  0.00165  0.00175  0.00175
        4| -0.00294 -0.00294 -0.00286 -0.00269 -0.00245 -0.00214 -0.00178 -0.00138-0.000963-0.000534-0.000114 0.000284 0.000644 0.000951  0.00119  0.00136  0.00145  0.00145
        3| -0.00272 -0.00272 -0.00265  -0.0025 -0.00228   -0.002 -0.00168 -0.00132-0.000942-0.000555-0.000175 0.000184 0.000508 0.000785    0.001  0.00115  0.00123  0.00123
        2| -0.00258 -0.00258 -0.00251 -0.00237 -0.00217 -0.00192 -0.00162 -0.00128-0.000928-0.000568-0.000214 0.000119  0.00042 0.000677 0.000879  0.00102  0.00109  0.00109
        1| -0.00251 -0.00251 -0.00244 -0.00231 -0.00212 -0.00187 -0.00158 -0.00126-0.000922-0.000574-0.000234 8.75e-05 0.000377 0.000624 0.000818 0.000953  0.00102  0.00102
        0| -0.00251 -0.00251 -0.00244 -0.00231 -0.00212 -0.00187 -0.00158 -0.00126-0.000922-0.000574-0.000234 8.75e-05 0.000377 0.000624 0.000818 0.000953  0.00102  0.00102

