nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0075  -0.0075 -0.00336 -0.00268 -0.00264 -0.00279 -0.00306 -0.00346 -0.00402 -0.00483 -0.00601 -0.00771 -0.00962 -0.00956-0.000369   0.0285   0.0773   0.0773
       16|  -0.0075  -0.0075 -0.00336 -0.00268 -0.00264 -0.00279 -0.00306 -0.00346 -0.00402 -0.00483 -0.00601 -0.00771 -0.00962 -0.00956-0.000369   0.0285   0.0773   0.0773
       15| -0.00442 -0.00442 -0.00401 -0.00359 -0.00339  -0.0034 -0.00357  -0.0039  -0.0044 -0.00519  -0.0064 -0.00829   -0.011  -0.0139  -0.0126  0.00279   0.0311   0.0311
       14| -0.00348 -0.00348 -0.00338 -0.00323  -0.0032  -0.0033 -0.00351 -0.00388 -0.00443 -0.00528 -0.00664 -0.00879  -0.0121  -0.0162  -0.0183  -0.0123 0.000723 0.000723
       13| -0.00288 -0.00288 -0.00288 -0.00287 -0.00292 -0.00306  -0.0033 -0.00368 -0.00424  -0.0051  -0.0065 -0.00882  -0.0126  -0.0174  -0.0207  -0.0176  -0.0102  -0.0102
       12| -0.00242 -0.00242 -0.00246  -0.0025 -0.00258 -0.00273 -0.00296  -0.0033 -0.00379 -0.00455 -0.00576 -0.00779  -0.0111  -0.0152  -0.0179  -0.0152  -0.0104  -0.0104
       11| -0.00203 -0.00203 -0.00207 -0.00212  -0.0022 -0.00233 -0.00251 -0.00277 -0.00314 -0.00367 -0.00448 -0.00581 -0.00784  -0.0102  -0.0114 -0.00876 -0.00525 -0.00525
       10| -0.00166 -0.00166  -0.0017 -0.00174 -0.00181  -0.0019 -0.00201 -0.00217 -0.00237 -0.00263   -0.003 -0.00353 -0.00424 -0.00485 -0.00439 -0.00174 0.000932 0.000932
        9| -0.00132 -0.00132 -0.00135 -0.00138 -0.00142 -0.00146  -0.0015 -0.00155 -0.00159 -0.00162 -0.00162 -0.00156 -0.00134-0.000751  0.00068  0.00316  0.00517  0.00517
        8| -0.00101 -0.00101 -0.00103 -0.00104 -0.00105 -0.00104 -0.00102 -0.00098-0.000898-0.000754-0.000511 -0.00011 0.000542  0.00162  0.00318  0.00509  0.00648  0.00648
        7|-0.000727-0.000727-0.000739-0.000734-0.000713 -0.00067-0.000599-0.000488-0.000318-6.61e-05 0.000305 0.000843  0.00162  0.00267  0.00392  0.00516  0.00597  0.00597
        6|-0.000483-0.000483-0.000488-0.000469-0.000426-0.000353-0.000244-8.59e-05 0.000136 0.000444 0.000862  0.00142  0.00215  0.00301  0.00391  0.00468   0.0051   0.0051
        5|-0.000281-0.000281 -0.00028 -0.00025 -0.00019-9.64e-05 3.89e-05 0.000225 0.000475 0.000803  0.00122  0.00175  0.00237  0.00305   0.0037  0.00419  0.00442  0.00442
        4|-0.000124-0.000124-0.000118-8.01e-05-8.92e-06 9.97e-05 0.000252 0.000454 0.000716  0.00104  0.00145  0.00192  0.00245  0.00299  0.00348  0.00382  0.00395  0.00395
        3|-1.44e-05-1.44e-05-5.64e-06 3.82e-05 0.000118 0.000236 0.000399  0.00061 0.000876   0.0012  0.00158  0.00201  0.00247  0.00292   0.0033  0.00356  0.00365  0.00365
        2|  4.6e-05  4.6e-05 5.73e-05 0.000105  0.00019 0.000315 0.000484 0.000701 0.000969  0.00129  0.00165  0.00206  0.00247  0.00286  0.00319  0.00341  0.00348  0.00348
        1| 6.08e-05 6.08e-05  7.3e-05 0.000122  0.00021 0.000339 0.000513 0.000734    0.001  0.00132  0.00169  0.00208  0.00248  0.00285  0.00315  0.00335  0.00342  0.00342
        0| 6.08e-05 6.08e-05  7.3e-05 0.000122  0.00021 0.000339 0.000513 0.000734    0.001  0.00132  0.00169  0.00208  0.00248  0.00285  0.00315  0.00335  0.00342  0.00342

