nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00731 -0.00731  -0.0032 -0.00256 -0.00255 -0.00272 -0.00302 -0.00343 -0.00401 -0.00483 -0.00607 -0.00794  -0.0104  -0.0116 -0.00375   0.0251    0.075    0.075
       16| -0.00731 -0.00731  -0.0032 -0.00256 -0.00255 -0.00272 -0.00302 -0.00343 -0.00401 -0.00483 -0.00607 -0.00794  -0.0104  -0.0116 -0.00375   0.0251    0.075    0.075
       15| -0.00424 -0.00424 -0.00385 -0.00346 -0.00329 -0.00332  -0.0035 -0.00384 -0.00435 -0.00513 -0.00636 -0.00836  -0.0115  -0.0158  -0.0165 -0.00168   0.0276   0.0276
       14| -0.00328 -0.00328  -0.0032 -0.00308 -0.00306 -0.00317 -0.00339 -0.00374 -0.00427 -0.00507 -0.00635 -0.00849   -0.012  -0.0172  -0.0212  -0.0157 -0.00168 -0.00168
       13| -0.00269 -0.00269  -0.0027  -0.0027 -0.00275 -0.00289 -0.00311 -0.00346 -0.00396  -0.0047 -0.00587 -0.00783  -0.0111   -0.016  -0.0199  -0.0167 -0.00901 -0.00901
       12| -0.00225 -0.00225 -0.00229 -0.00233  -0.0024 -0.00254 -0.00273 -0.00302 -0.00341 -0.00398 -0.00483 -0.00618 -0.00837  -0.0113  -0.0133  -0.0106 -0.00587 -0.00587
       11| -0.00187 -0.00187 -0.00192 -0.00196 -0.00204 -0.00214 -0.00228 -0.00248 -0.00272 -0.00305 -0.00349  -0.0041 -0.00494 -0.00581 -0.00571 -0.00297 0.000359 0.000359
       10| -0.00154 -0.00154 -0.00158 -0.00162 -0.00167 -0.00173 -0.00181  -0.0019   -0.002  -0.0021 -0.00217 -0.00219 -0.00207 -0.00159-0.000201  0.00246  0.00489  0.00489
        9| -0.00124 -0.00124 -0.00127 -0.00129 -0.00132 -0.00134 -0.00136 -0.00136 -0.00133 -0.00125 -0.00107-0.000741-0.000153 0.000892  0.00249  0.00456  0.00618  0.00618
        8|-0.000966-0.000966-0.000986-0.000995-0.000994-0.000979-0.000943-0.000873-0.000753-0.000556-0.000244 0.000237  0.00097    0.002  0.00328  0.00461  0.00553  0.00553
        7|-0.000726-0.000726-0.000738-0.000733 -0.00071-0.000665-0.000589-0.000471-0.000294-3.61e-05 0.000331 0.000841  0.00153  0.00237  0.00329  0.00409  0.00456  0.00456
        6| -0.00052 -0.00052-0.000526 -0.00051 -0.00047-0.000402-0.000299-0.000151 5.58e-05 0.000336 0.000708  0.00119  0.00177  0.00242  0.00307  0.00357  0.00381  0.00381
        5|-0.000352-0.000352-0.000353-0.000328-0.000276-0.000193 -7.3e-05  9.2e-05 0.000311 0.000592 0.000945  0.00137  0.00185  0.00236  0.00282  0.00315  0.00329  0.00329
        4|-0.000223-0.000223 -0.00022-0.000189-0.000128-3.53e-05  9.5e-05 0.000268 0.000489 0.000762  0.00109  0.00146  0.00187  0.00227  0.00261  0.00285  0.00294  0.00294
        3|-0.000134-0.000134-0.000128-9.22e-05-2.58e-05 7.38e-05  0.00021 0.000387 0.000607  0.00087  0.00117  0.00151  0.00186  0.00219  0.00246  0.00265  0.00271  0.00271
        2| -8.5e-05 -8.5e-05-7.71e-05-3.83e-05 3.23e-05 0.000137 0.000277 0.000457 0.000675 0.000932  0.00122  0.00153  0.00185  0.00214  0.00238  0.00253  0.00259  0.00259
        1|-7.41e-05-7.41e-05-6.53e-05-2.52e-05 4.78e-05 0.000155   0.0003 0.000482 0.000701 0.000957  0.00124  0.00154  0.00185  0.00212  0.00235  0.00249  0.00254  0.00254
        0|-7.41e-05-7.41e-05-6.53e-05-2.52e-05 4.78e-05 0.000155   0.0003 0.000482 0.000701 0.000957  0.00124  0.00154  0.00185  0.00212  0.00235  0.00249  0.00254  0.00254

