nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00865 -0.00865 -0.00502 -0.00496 -0.00537 -0.00575 -0.00601 -0.00613 -0.00614 -0.00612 -0.00621 -0.00663 -0.00719 -0.00587 0.000849   0.0199    0.053    0.053
       16| -0.00865 -0.00865 -0.00502 -0.00496 -0.00537 -0.00575 -0.00601 -0.00613 -0.00614 -0.00612 -0.00621 -0.00663 -0.00719 -0.00587 0.000849   0.0199    0.053    0.053
       15| -0.00578 -0.00578 -0.00565 -0.00563 -0.00571 -0.00583  -0.0059  -0.0059 -0.00582 -0.00573 -0.00573 -0.00604  -0.0068 -0.00767 -0.00552  0.00457   0.0227   0.0227
       14| -0.00465 -0.00465 -0.00473  -0.0048 -0.00491   -0.005 -0.00503   -0.005  -0.0049 -0.00476 -0.00464 -0.00461 -0.00472 -0.00479 -0.00349  0.00222   0.0108   0.0108
       13| -0.00393 -0.00393 -0.00402 -0.00409 -0.00416 -0.00421  -0.0042 -0.00412 -0.00397 -0.00375 -0.00346 -0.00309 -0.00254 -0.00156 0.000483  0.00442   0.0086   0.0086
       12| -0.00338 -0.00338 -0.00344 -0.00349 -0.00353 -0.00352 -0.00347 -0.00334 -0.00314 -0.00283 -0.00241 -0.00182 -0.00094   0.0004  0.00243   0.0051   0.0073   0.0073
       11| -0.00292 -0.00292 -0.00296 -0.00299 -0.00299 -0.00294 -0.00285 -0.00268 -0.00243 -0.00208 -0.00159-0.000923-3.57e-06  0.00124   0.0028  0.00445  0.00559  0.00559
       10| -0.00252 -0.00252 -0.00255 -0.00256 -0.00253 -0.00246 -0.00234 -0.00214 -0.00187  -0.0015 -0.00101-0.000364 0.000455  0.00145  0.00255  0.00355  0.00414  0.00414
        9| -0.00219 -0.00219 -0.00221 -0.00219 -0.00215 -0.00206 -0.00192 -0.00172 -0.00144 -0.00108-0.000618 -4.8e-05 0.000629  0.00139  0.00215  0.00277  0.00308  0.00308
        8|  -0.0019  -0.0019 -0.00191 -0.00189 -0.00183 -0.00173 -0.00159 -0.00138 -0.00112-0.000782-0.000371 0.000112 0.000655  0.00122  0.00175  0.00216  0.00234  0.00234
        7| -0.00167 -0.00167 -0.00167 -0.00164 -0.00158 -0.00147 -0.00133 -0.00113-0.000882 -0.00058-0.000223 0.000179  0.00061  0.00104  0.00142  0.00169  0.00181  0.00181
        6| -0.00147 -0.00147 -0.00147 -0.00144 -0.00137 -0.00127 -0.00113-0.000942-0.000715-0.000445-0.000138 0.000196 0.000541 0.000871  0.00115  0.00134  0.00142  0.00142
        5| -0.00132 -0.00132 -0.00132 -0.00128 -0.00121 -0.00111-0.000976-0.000804-0.000597-0.000357-9.17e-05 0.000189  0.00047  0.00073 0.000945  0.00109  0.00114  0.00114
        4| -0.00121 -0.00121  -0.0012 -0.00116  -0.0011-0.000999-0.000868-0.000707-0.000517-0.000301-6.76e-05 0.000174 0.000409 0.000622 0.000794 0.000906 0.000947 0.000947
        3| -0.00113 -0.00113 -0.00112 -0.00108 -0.00102-0.000921-0.000796-0.000643-0.000465-0.000266-5.53e-05 0.000159 0.000364 0.000547 0.000691 0.000784 0.000817 0.000817
        2| -0.00108 -0.00108 -0.00108 -0.00104-0.000971-0.000876-0.000753-0.000605-0.000434-0.000246-4.83e-05  0.00015 0.000338 0.000502 0.000631 0.000714 0.000743 0.000743
        1| -0.00107 -0.00107 -0.00106 -0.00102-0.000957-0.000862-0.000739-0.000591-0.000422-0.000237-4.34e-05 0.000149 0.000331 0.000489 0.000612 0.000691 0.000719 0.000719
        0| -0.00107 -0.00107 -0.00106 -0.00102-0.000957-0.000862-0.000739-0.000591-0.000422-0.000237-4.34e-05 0.000149 0.000331 0.000489 0.000612 0.000691 0.000719 0.000719

