nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00709 -0.00709 -0.00303 -0.00246 -0.00252 -0.00277 -0.00312 -0.00359  -0.0042 -0.00505 -0.00628 -0.00813  -0.0108   -0.013 -0.00633   0.0215   0.0707   0.0707
       16| -0.00709 -0.00709 -0.00303 -0.00246 -0.00252 -0.00277 -0.00312 -0.00359  -0.0042 -0.00505 -0.00628 -0.00813  -0.0108   -0.013 -0.00633   0.0215   0.0707   0.0707
       15| -0.00407 -0.00407 -0.00371 -0.00338 -0.00326 -0.00334 -0.00357 -0.00394 -0.00446 -0.00522 -0.00638 -0.00826  -0.0115  -0.0165  -0.0185 -0.00447   0.0243   0.0243
       14| -0.00312 -0.00312 -0.00306 -0.00297   -0.003 -0.00313 -0.00336 -0.00372 -0.00421 -0.00492   -0.006 -0.00779  -0.0109  -0.0159  -0.0202  -0.0146-0.000492-0.000492
       13| -0.00254 -0.00254 -0.00257 -0.00259 -0.00266  -0.0028 -0.00301 -0.00332 -0.00373 -0.00431 -0.00516 -0.00647 -0.00863  -0.0118  -0.0144   -0.011 -0.00366 -0.00366
       12| -0.00212 -0.00212 -0.00217 -0.00222  -0.0023 -0.00242 -0.00259 -0.00282 -0.00311 -0.00347 -0.00395  -0.0046 -0.00548 -0.00646 -0.00652 -0.00343 0.000887 0.000887
       11| -0.00178 -0.00178 -0.00183 -0.00188 -0.00195 -0.00204 -0.00215 -0.00228 -0.00242 -0.00257 -0.00271 -0.00279 -0.00273 -0.00227-0.000859  0.00202  0.00485  0.00485
       10| -0.00149 -0.00149 -0.00153 -0.00157 -0.00161 -0.00166 -0.00171 -0.00175 -0.00178 -0.00175 -0.00164 -0.00137-0.000831 0.000183  0.00181  0.00398  0.00574  0.00574
        9| -0.00123 -0.00123 -0.00126 -0.00128  -0.0013 -0.00131 -0.00131 -0.00128 -0.00121 -0.00107-0.000815-0.000391 0.000292  0.00129  0.00258  0.00394   0.0049   0.0049
        8|-0.000998-0.000998 -0.00102 -0.00103 -0.00103 -0.00101-0.000967-0.000888-0.000757-0.000549-0.000235 0.000225 0.000863  0.00167  0.00258   0.0034  0.00388  0.00388
        7|  -0.0008  -0.0008-0.000814-0.000812-0.000792-0.000751 -0.00068 -0.00057-0.000406-0.000172 0.000151 0.000581  0.00112  0.00174  0.00236  0.00286   0.0031   0.0031
        6|-0.000633-0.000633-0.000641 -0.00063-0.000598-0.000541-0.000452-0.000324-0.000146 9.04e-05 0.000395 0.000773  0.00121  0.00168  0.00211  0.00243  0.00257  0.00257
        5|-0.000498-0.000498-0.000502-0.000484-0.000443-0.000376-0.000276 -0.00014 3.94e-05 0.000267 0.000545  0.00087  0.00123  0.00158   0.0019  0.00212   0.0022   0.0022
        4|-0.000396-0.000396-0.000397-0.000374-0.000327-0.000253-0.000148-8.96e-06 0.000167 0.000382 0.000635 0.000916  0.00121  0.00149  0.00173  0.00189  0.00195  0.00195
        3|-0.000326-0.000326-0.000325-0.000299-0.000248-0.000169-6.12e-05 7.86e-05 0.000251 0.000455 0.000687 0.000937  0.00119  0.00143  0.00162  0.00175  0.00179  0.00179
        2|-0.000289-0.000289-0.000286-0.000258-0.000203-0.000122-1.12e-05 0.000129 0.000299 0.000497 0.000716 0.000948  0.00118  0.00139  0.00155  0.00166   0.0017   0.0017
        1|-0.000283-0.000283-0.000279-0.000249-0.000193-0.000109 4.48e-06 0.000147 0.000318 0.000514  0.00073 0.000956  0.00118  0.00138  0.00153  0.00164  0.00167  0.00167
        0|-0.000283-0.000283-0.000279-0.000249-0.000193-0.000109 4.48e-06 0.000147 0.000318 0.000514  0.00073 0.000956  0.00118  0.00138  0.00153  0.00164  0.00167  0.00167

