nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00707 -0.00707 -0.00304 -0.00252 -0.00262  -0.0029 -0.00329 -0.00378  -0.0044 -0.00522  -0.0064 -0.00816  -0.0108  -0.0129  -0.0064   0.0208   0.0687   0.0687
       16| -0.00707 -0.00707 -0.00304 -0.00252 -0.00262  -0.0029 -0.00329 -0.00378  -0.0044 -0.00522  -0.0064 -0.00816  -0.0108  -0.0129  -0.0064   0.0208   0.0687   0.0687
       15| -0.00408 -0.00408 -0.00374 -0.00344 -0.00335 -0.00346 -0.00371 -0.00409 -0.00461 -0.00533 -0.00641 -0.00817  -0.0113  -0.0162  -0.0179 -0.00426   0.0236   0.0236
       14| -0.00313 -0.00313 -0.00309 -0.00302 -0.00306 -0.00321 -0.00345  -0.0038 -0.00427 -0.00492  -0.0059 -0.00749  -0.0103  -0.0148  -0.0186  -0.0128 0.000942 0.000942
       13| -0.00256 -0.00256 -0.00259 -0.00262  -0.0027 -0.00285 -0.00306 -0.00335 -0.00372 -0.00423 -0.00494 -0.00602 -0.00773  -0.0102  -0.0119 -0.00827 -0.00126 -0.00126
       12| -0.00215 -0.00215  -0.0022 -0.00225 -0.00234 -0.00246 -0.00262 -0.00282 -0.00306 -0.00336 -0.00372 -0.00417 -0.00469  -0.0051 -0.00451 -0.00126  0.00282  0.00282
       11| -0.00181 -0.00181 -0.00186 -0.00191 -0.00198 -0.00206 -0.00216 -0.00227 -0.00238 -0.00248 -0.00253 -0.00248 -0.00222 -0.00149 0.000132  0.00292  0.00548  0.00548
       10| -0.00152 -0.00152 -0.00156  -0.0016 -0.00165 -0.00169 -0.00173 -0.00176 -0.00175 -0.00169 -0.00153 -0.00121-0.000593 0.000453  0.00202  0.00395  0.00545  0.00545
        9| -0.00127 -0.00127  -0.0013 -0.00133 -0.00134 -0.00135 -0.00135 -0.00131 -0.00122 -0.00106-0.000788 -0.00035 0.000324  0.00127  0.00244  0.00361  0.00439  0.00439
        8| -0.00105 -0.00105 -0.00107 -0.00108 -0.00108 -0.00106 -0.00102-0.000932-0.000796-0.000585-0.000272 0.000175 0.000777  0.00152  0.00233  0.00303  0.00342  0.00342
        7|-0.000862-0.000862-0.000876-0.000875-0.000856-0.000815-0.000744-0.000634-0.000472-0.000244 6.65e-05 0.000473 0.000971  0.00153  0.00209  0.00252  0.00272  0.00272
        6|-0.000703-0.000703-0.000712-0.000702-0.000672-0.000616 -0.00053-0.000406-0.000235-8.62e-06  0.00028 0.000631  0.00103  0.00146  0.00184  0.00213  0.00224  0.00224
        5|-0.000576-0.000576-0.000581-0.000565-0.000526-0.000461-0.000366-0.000236-6.57e-05 0.000149  0.00041  0.00071  0.00104  0.00136  0.00164  0.00184  0.00191  0.00191
        4| -0.00048 -0.00048-0.000482-0.000461-0.000417-0.000346-0.000247-0.000116 5.04e-05 0.000252 0.000487 0.000746  0.00102  0.00127  0.00149  0.00163  0.00168  0.00168
        3|-0.000415-0.000415-0.000414 -0.00039-0.000342-0.000268-0.000167-3.53e-05 0.000126 0.000317 0.000532 0.000762 0.000994  0.00121  0.00138   0.0015  0.00153  0.00153
        2| -0.00038 -0.00038-0.000378-0.000352-0.000301-0.000224 -0.00012 1.13e-05  0.00017 0.000354 0.000557  0.00077  0.00098  0.00117  0.00132  0.00142  0.00145  0.00145
        1|-0.000375-0.000375-0.000372-0.000344-0.000291-0.000212-0.000106 2.75e-05 0.000187  0.00037  0.00057 0.000777  0.00098  0.00116  0.00131   0.0014  0.00143  0.00143
        0|-0.000375-0.000375-0.000372-0.000344-0.000291-0.000212-0.000106 2.75e-05 0.000187  0.00037  0.00057 0.000777  0.00098  0.00116  0.00131   0.0014  0.00143  0.00143

