nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00707 -0.00707 -0.00303  -0.0025  -0.0026 -0.00287 -0.00326 -0.00374 -0.00436 -0.00519 -0.00638 -0.00815  -0.0108   -0.013 -0.00643   0.0209    0.069    0.069
       16| -0.00707 -0.00707 -0.00303  -0.0025  -0.0026 -0.00287 -0.00326 -0.00374 -0.00436 -0.00519 -0.00638 -0.00815  -0.0108   -0.013 -0.00643   0.0209    0.069    0.069
       15| -0.00408 -0.00408 -0.00373 -0.00342 -0.00333 -0.00343 -0.00368 -0.00406 -0.00458 -0.00531 -0.00641 -0.00819  -0.0113  -0.0163  -0.0181 -0.00434   0.0237   0.0237
       14| -0.00312 -0.00312 -0.00308 -0.00301 -0.00305 -0.00319 -0.00343 -0.00378 -0.00426 -0.00492 -0.00591 -0.00754  -0.0104   -0.015  -0.0189  -0.0131 0.000689 0.000689
       13| -0.00255 -0.00255 -0.00259 -0.00261 -0.00269 -0.00284 -0.00305 -0.00334 -0.00372 -0.00424 -0.00498 -0.00609 -0.00787  -0.0104  -0.0123 -0.00871 -0.00164 -0.00164
       12| -0.00214 -0.00214 -0.00219 -0.00224 -0.00233 -0.00245 -0.00261 -0.00282 -0.00307 -0.00338 -0.00376 -0.00423 -0.00481 -0.00531 -0.00481 -0.00158  0.00254  0.00254
       11|  -0.0018  -0.0018 -0.00185  -0.0019 -0.00197 -0.00206 -0.00216 -0.00227 -0.00239 -0.00249 -0.00256 -0.00253  -0.0023  -0.0016-5.22e-06   0.0028  0.00541  0.00541
       10| -0.00152 -0.00152 -0.00156 -0.00159 -0.00164 -0.00168 -0.00173 -0.00176 -0.00176  -0.0017 -0.00155 -0.00123-0.000627 0.000416  0.00199  0.00396  0.00551  0.00551
        9| -0.00126 -0.00126 -0.00129 -0.00132 -0.00134 -0.00135 -0.00134  -0.0013 -0.00122 -0.00106-0.000791-0.000355 0.000321  0.00127  0.00246  0.00366  0.00447  0.00447
        8| -0.00104 -0.00104 -0.00106 -0.00107 -0.00107 -0.00105 -0.00101-0.000924-0.000789-0.000579-0.000266 0.000184 0.000791  0.00155  0.00237  0.00309  0.00349  0.00349
        7| -0.00085 -0.00085-0.000865-0.000864-0.000845-0.000804-0.000733-0.000623-0.000461-0.000232 7.99e-05  0.00049 0.000994  0.00156  0.00213  0.00257  0.00278  0.00278
        6|-0.000691-0.000691  -0.0007 -0.00069-0.000659-0.000603-0.000517-0.000392 -0.00022  7.1e-06 0.000298 0.000653  0.00106  0.00149  0.00188  0.00217  0.00229  0.00229
        5|-0.000563-0.000563-0.000567-0.000551-0.000512-0.000447-0.000352-0.000221 -4.9e-05 0.000168 0.000431 0.000734  0.00106  0.00139  0.00168  0.00188  0.00195  0.00195
        4|-0.000466-0.000466-0.000467-0.000446-0.000402-0.000331-0.000231-9.85e-05 6.89e-05 0.000272 0.000509 0.000772  0.00105  0.00131  0.00153  0.00167  0.00172  0.00172
        3|  -0.0004  -0.0004-0.000399-0.000375-0.000327-0.000252 -0.00015-1.71e-05 0.000146 0.000338 0.000555 0.000789  0.00102  0.00124  0.00142  0.00153  0.00157  0.00157
        2|-0.000365-0.000365-0.000362-0.000336-0.000285-0.000208-0.000103 3.01e-05 0.000191 0.000376 0.000582 0.000797  0.00101   0.0012  0.00136  0.00146  0.00149  0.00149
        1| -0.00036 -0.00036-0.000356-0.000328-0.000275-0.000195-8.82e-05 4.65e-05 0.000208 0.000392 0.000595 0.000805  0.00101  0.00119  0.00134  0.00143  0.00146  0.00146
        0| -0.00036 -0.00036-0.000356-0.000328-0.000275-0.000195-8.82e-05 4.65e-05 0.000208 0.000392 0.000595 0.000805  0.00101  0.00119  0.00134  0.00143  0.00146  0.00146

