nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0256  -0.0256  -0.0185  -0.0141  -0.0109 -0.00824 -0.00597 -0.00392 -0.00199-0.000106  0.00181  0.00385  0.00613  0.00884   0.0124   0.0177   0.0267   0.0267
       16|  -0.0256  -0.0256  -0.0185  -0.0141  -0.0109 -0.00824 -0.00597 -0.00392 -0.00199-0.000106  0.00181  0.00385  0.00613  0.00884   0.0124   0.0177   0.0267   0.0267
       15|  -0.0183  -0.0183  -0.0157  -0.0128  -0.0101  -0.0078  -0.0057 -0.00377 -0.00192 -0.00011  0.00173  0.00366  0.00577  0.00815    0.011   0.0143   0.0181   0.0181
       14|  -0.0139  -0.0139  -0.0127  -0.0109 -0.00895 -0.00705 -0.00523 -0.00349 -0.00179-0.000109   0.0016  0.00337  0.00524  0.00725   0.0094   0.0116   0.0133   0.0133
       13|  -0.0111  -0.0111  -0.0104 -0.00917 -0.00774 -0.00623 -0.00469 -0.00316 -0.00165-0.000131   0.0014  0.00296  0.00457   0.0062  0.00779   0.0092   0.0101   0.0101
       12| -0.00898 -0.00898 -0.00853  -0.0077 -0.00663 -0.00542 -0.00414 -0.00283 -0.00151-0.000172  0.00117  0.00252  0.00386  0.00516  0.00635  0.00731  0.00786  0.00786
       11|  -0.0074  -0.0074 -0.00709 -0.00648 -0.00566 -0.00469 -0.00363 -0.00252 -0.00138-0.000222 0.000937  0.00208  0.00319  0.00423  0.00513  0.00582  0.00618  0.00618
       10| -0.00618 -0.00618 -0.00594 -0.00548 -0.00484 -0.00405 -0.00318 -0.00224 -0.00127-0.000275 0.000713  0.00168  0.00259  0.00342  0.00412  0.00463   0.0049   0.0049
        9| -0.00521 -0.00521 -0.00503 -0.00467 -0.00415 -0.00351 -0.00279   -0.002 -0.00117-0.000327  0.00051  0.00132  0.00208  0.00275   0.0033   0.0037  0.00389  0.00389
        8| -0.00445 -0.00445  -0.0043 -0.00401 -0.00359 -0.00306 -0.00246 -0.00179 -0.00109-0.000375 0.000333  0.00101  0.00164  0.00219  0.00264  0.00295   0.0031   0.0031
        7| -0.00384 -0.00384 -0.00372 -0.00348 -0.00314  -0.0027 -0.00218 -0.00162 -0.00103-0.000418 0.000183 0.000757  0.00128  0.00174   0.0021  0.00236  0.00248  0.00248
        6| -0.00336 -0.00336 -0.00327 -0.00306 -0.00277  -0.0024 -0.00197 -0.00148-0.000975-0.000454 6.01e-05 0.000549 0.000994  0.00138  0.00168  0.00189  0.00199  0.00199
        5| -0.00299 -0.00299 -0.00291 -0.00274 -0.00249 -0.00217 -0.00179 -0.00138-0.000935-0.000483-3.83e-05 0.000384 0.000766  0.00109  0.00135  0.00153  0.00162  0.00162
        4| -0.00272 -0.00272 -0.00264 -0.00249 -0.00227 -0.00199 -0.00166  -0.0013-0.000905-0.000506-0.000114 0.000258 0.000593  0.00088  0.00111  0.00126  0.00133  0.00133
        3| -0.00252 -0.00252 -0.00245 -0.00232 -0.00212 -0.00187 -0.00157 -0.00124-0.000884-0.000523-0.000168 0.000167 0.000469 0.000727 0.000929  0.00107  0.00113  0.00113
        2| -0.00239 -0.00239 -0.00233 -0.00221 -0.00202 -0.00179 -0.00151  -0.0012-0.000871-0.000534-0.000203 0.000109  0.00039 0.000629 0.000817 0.000944  0.00101  0.00101
        1| -0.00233 -0.00233 -0.00228 -0.00215 -0.00198 -0.00175 -0.00148 -0.00118-0.000864-0.000539 -0.00022 8.13e-05 0.000353 0.000583 0.000764 0.000887 0.000947 0.000947
        0| -0.00233 -0.00233 -0.00228 -0.00215 -0.00198 -0.00175 -0.00148 -0.00118-0.000864-0.000539 -0.00022 8.13e-05 0.000353 0.000583 0.000764 0.000887 0.000947 0.000947

