nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0266  -0.0266   -0.019  -0.0143  -0.0109 -0.00822  -0.0059 -0.00381 -0.00184 9.48e-05  0.00206  0.00415  0.00647  0.00921   0.0127   0.0178   0.0263   0.0263
       16|  -0.0266  -0.0266   -0.019  -0.0143  -0.0109 -0.00822  -0.0059 -0.00381 -0.00184 9.48e-05  0.00206  0.00415  0.00647  0.00921   0.0127   0.0178   0.0263   0.0263
       15|   -0.019   -0.019  -0.0161   -0.013  -0.0102  -0.0078 -0.00565 -0.00367 -0.00178 7.19e-05  0.00196  0.00394  0.00609  0.00851   0.0113   0.0146    0.018    0.018
       14|  -0.0145  -0.0145  -0.0131  -0.0111 -0.00908  -0.0071 -0.00522 -0.00343 -0.00169 3.44e-05  0.00178  0.00358  0.00548  0.00751  0.00964   0.0118   0.0133   0.0133
       13|  -0.0115  -0.0115  -0.0107 -0.00939 -0.00788  -0.0063 -0.00471 -0.00313 -0.00158-2.43e-05  0.00154  0.00313  0.00475  0.00638  0.00797  0.00934   0.0102   0.0102
       12| -0.00928 -0.00928 -0.00879  -0.0079 -0.00677 -0.00551 -0.00418 -0.00283 -0.00146 -9.5e-05  0.00128  0.00265    0.004   0.0053  0.00649  0.00743  0.00797  0.00797
       11| -0.00765 -0.00765  -0.0073 -0.00666 -0.00579 -0.00478 -0.00368 -0.00253 -0.00135-0.000169  0.00101  0.00218   0.0033  0.00434  0.00524  0.00592  0.00629  0.00629
       10| -0.00638 -0.00638 -0.00613 -0.00563 -0.00495 -0.00414 -0.00323 -0.00226 -0.00126-0.000242 0.000766  0.00175  0.00267  0.00351  0.00422  0.00473    0.005    0.005
        9| -0.00538 -0.00538 -0.00518  -0.0048 -0.00426 -0.00359 -0.00284 -0.00202 -0.00117-0.000308 0.000547  0.00137  0.00214  0.00282  0.00338  0.00378  0.00398  0.00398
        8| -0.00459 -0.00459 -0.00443 -0.00413 -0.00368 -0.00314 -0.00251 -0.00182  -0.0011-0.000366 0.000358  0.00105  0.00169  0.00225   0.0027  0.00302  0.00318  0.00318
        7| -0.00396 -0.00396 -0.00384 -0.00358 -0.00322 -0.00276 -0.00223 -0.00165 -0.00104-0.000416 0.000199 0.000785  0.00132  0.00179  0.00216  0.00241  0.00254  0.00254
        6| -0.00347 -0.00347 -0.00336 -0.00315 -0.00285 -0.00246 -0.00201 -0.00152-0.000992-0.000457 6.93e-05 0.000569  0.00102  0.00141  0.00172  0.00194  0.00205  0.00205
        5| -0.00309 -0.00309   -0.003 -0.00282 -0.00256 -0.00223 -0.00184 -0.00141-0.000954 -0.00049-3.42e-05 0.000398 0.000789  0.00112  0.00139  0.00157  0.00166  0.00166
        4|  -0.0028  -0.0028 -0.00272 -0.00257 -0.00234 -0.00205 -0.00171 -0.00133-0.000926-0.000516-0.000113 0.000267 0.000611 0.000904  0.00114  0.00129  0.00137  0.00137
        3|  -0.0026  -0.0026 -0.00253 -0.00239 -0.00218 -0.00192 -0.00161 -0.00127-0.000905-0.000535-0.000171 0.000173 0.000483 0.000747 0.000954   0.0011  0.00117  0.00117
        2| -0.00247 -0.00247  -0.0024 -0.00227 -0.00208 -0.00184 -0.00155 -0.00123-0.000892-0.000547-0.000208 0.000112   0.0004 0.000646 0.000838 0.000969  0.00103  0.00103
        1|  -0.0024  -0.0024 -0.00234 -0.00221 -0.00203  -0.0018 -0.00152 -0.00121-0.000886-0.000552-0.000225 8.32e-05 0.000361 0.000597 0.000782 0.000909 0.000972 0.000972
        0|  -0.0024  -0.0024 -0.00234 -0.00221 -0.00203  -0.0018 -0.00152 -0.00121-0.000886-0.000552-0.000225 8.32e-05 0.000361 0.000597 0.000782 0.000909 0.000972 0.000972

