nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00658 -0.00658 -0.00244 -0.00177 -0.00173 -0.00189 -0.00217 -0.00257 -0.00313 -0.00394 -0.00513 -0.00687 -0.00889 -0.00908-0.000146   0.0288   0.0778   0.0778
       16| -0.00658 -0.00658 -0.00244 -0.00177 -0.00173 -0.00189 -0.00217 -0.00257 -0.00313 -0.00394 -0.00513 -0.00687 -0.00889 -0.00908-0.000146   0.0288   0.0778   0.0778
       15|  -0.0035  -0.0035 -0.00309 -0.00267 -0.00248 -0.00249 -0.00267   -0.003 -0.00351 -0.00429 -0.00551 -0.00743  -0.0102  -0.0134  -0.0125  0.00278   0.0313   0.0313
       14| -0.00255 -0.00255 -0.00246 -0.00231 -0.00229 -0.00238  -0.0026 -0.00296 -0.00351 -0.00435 -0.00571 -0.00787  -0.0113  -0.0156  -0.0181  -0.0123 0.000944 0.000944
       13| -0.00195 -0.00195 -0.00196 -0.00195   -0.002 -0.00213 -0.00237 -0.00274 -0.00329 -0.00413 -0.00549 -0.00776  -0.0115  -0.0164    -0.02  -0.0169 -0.00931 -0.00931
       12|  -0.0015  -0.0015 -0.00153 -0.00157 -0.00166  -0.0018 -0.00202 -0.00235 -0.00282 -0.00354 -0.00468 -0.00658 -0.00967  -0.0137  -0.0163  -0.0137 -0.00879 -0.00879
       11|  -0.0011  -0.0011 -0.00115  -0.0012 -0.00128  -0.0014 -0.00157 -0.00182 -0.00215 -0.00264 -0.00337 -0.00453 -0.00632 -0.00842 -0.00936 -0.00675 -0.00327 -0.00327
       10|-0.000745-0.000745-0.000782-0.000826-0.000886-0.000968 -0.00108 -0.00121 -0.00139 -0.00162 -0.00191 -0.00232 -0.00282 -0.00317  -0.0025 0.000161   0.0028   0.0028
        9|-0.000412-0.000412-0.000441-0.000469-0.000501-0.000538-0.000576-0.000612-0.000637-0.000638-0.000591-0.000452-0.000131 0.000606  0.00212  0.00455  0.00651  0.00651
        8|-0.000106-0.000106-0.000126-0.000137 -0.00014-0.000133-0.000109-5.86e-05 3.46e-05 0.000195  0.00046 0.000891  0.00158  0.00267   0.0042    0.006   0.0073   0.0073
        7| 0.000167 0.000167 0.000155 0.000161 0.000183 0.000227 0.000301 0.000416 0.000589 0.000846  0.00122  0.00176  0.00253  0.00354  0.00472  0.00587   0.0066   0.0066
        6| 0.000404 0.000404 0.000399 0.000418 0.000461 0.000533 0.000642   0.0008  0.00102  0.00133  0.00174  0.00228  0.00298   0.0038  0.00465  0.00535  0.00573  0.00573
        5| 0.000599 0.000599   0.0006 0.000629 0.000688  0.00078 0.000913   0.0011  0.00134  0.00166  0.00207  0.00257  0.00317  0.00381  0.00442  0.00487  0.00508  0.00508
        4| 0.000751 0.000751 0.000756 0.000793 0.000862 0.000968  0.00112  0.00131  0.00157  0.00189  0.00227  0.00273  0.00323  0.00374  0.00419  0.00451  0.00464  0.00464
        3| 0.000856 0.000856 0.000864 0.000907 0.000984   0.0011  0.00126  0.00146  0.00172  0.00203   0.0024  0.00281  0.00324  0.00366  0.00402  0.00426  0.00435  0.00435
        2| 0.000914 0.000914 0.000925 0.000971  0.00105  0.00117  0.00134  0.00155  0.00181  0.00211  0.00246  0.00285  0.00324  0.00361  0.00392  0.00412  0.00419  0.00419
        1| 0.000928 0.000928  0.00094 0.000987  0.00107   0.0012  0.00137  0.00158  0.00184  0.00215  0.00249  0.00286  0.00324  0.00359  0.00388  0.00407  0.00413  0.00413
        0| 0.000928 0.000928  0.00094 0.000987  0.00107   0.0012  0.00137  0.00158  0.00184  0.00215  0.00249  0.00286  0.00324  0.00359  0.00388  0.00407  0.00413  0.00413

