nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00632 -0.00632 -0.00225 -0.00169 -0.00175 -0.00199 -0.00235 -0.00282 -0.00343 -0.00427 -0.00551 -0.00736    -0.01  -0.0122 -0.00556   0.0223   0.0715   0.0715
       16| -0.00632 -0.00632 -0.00225 -0.00169 -0.00175 -0.00199 -0.00235 -0.00282 -0.00343 -0.00427 -0.00551 -0.00736    -0.01  -0.0122 -0.00556   0.0223   0.0715   0.0715
       15|  -0.0033  -0.0033 -0.00294 -0.00261 -0.00249 -0.00257 -0.00279 -0.00316 -0.00369 -0.00445 -0.00561 -0.00748  -0.0107  -0.0157  -0.0177  -0.0037   0.0251   0.0251
       14| -0.00234 -0.00234 -0.00229  -0.0022 -0.00222 -0.00235 -0.00259 -0.00294 -0.00344 -0.00415 -0.00523 -0.00701  -0.0101  -0.0151  -0.0194  -0.0138 0.000281 0.000281
       13| -0.00177 -0.00177  -0.0018 -0.00181 -0.00188 -0.00202 -0.00224 -0.00254 -0.00296 -0.00354 -0.00438  -0.0057 -0.00786   -0.011  -0.0136  -0.0102 -0.00288 -0.00288
       12| -0.00135 -0.00135  -0.0014 -0.00145 -0.00153 -0.00165 -0.00182 -0.00205 -0.00233  -0.0027 -0.00318 -0.00383 -0.00471 -0.00568 -0.00575 -0.00266  0.00166  0.00166
       11| -0.00101 -0.00101 -0.00106 -0.00111 -0.00117 -0.00126 -0.00137 -0.00151 -0.00165  -0.0018 -0.00194 -0.00202 -0.00196  -0.0015-8.64e-05   0.0028  0.00562  0.00562
       10|-0.000716-0.000716-0.000754-0.000793-0.000838-0.000888-0.000939-0.000982   -0.001-0.000978-0.000866-0.000598-5.85e-05 0.000955  0.00258  0.00475  0.00651  0.00651
        9|-0.000455-0.000455-0.000485-0.000509-0.000529-0.000542 -0.00054-0.000512 -0.00044-0.000297-4.28e-05 0.000382  0.00106  0.00206  0.00335  0.00472  0.00568  0.00568
        8|-0.000225-0.000225-0.000247-0.000257-0.000255-0.000237-0.000195-0.000116 1.55e-05 0.000223 0.000538 0.000997  0.00164  0.00245  0.00336  0.00417  0.00465  0.00465
        7|-2.69e-05-2.69e-05-4.11e-05-3.91e-05   -2e-05 2.12e-05 9.19e-05 0.000203 0.000366   0.0006 0.000923  0.00135  0.00189  0.00251  0.00313  0.00363  0.00388  0.00388
        6|  0.00014  0.00014 0.000131 0.000143 0.000175 0.000232 0.000321 0.000449 0.000626 0.000863  0.00117  0.00154  0.00198  0.00245  0.00289  0.00321  0.00334  0.00334
        5| 0.000274 0.000274  0.00027 0.000288 0.000329 0.000397 0.000496 0.000632 0.000812  0.00104  0.00132  0.00164    0.002  0.00236  0.00267  0.00289  0.00297  0.00297
        4| 0.000377 0.000377 0.000376 0.000398 0.000445  0.00052 0.000625 0.000764  0.00094  0.00116  0.00141  0.00169  0.00198  0.00227  0.00251  0.00267  0.00272  0.00272
        3| 0.000446 0.000446 0.000448 0.000474 0.000525 0.000604 0.000712 0.000851  0.00102  0.00123  0.00146  0.00171  0.00196   0.0022  0.00239  0.00252  0.00256  0.00256
        2| 0.000483 0.000483 0.000487 0.000515 0.000569 0.000651 0.000762 0.000902  0.00107  0.00127  0.00149  0.00172  0.00195  0.00216  0.00233  0.00244  0.00247  0.00247
        1|  0.00049  0.00049 0.000494 0.000524  0.00058 0.000664 0.000777  0.00092  0.00109  0.00129   0.0015  0.00173  0.00195  0.00215  0.00231  0.00241  0.00244  0.00244
        0|  0.00049  0.00049 0.000494 0.000524  0.00058 0.000664 0.000777  0.00092  0.00109  0.00129   0.0015  0.00173  0.00195  0.00215  0.00231  0.00241  0.00244  0.00244

