nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00945 -0.00945   -0.006 -0.00602 -0.00632 -0.00645 -0.00634 -0.00603 -0.00559 -0.00509 -0.00467 -0.00438 -0.00381 -0.00177  0.00443   0.0203   0.0481   0.0481
       16| -0.00945 -0.00945   -0.006 -0.00602 -0.00632 -0.00645 -0.00634 -0.00603 -0.00559 -0.00509 -0.00467 -0.00438 -0.00381 -0.00177  0.00443   0.0203   0.0481   0.0481
       15| -0.00647 -0.00647 -0.00642  -0.0064 -0.00637 -0.00626 -0.00601 -0.00563 -0.00515 -0.00463 -0.00416 -0.00383 -0.00367 -0.00316-0.000523  0.00805   0.0228   0.0228
       14| -0.00511 -0.00511 -0.00522 -0.00527 -0.00527 -0.00517 -0.00496 -0.00462 -0.00418 -0.00366 -0.00311 -0.00253 -0.00188-0.000929  0.00122  0.00633   0.0131   0.0131
       13| -0.00422 -0.00422 -0.00431 -0.00434 -0.00432 -0.00421 -0.00399 -0.00367 -0.00324  -0.0027 -0.00206 -0.00129-0.000265  0.00121  0.00353  0.00701   0.0103   0.0103
       12| -0.00352 -0.00352 -0.00358 -0.00358 -0.00353  -0.0034 -0.00318 -0.00285 -0.00242 -0.00188  -0.0012 -0.00034 0.000775  0.00226   0.0042  0.00644  0.00813  0.00813
       11| -0.00294 -0.00294 -0.00297 -0.00295 -0.00288 -0.00273  -0.0025 -0.00218 -0.00176 -0.00122-0.000556 0.000273   0.0013  0.00254  0.00397  0.00534  0.00621  0.00621
       10| -0.00245 -0.00245 -0.00247 -0.00243 -0.00234 -0.00218 -0.00195 -0.00164 -0.00124-0.000731-0.000116 0.000622  0.00149  0.00246  0.00346  0.00431  0.00477  0.00477
        9| -0.00204 -0.00204 -0.00204 -0.00199 -0.00189 -0.00174 -0.00151 -0.00121-0.000839-0.000381 0.000164 0.000792  0.00149  0.00223  0.00293  0.00348  0.00375  0.00375
        8| -0.00169 -0.00169 -0.00169 -0.00163 -0.00153 -0.00138 -0.00116-0.000888-0.000547 -0.00014 0.000331 0.000855  0.00141  0.00197  0.00247  0.00284  0.00301  0.00301
        7| -0.00141 -0.00141  -0.0014 -0.00134 -0.00124 -0.00109-0.000893 -0.00064-0.000334 2.26e-05 0.000424 0.000857   0.0013  0.00173   0.0021  0.00236  0.00247  0.00247
        6| -0.00118 -0.00118 -0.00116 -0.00111 -0.00101-0.000871-0.000686-0.000456-0.000183 0.000129 0.000471 0.000831  0.00119  0.00152   0.0018  0.00199  0.00207  0.00207
        5|-0.000992-0.000992-0.000979-0.000926-0.000834-0.000702 -0.00053-0.000321-7.63e-05 0.000198 0.000492 0.000795  0.00109  0.00136  0.00158  0.00172  0.00178  0.00178
        4|-0.000855-0.000855-0.000841-0.000789-0.000701-0.000577-0.000418-0.000225-3.51e-06 0.000241 0.000499  0.00076  0.00101  0.00123  0.00141  0.00153  0.00157  0.00157
        3| -0.00076 -0.00076-0.000745-0.000695 -0.00061-0.000492-0.000341-0.000161 4.41e-05 0.000267 0.000501 0.000733 0.000952  0.00114   0.0013  0.00139  0.00143  0.00143
        2|-0.000704-0.000704-0.000689 -0.00064-0.000557-0.000441-0.000296-0.000123 7.22e-05 0.000283 0.000501 0.000716 0.000917  0.00109  0.00123  0.00132  0.00135  0.00135
        1|-0.000687-0.000687-0.000671-0.000622-0.000539-0.000424-0.000279-0.000108 8.37e-05  0.00029 0.000503 0.000711 0.000906  0.00107   0.0012  0.00129  0.00132  0.00132
        0|-0.000687-0.000687-0.000671-0.000622-0.000539-0.000424-0.000279-0.000108 8.37e-05  0.00029 0.000503 0.000711 0.000906  0.00107   0.0012  0.00129  0.00132  0.00132

